trade_date,ts_code,con_code,name
20250715,BK0145.DC,300074.SZ,华平股份
20250715,BK0145.DC,600824.SH,益民集团
20250715,BK0145.DC,300890.SZ,翔丰华
20250715,BK0145.DC,873693.BJ,阿为特
20250715,BK0145.DC,000863.SZ,三湘印象
20250715,BK0145.DC,600315.SH,上海家化
20250715,BK0145.DC,688648.SH,中邮科技
20250715,BK0145.DC,002565.SZ,顺灏股份
20250715,BK0145.DC,688099.SH,晶晨股份
20250715,BK0145.DC,603496.SH,恒为科技
20250715,BK0145.DC,600278.SH,东方创业
20250715,BK0145.DC,300462.SZ,ST华铭
20250715,BK0145.DC,688085.SH,三友医疗
20250715,BK0145.DC,688188.SH,柏楚电子
20250715,BK0145.DC,300642.SZ,透景生命
20250715,BK0145.DC,300257.SZ,开山股份
20250715,BK0145.DC,603083.SH,剑桥科技
20250715,BK0145.DC,300590.SZ,移为通信
20250715,BK0145.DC,603499.SH,翔港科技
20250715,BK0145.DC,688180.SH,君实生物-U
20250715,BK0145.DC,603325.SH,博隆技术
20250715,BK0145.DC,600420.SH,国药现代
20250715,BK0145.DC,688484.SH,南芯科技
20250715,BK0145.DC,002184.SZ,海得控制
20250715,BK0145.DC,605128.SH,上海沿浦
20250715,BK0145.DC,600850.SH,电科数字
20250715,BK0145.DC,600638.SH,新黄浦
20250715,BK0145.DC,300129.SZ,泰胜风能
20250715,BK0145.DC,002178.SZ,延华智能
20250715,BK0145.DC,600649.SH,城投控股
20250715,BK0145.DC,002706.SZ,良信股份
20250715,BK0145.DC,301419.SZ,阿莱德
20250715,BK0145.DC,688507.SH,索辰科技
20250715,BK0145.DC,300493.SZ,润欣科技
20250715,BK0145.DC,600838.SH,上海九百
20250715,BK0145.DC,688238.SH,和元生物
20250715,BK0145.DC,603887.SH,城地香江
20250715,BK0145.DC,600958.SH,东方证券
20250715,BK0145.DC,605050.SH,福然德
20250715,BK0145.DC,300508.SZ,维宏股份
20250715,BK0145.DC,603236.SH,移远通信
20250715,BK0145.DC,300067.SZ,安诺其
20250715,BK0145.DC,603121.SH,华培动力
20250715,BK0145.DC,688073.SH,毕得医药
20250715,BK0145.DC,600150.SH,中国船舶
20250715,BK0145.DC,601231.SH,环旭电子
20250715,BK0145.DC,300008.SZ,天海防务
20250715,BK0145.DC,002454.SZ,松芝股份
20250715,BK0145.DC,603009.SH,北特科技
20250715,BK0145.DC,603868.SH,飞科电器
20250715,BK0145.DC,600732.SH,爱旭股份
20250715,BK0145.DC,603159.SH,上海亚虹
20250715,BK0145.DC,301151.SZ,冠龙节能
20250715,BK0145.DC,601595.SH,上海电影
20250715,BK0145.DC,600601.SH,方正科技
20250715,BK0145.DC,688012.SH,中微公司
20250715,BK0145.DC,688592.SH,司南导航
20250715,BK0145.DC,600754.SH,锦江酒店
20250715,BK0145.DC,603350.SH,安乃达
20250715,BK0145.DC,600827.SH,百联股份
20250715,BK0145.DC,605098.SH,行动教育
20250715,BK0145.DC,600606.SH,绿地控股
20250715,BK0145.DC,300983.SZ,尤安设计
20250715,BK0145.DC,601156.SH,东航物流
20250715,BK0145.DC,603006.SH,联明股份
20250715,BK0145.DC,600882.SH,妙可蓝多
20250715,BK0145.DC,601200.SH,上海环境
20250715,BK0145.DC,002278.SZ,神开股份
20250715,BK0145.DC,601607.SH,上海医药
20250715,BK0145.DC,600639.SH,浦东金桥
20250715,BK0145.DC,603501.SH,豪威集团
20250715,BK0145.DC,600623.SH,XD华谊集
20250715,BK0145.DC,600895.SH,张江高科
20250715,BK0145.DC,600210.SH,紫江企业
20250715,BK0145.DC,688798.SH,艾为电子
20250715,BK0145.DC,600081.SH,东风科技
20250715,BK0145.DC,688585.SH,上纬新材
20250715,BK0145.DC,300378.SZ,鼎捷数智
20250715,BK0145.DC,688091.SH,上海谊众
20250715,BK0145.DC,600826.SH,兰生股份
20250715,BK0145.DC,600822.SH,上海物贸
20250715,BK0145.DC,603039.SH,泛微网络
20250715,BK0145.DC,600604.SH,市北高新
20250715,BK0145.DC,300170.SZ,汉得信息
20250715,BK0145.DC,688317.SH,之江生物
20250715,BK0145.DC,603296.SH,华勤技术
20250715,BK0145.DC,688382.SH,益方生物-U
20250715,BK0145.DC,002028.SZ,思源电气
20250715,BK0145.DC,688590.SH,新致软件
20250715,BK0145.DC,688615.SH,合合信息
20250715,BK0145.DC,300153.SZ,科泰电源
20250715,BK0145.DC,301273.SZ,瑞晨环保
20250715,BK0145.DC,603918.SH,金桥信息
20250715,BK0145.DC,688265.SH,南模生物
20250715,BK0145.DC,603196.SH,日播时尚
20250715,BK0145.DC,600602.SH,云赛智联
20250715,BK0145.DC,601083.SH,锦江航运
20250715,BK0145.DC,603881.SH,数据港
20250715,BK0145.DC,300253.SZ,卫宁健康
20250715,BK0145.DC,688110.SH,东芯股份
20250715,BK0145.DC,688158.SH,优刻得-W
20250715,BK0145.DC,688016.SH,心脉医疗
20250715,BK0145.DC,300226.SZ,上海钢联
20250715,BK0145.DC,603275.SH,众辰科技
20250715,BK0145.DC,600841.SH,动力新科
20250715,BK0145.DC,688031.SH,星环科技-U
20250715,BK0145.DC,688018.SH,乐鑫科技
20250715,BK0145.DC,603108.SH,润达医疗
20250715,BK0145.DC,688435.SH,英方软件
20250715,BK0145.DC,688008.SH,澜起科技
20250715,BK0145.DC,300225.SZ,*ST金泰
20250715,BK0145.DC,002401.SZ,中远海科
20250715,BK0145.DC,300578.SZ,会畅通讯
20250715,BK0145.DC,300017.SZ,网宿科技
20250715,BK0145.DC,603200.SH,上海洗霸
20250715,BK0145.DC,600845.SH,宝信软件
20250715,BK0145.DC,600104.SH,上汽集团
20250715,BK0145.DC,688118.SH,普元信息
20250715,BK0145.DC,301525.SZ,儒竞科技
20250715,BK0145.DC,603153.SH,上海建科
20250715,BK0145.DC,600641.SH,万业企业
20250715,BK0145.DC,603515.SH,欧普照明
20250715,BK0145.DC,301315.SZ,威士顿
20250715,BK0145.DC,002195.SZ,岩山科技
20250715,BK0145.DC,688301.SH,奕瑞科技
20250715,BK0145.DC,002324.SZ,普利特
20250715,BK0145.DC,688351.SH,微电生理
20250715,BK0145.DC,603690.SH,XD至纯科
20250715,BK0145.DC,600648.SH,外高桥
20250715,BK0145.DC,603565.SH,中谷物流
20250715,BK0145.DC,300286.SZ,安科瑞
20250715,BK0145.DC,300999.SZ,金龙鱼
20250715,BK0145.DC,301289.SZ,国缆检测
20250715,BK0145.DC,300327.SZ,中颖电子
20250715,BK0145.DC,002825.SZ,纳尔股份
20250715,BK0145.DC,300609.SZ,汇纳科技
20250715,BK0145.DC,601229.SH,上海银行
20250715,BK0145.DC,600630.SH,龙头股份
20250715,BK0145.DC,600517.SH,国网英大
20250715,BK0145.DC,301001.SZ,凯淳股份
20250715,BK0145.DC,600650.SH,锦江在线
20250715,BK0145.DC,301046.SZ,能辉科技
20250715,BK0145.DC,603579.SH,荣泰健康
20250715,BK0145.DC,600621.SH,华鑫股份
20250715,BK0145.DC,600662.SH,外服控股
20250715,BK0145.DC,601727.SH,上海电气
20250715,BK0145.DC,300222.SZ,科大智能
20250715,BK0145.DC,300171.SZ,东富龙
20250715,BK0145.DC,301499.SZ,维科精密
20250715,BK0145.DC,603062.SH,麦加芯彩
20250715,BK0145.DC,603987.SH,康德莱
20250715,BK0145.DC,002022.SZ,科华生物
20250715,BK0145.DC,605222.SH,起帆电缆
20250715,BK0145.DC,601872.SH,招商轮船
20250715,BK0145.DC,600637.SH,东方明珠
20250715,BK0145.DC,301060.SZ,兰卫医学
20250715,BK0145.DC,688062.SH,迈威生物-U
20250715,BK0145.DC,600597.SH,光明乳业
20250715,BK0145.DC,600608.SH,*ST沪科
20250715,BK0145.DC,688193.SH,仁度生物
20250715,BK0145.DC,600009.SH,上海机场
20250715,BK0145.DC,688691.SH,灿芯股份
20250715,BK0145.DC,603960.SH,克来机电
20250715,BK0145.DC,300061.SZ,旗天科技
20250715,BK0145.DC,603107.SH,上海汽配
20250715,BK0145.DC,603713.SH,密尔克卫
20250715,BK0145.DC,002568.SZ,百润股份
20250715,BK0145.DC,002158.SZ,汉钟精机
20250715,BK0145.DC,600119.SH,长江投资
20250715,BK0145.DC,603037.SH,凯众股份
20250715,BK0145.DC,600635.SH,大众公用
20250715,BK0145.DC,300168.SZ,万达信息
20250715,BK0145.DC,600088.SH,中视传媒
20250715,BK0145.DC,002328.SZ,新朋股份
20250715,BK0145.DC,301070.SZ,开勒股份
20250715,BK0145.DC,600679.SH,上海凤凰
20250715,BK0145.DC,688366.SH,昊海生科
20250715,BK0145.DC,600019.SH,宝钢股份
20250715,BK0145.DC,600663.SH,陆家嘴
20250715,BK0145.DC,002605.SZ,姚记科技
20250715,BK0145.DC,688766.SH,普冉股份
20250715,BK0145.DC,688126.SH,沪硅产业
20250715,BK0145.DC,300272.SZ,开能健康
20250715,BK0145.DC,002486.SZ,嘉麟杰
20250715,BK0145.DC,603189.SH,网达软件
20250715,BK0145.DC,301161.SZ,唯万密封
20250715,BK0145.DC,688391.SH,钜泉科技
20250715,BK0145.DC,603131.SH,上海沪工
20250715,BK0145.DC,600530.SH,交大昂立
20250715,BK0145.DC,600018.SH,上港集团
20250715,BK0145.DC,600170.SH,上海建工
20250715,BK0145.DC,601601.SH,中国太保
20250715,BK0145.DC,601702.SH,华峰铝业
20250715,BK0145.DC,688653.SH,康希通信
20250715,BK0145.DC,831305.BJ,海希通讯
20250715,BK0145.DC,600000.SH,浦发银行
20250715,BK0145.DC,430139.BJ,华岭股份
20250715,BK0145.DC,603886.SH,元祖股份
20250715,BK0145.DC,872541.BJ,铁大科技
20250715,BK0145.DC,600094.SH,大名城
20250715,BK0145.DC,600820.SH,隧道股份
20250715,BK0145.DC,603378.SH,亚士创能
20250715,BK0145.DC,833346.BJ,威贸电子
20250715,BK0145.DC,600320.SH,振华重工
20250715,BK0145.DC,301024.SZ,霍普股份
20250715,BK0145.DC,430300.BJ,辰光医疗
20250715,BK0145.DC,688608.SH,恒玄科技
20250715,BK0145.DC,600675.SH,中华企业
20250715,BK0145.DC,688123.SH,聚辰股份
20250715,BK0145.DC,603068.SH,博通集成
20250715,BK0145.DC,601328.SH,交通银行
20250715,BK0145.DC,688330.SH,宏力达
20250715,BK0145.DC,603681.SH,永冠新材
20250715,BK0145.DC,603899.SH,晨光股份
20250715,BK0145.DC,600611.SH,大众交通
20250715,BK0145.DC,688385.SH,复旦微电
20250715,BK0145.DC,002269.SZ,美邦服饰
20250715,BK0145.DC,300501.SZ,海顺新材
20250715,BK0145.DC,600833.SH,第一医药
20250715,BK0145.DC,600026.SH,中远海能
20250715,BK0145.DC,301099.SZ,雅创电子
20250715,BK0145.DC,603650.SH,彤程新材
20250715,BK0145.DC,300802.SZ,矩子科技
20250715,BK0145.DC,601211.SH,国泰海通
20250715,BK0145.DC,603895.SH,天永智能
20250715,BK0145.DC,600741.SH,华域汽车
20250715,BK0145.DC,688336.SH,三生国健
20250715,BK0145.DC,300613.SZ,富瀚微
20250715,BK0145.DC,300762.SZ,上海瀚讯
20250715,BK0145.DC,600196.SH,复星医药
20250715,BK0145.DC,600825.SH,新华传媒
20250715,BK0145.DC,688373.SH,盟科药业-U
20250715,BK0145.DC,300059.SZ,东方财富
20250715,BK0145.DC,603466.SH,风语筑
20250715,BK0145.DC,603341.SH,龙旗科技
20250715,BK0145.DC,603587.SH,地素时尚
20250715,BK0145.DC,600151.SH,航天机电
20250715,BK0145.DC,603232.SH,格尔软件
20250715,BK0145.DC,301555.SZ,惠柏新材
20250715,BK0145.DC,601696.SH,中银证券
20250715,BK0145.DC,603207.SH,小方制药
20250715,BK0145.DC,600661.SH,昂立教育
20250715,BK0145.DC,301228.SZ,实朴检测
20250715,BK0145.DC,603030.SH,全筑股份
20250715,BK0145.DC,603128.SH,XD华贸物
20250715,BK0145.DC,688602.SH,康鹏科技
20250715,BK0145.DC,601021.SH,春秋航空
20250715,BK0145.DC,688368.SH,晶丰明源
20250715,BK0145.DC,603648.SH,畅联股份
20250715,BK0145.DC,600503.SH,华丽家族
20250715,BK0145.DC,600613.SH,神奇制药
20250715,BK0145.DC,600626.SH,申达股份
20250715,BK0145.DC,688133.SH,泰坦科技
20250715,BK0145.DC,688718.SH,唯赛勃
20250715,BK0145.DC,601968.SH,宝钢包装
20250715,BK0145.DC,600816.SH,建元信托
20250715,BK0145.DC,600500.SH,中化国际
20250715,BK0145.DC,002116.SZ,中国海诚
20250715,BK0145.DC,603659.SH,璞泰来
20250715,BK0145.DC,688538.SH,和辉光电-U
20250715,BK0145.DC,600628.SH,新世界
20250715,BK0145.DC,600612.SH,XD老凤祥
20250715,BK0145.DC,301037.SZ,保立佳
20250715,BK0145.DC,600097.SH,开创国际
20250715,BK0145.DC,600508.SH,上海能源
20250715,BK0145.DC,603777.SH,来伊份
20250715,BK0145.DC,600605.SH,汇通能源
20250715,BK0145.DC,831961.BJ,创远信科
20250715,BK0145.DC,688107.SH,安路科技
20250715,BK0145.DC,688596.SH,正帆科技
20250715,BK0145.DC,605208.SH,永茂泰
20250715,BK0145.DC,600655.SH,豫园股份
20250715,BK0145.DC,300039.SZ,上海凯宝
20250715,BK0145.DC,688370.SH,丛麟科技
20250715,BK0145.DC,603022.SH,新通联
20250715,BK0145.DC,600642.SH,申能股份
20250715,BK0145.DC,601828.SH,美凯龙
20250715,BK0145.DC,600061.SH,国投资本
20250715,BK0145.DC,601788.SH,光大证券
20250715,BK0145.DC,688479.SH,友车科技
20250715,BK0145.DC,002561.SZ,徐家汇
20250715,BK0145.DC,688155.SH,先惠技术
20250715,BK0145.DC,605339.SH,南侨食品
20250715,BK0145.DC,603730.SH,岱美股份
20250715,BK0145.DC,603056.SH,德邦股份
20250715,BK0145.DC,600696.SH,*ST岩石
20250715,BK0145.DC,688163.SH,赛伦生物
20250715,BK0145.DC,600284.SH,浦东建设
20250715,BK0145.DC,600818.SH,中路股份
20250715,BK0145.DC,300511.SZ,雪榕生物
20250715,BK0145.DC,603057.SH,紫燕食品
20250715,BK0145.DC,301303.SZ,真兰仪表
20250715,BK0145.DC,601825.SH,沪农商行
20250715,BK0145.DC,002252.SZ,上海莱士
20250715,BK0145.DC,600819.SH,耀皮玻璃
20250715,BK0145.DC,688217.SH,睿昂基因
20250715,BK0145.DC,603329.SH,上海雅仕
20250715,BK0145.DC,603122.SH,合富中国
20250715,BK0145.DC,600835.SH,上海机电
20250715,BK0145.DC,600846.SH,同济科技
20250715,BK0145.DC,300326.SZ,ST凯利
20250715,BK0145.DC,600072.SH,中船科技
20250715,BK0145.DC,688206.SH,概伦电子
20250715,BK0145.DC,688271.SH,联影医疗
20250715,BK0145.DC,688521.SH,芯原股份
20250715,BK0145.DC,688202.SH,美迪西
20250715,BK0145.DC,688063.SH,派能科技
20250715,BK0145.DC,688593.SH,新相微
20250715,BK0145.DC,605289.SH,罗曼股份
20250715,BK0145.DC,605186.SH,健麾信息
20250715,BK0145.DC,600490.SH,鹏欣资源
20250715,BK0145.DC,601519.SH,大智慧
20250715,BK0145.DC,002506.SZ,协鑫集成
20250715,BK0145.DC,605398.SH,新炬网络
20250715,BK0145.DC,002058.SZ,*ST威尔
20250715,BK0145.DC,600620.SH,天宸股份
20250715,BK0145.DC,002346.SZ,柘中股份
20250715,BK0145.DC,605136.SH,丽人丽妆
20250715,BK0145.DC,300963.SZ,中洲特材
20250715,BK0145.DC,600622.SH,光大嘉宝
20250715,BK0145.DC,600629.SH,华建集团
20250715,BK0145.DC,301062.SZ,上海艾录
20250715,BK0145.DC,836504.BJ,博迅生物
20250715,BK0145.DC,603718.SH,XD海利生
20250715,BK0145.DC,601866.SH,中远海发
20250715,BK0145.DC,300899.SZ,*ST凯鑫
20250715,BK0145.DC,301166.SZ,优宁维
20250715,BK0145.DC,300483.SZ,首华燃气
20250715,BK0145.DC,300892.SZ,品渥食品
20250715,BK0145.DC,603192.SH,汇得科技
20250715,BK0145.DC,301025.SZ,读客文化
20250715,BK0145.DC,600748.SH,上实发展
20250715,BK0145.DC,603885.SH,吉祥航空
20250715,BK0145.DC,688505.SH,复旦张江
20250715,BK0145.DC,603256.SH,宏和科技
20250715,BK0145.DC,600073.SH,光明肉业
20250715,BK0145.DC,600689.SH,XD上海三
20250715,BK0145.DC,688019.SH,安集科技
20250715,BK0145.DC,603580.SH,*ST艾艾
20250715,BK0145.DC,603619.SH,中曼石油
20250715,BK0145.DC,688247.SH,宣泰医药
20250715,BK0145.DC,301156.SZ,美农生物
20250715,BK0145.DC,688680.SH,海优新材
20250715,BK0145.DC,836414.BJ,欧普泰
20250715,BK0145.DC,688098.SH,申联生物
20250715,BK0145.DC,688392.SH,骄成超声
20250715,BK0145.DC,600688.SH,上海石化
20250715,BK0145.DC,300915.SZ,海融科技
20250715,BK0145.DC,600834.SH,申通地铁
20250715,BK0145.DC,300126.SZ,锐奇股份
20250715,BK0145.DC,600616.SH,金枫酒业
20250715,BK0145.DC,600272.SH,开开实业
20250715,BK0145.DC,300180.SZ,华峰超纤
20250715,BK0145.DC,002162.SZ,悦心健康
20250715,BK0145.DC,002858.SZ,力盛体育
20250715,BK0145.DC,301257.SZ,普蕊斯
20250715,BK0145.DC,605081.SH,*ST太和
20250715,BK0145.DC,600851.SH,海欣股份
20250715,BK0145.DC,688131.SH,皓元医药
20250715,BK0145.DC,688293.SH,奥浦迈
20250715,BK0145.DC,300380.SZ,安硕信息
20250715,BK0145.DC,300230.SZ,永利股份
20250715,BK0145.DC,600624.SH,复旦复华
20250715,BK0145.DC,600618.SH,氯碱化工
20250715,BK0145.DC,688212.SH,澳华内镜
20250715,BK0145.DC,300245.SZ,天玑科技
20250715,BK0145.DC,688061.SH,灿瑞科技
20250715,BK0145.DC,603211.SH,晋拓股份
20250715,BK0145.DC,603728.SH,鸣志电器
20250715,BK0145.DC,600115.SH,中国东航
20250715,BK0145.DC,603790.SH,雅运股份
20250715,BK0145.DC,688065.SH,凯赛生物
20250715,BK0145.DC,603197.SH,保隆科技
20250715,BK0145.DC,603682.SH,锦和商管
20250715,BK0145.DC,002211.SZ,ST宏达
20250715,BK0145.DC,603633.SH,徕木股份
20250715,BK0145.DC,002527.SZ,新时达
20250715,BK0145.DC,301173.SZ,毓恬冠佳
20250715,BK0145.DC,688710.SH,益诺思
20250715,BK0145.DC,605338.SH,巴比食品
20250715,BK0145.DC,603729.SH,龙韵股份
20250715,BK0145.DC,603170.SH,宝立食品
20250715,BK0145.DC,600676.SH,交运股份
20250715,BK0145.DC,605151.SH,西上海
20250715,BK0145.DC,600643.SH,爱建集团
20250715,BK0145.DC,600021.SH,上海电力
20250715,BK0145.DC,688335.SH,复洁环保
20250715,BK0145.DC,300398.SZ,飞凯材料
20250715,BK0145.DC,002451.SZ,摩恩电气
20250715,BK0145.DC,688578.SH,艾力斯
20250715,BK0145.DC,688179.SH,阿拉丁
20250715,BK0145.DC,920799.BJ,艾融软件
20250715,BK0145.DC,688591.SH,泰凌微
20250715,BK0145.DC,688082.SH,盛美上海
20250715,BK0145.DC,600193.SH,*ST创兴
20250715,BK0145.DC,603020.SH,爱普股份
20250715,BK0145.DC,600708.SH,光明地产
20250715,BK0145.DC,001266.SZ,宏英智能
20250715,BK0145.DC,603683.SH,晶华新材
20250715,BK0145.DC,301000.SZ,肇民科技
20250715,BK0145.DC,688220.SH,翱捷科技-U
20250715,BK0145.DC,300627.SZ,华测导航
20250715,BK0145.DC,688519.SH,南亚新材
20250715,BK0145.DC,688372.SH,伟测科技
20250715,BK0145.DC,600848.SH,上海临港
20250715,BK0145.DC,688213.SH,思特威-W
20250715,BK0145.DC,603365.SH,水星家纺
20250715,BK0145.DC,603786.SH,科博达
20250715,BK0145.DC,600640.SH,国脉文化
20250715,BK0145.DC,603956.SH,威派格
20250715,BK0145.DC,300236.SZ,上海新阳
20250715,BK0145.DC,688071.SH,华依科技
20250715,BK0145.DC,002669.SZ,康达新材
20250715,BK0145.DC,301230.SZ,泓博医药
20250715,BK0145.DC,605598.SH,上海港湾
20250715,BK0145.DC,688230.SH,芯导科技
20250715,BK0145.DC,688129.SH,东来技术
20250715,BK0145.DC,600636.SH,*ST国化
20250715,BK0145.DC,600619.SH,海立股份
20250715,BK0145.DC,688682.SH,霍莱沃
20250715,BK0145.DC,603324.SH,盛剑科技
20250715,BK0145.DC,603855.SH,华荣股份
20250715,BK0145.DC,002636.SZ,金安国纪
20250715,BK0145.DC,688584.SH,上海合晶
20250715,BK0145.DC,601616.SH,广电电气
20250715,BK0145.DC,600843.SH,上工申贝
20250715,BK0145.DC,603226.SH,菲林格尔
20250715,BK0145.DC,301005.SZ,超捷股份
20250715,BK0145.DC,603214.SH,爱婴室
20250715,BK0145.DC,601611.SH,中国核建
20250715,BK0145.DC,600171.SH,上海贝岭
20250715,BK0145.DC,300551.SZ,古鳌科技
20250715,BK0145.DC,688660.SH,电气风电
20250715,BK0145.DC,688160.SH,步科股份
20250715,BK0145.DC,600651.SH,飞乐音响
20250715,BK0145.DC,603012.SH,创力集团
20250715,BK0145.DC,600692.SH,亚通股份
20250715,BK0145.DC,603330.SH,天洋新材
20250715,BK0145.DC,688121.SH,卓然股份
20250715,BK0145.DC,300947.SZ,德必集团
20250715,BK0146.DC,000901.SZ,航天科技
20250715,BK0146.DC,600179.SH,安通控股
20250715,BK0146.DC,600356.SH,恒丰纸业
20250715,BK0146.DC,600182.SH,S佳通
20250715,BK0146.DC,603202.SH,天有为
20250715,BK0146.DC,301227.SZ,森鹰窗业
20250715,BK0146.DC,601011.SH,宝泰隆
20250715,BK0146.DC,600666.SH,奥瑞德
20250715,BK0146.DC,600095.SH,湘财股份
20250715,BK0146.DC,002698.SZ,博实股份
20250715,BK0146.DC,600038.SH,中直股份
20250715,BK0146.DC,600853.SH,龙建股份
20250715,BK0146.DC,000711.SZ,*ST京蓝
20250715,BK0146.DC,000922.SZ,佳电股份
20250715,BK0146.DC,688459.SH,哈铁科技
20250715,BK0146.DC,605577.SH,龙版传媒
20250715,BK0146.DC,600664.SH,哈药股份
20250715,BK0146.DC,300489.SZ,光智科技
20250715,BK0146.DC,002737.SZ,葵花药业
20250715,BK0146.DC,600864.SH,哈投股份
20250715,BK0146.DC,601188.SH,龙江交通
20250715,BK0146.DC,301371.SZ,敷尔佳
20250715,BK0146.DC,600598.SH,北大荒
20250715,BK0146.DC,300900.SZ,广联航空
20250715,BK0146.DC,600178.SH,东安动力
20250715,BK0146.DC,600829.SH,人民同泰
20250715,BK0146.DC,000985.SZ,大庆华科
20250715,BK0146.DC,601106.SH,中国一重
20250715,BK0146.DC,688011.SH,新光光电
20250715,BK0146.DC,600371.SH,万向德农
20250715,BK0146.DC,600202.SH,哈空调
20250715,BK0146.DC,600289.SH,ST信通
20250715,BK0146.DC,600187.SH,国中水务
20250715,BK0146.DC,002437.SZ,誉衡药业
20250715,BK0146.DC,603023.SH,威帝股份
20250715,BK0146.DC,603567.SH,珍宝岛
20250715,BK0146.DC,300040.SZ,九洲集团
20250715,BK0146.DC,600726.SH,华电能源
20250715,BK0146.DC,002900.SZ,哈三联
20250715,BK0147.DC,920088.BJ,科力股份
20250715,BK0147.DC,300106.SZ,西部牧业
20250715,BK0147.DC,600737.SH,中粮糖业
20250715,BK0147.DC,600540.SH,新赛股份
20250715,BK0147.DC,002207.SZ,准油股份
20250715,BK0147.DC,001258.SZ,立新能源
20250715,BK0147.DC,002800.SZ,天顺股份
20250715,BK0147.DC,600359.SH,新农开发
20250715,BK0147.DC,301139.SZ,元道通信
20250715,BK0147.DC,600545.SH,卓郎智能
20250715,BK0147.DC,000617.SZ,中油资本
20250715,BK0147.DC,002941.SZ,新疆交建
20250715,BK0147.DC,300603.SZ,立昂技术
20250715,BK0147.DC,601069.SH,西部黄金
20250715,BK0147.DC,300159.SZ,*ST新研
20250715,BK0147.DC,603393.SH,新天然气
20250715,BK0147.DC,000166.SZ,申万宏源
20250715,BK0147.DC,603032.SH,德新科技
20250715,BK0147.DC,002302.SZ,西部建设
20250715,BK0147.DC,600506.SH,统一股份
20250715,BK0147.DC,600089.SH,特变电工
20250715,BK0147.DC,300588.SZ,熙菱信息
20250715,BK0147.DC,000972.SZ,*ST中基
20250715,BK0147.DC,002307.SZ,北新路桥
20250715,BK0147.DC,600721.SH,百花医药
20250715,BK0147.DC,603080.SH,新疆火炬
20250715,BK0147.DC,301301.SZ,川宁生物
20250715,BK0147.DC,600197.SH,伊力特
20250715,BK0147.DC,300313.SZ,*ST天山
20250715,BK0147.DC,002202.SZ,金风科技
20250715,BK0147.DC,002205.SZ,国统股份
20250715,BK0147.DC,600778.SH,友好集团
20250715,BK0147.DC,600425.SH,青松建化
20250715,BK0147.DC,603706.SH,东方环宇
20250715,BK0147.DC,600888.SH,新疆众和
20250715,BK0147.DC,002100.SZ,天康生物
20250715,BK0147.DC,600339.SH,中油工程
20250715,BK0147.DC,600256.SH,广汇能源
20250715,BK0147.DC,603227.SH,雪峰科技
20250715,BK0147.DC,001330.SZ,博纳影业
20250715,BK0147.DC,600084.SH,中信尼雅
20250715,BK0147.DC,002524.SZ,光正眼科
20250715,BK0147.DC,000877.SZ,天山股份
20250715,BK0147.DC,600509.SH,天富能源
20250715,BK0147.DC,002719.SZ,麦趣尔
20250715,BK0147.DC,300859.SZ,西域旅游
20250715,BK0147.DC,600251.SH,冠农股份
20250715,BK0147.DC,600075.SH,新疆天业
20250715,BK0147.DC,000415.SZ,渤海租赁
20250715,BK0147.DC,603101.SH,汇嘉时代
20250715,BK0147.DC,600581.SH,八一钢铁
20250715,BK0147.DC,000633.SZ,合金投资
20250715,BK0147.DC,601121.SH,宝地矿业
20250715,BK0147.DC,002828.SZ,贝肯能源
20250715,BK0147.DC,600419.SH,天润乳业
20250715,BK0147.DC,000159.SZ,国际实业
20250715,BK0147.DC,002092.SZ,中泰化学
20250715,BK0147.DC,605169.SH,洪通燃气
20250715,BK0147.DC,002700.SZ,万憬能源
20250715,BK0147.DC,688303.SH,大全能源
20250715,BK0147.DC,000813.SZ,德展健康
20250715,BK0148.DC,000545.SZ,金浦钛业
20250715,BK0148.DC,600360.SH,*ST华微
20250715,BK0148.DC,000638.SZ,*ST万方
20250715,BK0148.DC,300597.SZ,吉大通信
20250715,BK0148.DC,000766.SZ,通化金马
20250715,BK0148.DC,600867.SH,通化东宝
20250715,BK0148.DC,002232.SZ,启明信息
20250715,BK0148.DC,688378.SH,奥来德
20250715,BK0148.DC,603559.SH,ST通脉
20250715,BK0148.DC,000030.SZ,富奥股份
20250715,BK0148.DC,688276.SH,百克生物
20250715,BK0148.DC,000718.SZ,苏宁环球
20250715,BK0148.DC,001395.SZ,亚联机械
20250715,BK0148.DC,300985.SZ,致远新能
20250715,BK0148.DC,000686.SZ,东北证券
20250715,BK0148.DC,002622.SZ,皓宸医疗
20250715,BK0148.DC,601518.SH,吉林高速
20250715,BK0148.DC,000800.SZ,一汽解放
20250715,BK0148.DC,600365.SH,ST通葡
20250715,BK0148.DC,600742.SH,富维股份
20250715,BK0148.DC,300923.SZ,研奥股份
20250715,BK0148.DC,000661.SZ,长春高新
20250715,BK0148.DC,000623.SZ,吉林敖东
20250715,BK0148.DC,831726.BJ,朱老六
20250715,BK0148.DC,600189.SH,泉阳泉
20250715,BK0148.DC,688716.SH,中研股份
20250715,BK0148.DC,301130.SZ,西点药业
20250715,BK0148.DC,002501.SZ,利源股份
20250715,BK0148.DC,601279.SH,英利汽车
20250715,BK0148.DC,300396.SZ,迪瑞医疗
20250715,BK0148.DC,000928.SZ,中钢国际
20250715,BK0148.DC,300510.SZ,金冠股份
20250715,BK0148.DC,600697.SH,欧亚集团
20250715,BK0148.DC,600333.SH,长春燃气
20250715,BK0148.DC,002566.SZ,益盛药业
20250715,BK0148.DC,000669.SZ,ST金鸿
