ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
801130.SI,20260707,1527.913,1567.01,1567.19,1525.92,1569.523,-41.61,-2.6511,12619321.21,10811909.4
801130.SI,20260706,1569.523,1584.17,1594.64,1569.44,1583.74,-14.217,-0.8977,14651003.53,13210545.716
801130.SI,20260703,1583.74,1563.563,1591.783,1563.555,1557.394,26.346,1.6917,16130686.1,15592777.282
801130.SI,20260702,1557.394,1531.443,1566.2,1531.44,1533.207,24.187,1.5775,14993515.22,13914384.306
801130.SI,20260701,1533.207,1494.499,1539.76,1494.499,1492.132,41.075,2.7528,15652609.22,13733747.539
801130.SI,20260630,1492.132,1492.419,1499.98,1476.14,1498.492,-6.36,-0.4244,12734461.64,10441928.681
801130.SI,20260629,1498.492,1497.795,1501.27,1459.48,1498.531,-0.039,-0.0026,14495448.93,13228297.331
801130.SI,20260626,1498.531,1525.771,1527.168,1494.557,1526.036,-27.505,-1.8024,14139470.75,12404759.473
801130.SI,20260625,1526.036,1540.558,1540.56,1519.93,1542.97,-16.934,-1.0975,15003035.45,12277476.95
801130.SI,20260624,1542.97,1559.96,1565.65,1539.31,1553.348,-10.378,-0.6681,16502439.63,13870665.254
801130.SI,20260623,1553.348,1534.026,1565.46,1534.026,1537.346,16.002,1.0409,15828192.69,12891937.421
801130.SI,20260622,1537.346,1533.616,1537.62,1493.82,1533.082,4.264,0.2781,16551407.65,13652928.258
801130.SI,20260618,1533.082,1536.087,1541.926,1520.874,1544.775,-11.693,-0.7569,14120074.78,12016319.184
801130.SI,20260617,1544.775,1560.113,1560.18,1539.42,1565.112,-20.337,-1.2994,13275140.39,12432483.744
801130.SI,20260616,1565.112,1574.059,1574.059,1550.21,1571.516,-6.404,-0.4075,12617856.87,12321142.97
801130.SI,20260615,1571.516,1548.662,1571.516,1548.662,1543.023,28.493,1.8466,14323160.71,13633474.695
801130.SI,20260612,1543.023,1524.186,1545.7,1517.23,1515.42,27.603,1.8215,13022611.28,10829128.615
801130.SI,20260611,1515.42,1513.179,1518.05,1496.65,1525.43,-10.01,-0.6562,10897769.25,8812294.553
