ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
801740.SI,20260707,1810.458,1847.834,1866.32,1800.66,1854.454,-43.996,-2.3725,22618850.04,72781443.921
801740.SI,20260706,1854.454,1899.704,1916.6,1842.81,1885.814,-31.36,-1.6629,29582616.31,96764170.688
801740.SI,20260703,1885.814,1828.084,1903.632,1828.062,1821.519,64.295,3.5297,31961746.49,100682122.646
801740.SI,20260702,1821.519,1842.383,1877.19,1817.72,1867.13,-45.611,-2.4428,25934390.46,88910121.917
801740.SI,20260701,1867.13,1854.86,1883.71,1850.39,1850.144,16.986,0.9181,29393022.49,98461518.773
801740.SI,20260630,1850.144,1788.139,1854.34,1785.55,1783.769,66.375,3.7211,28047513.1,95141652.897
801740.SI,20260629,1783.769,1795.373,1802.33,1757.16,1791.887,-8.118,-0.453,27880482.46,97364347.046
801740.SI,20260626,1791.887,1800.069,1820.281,1761.346,1810.468,-18.581,-1.0263,32002631.47,105111877.035
801740.SI,20260625,1810.468,1813.573,1843.77,1800.08,1818.059,-7.591,-0.4175,25944577.13,81338630.475
801740.SI,20260624,1818.059,1799.357,1826.86,1781.63,1805.518,12.541,0.6946,25014183.95,76504105.831
801740.SI,20260623,1805.518,1858.356,1858.368,1798.54,1866.402,-60.884,-3.2621,26291605.08,82367194.734
801740.SI,20260622,1866.402,1861.39,1866.67,1811.5,1863.817,2.585,0.1387,31273485.26,96721647.8
801740.SI,20260618,1863.817,1853.274,1890.982,1849.646,1871.128,-7.311,-0.3907,27787977.75,90602338.039
801740.SI,20260617,1871.128,1835.272,1879.66,1835.27,1845.724,25.404,1.3764,27698863.96,90453733.937
801740.SI,20260616,1845.724,1851.563,1858.81,1838.21,1839.879,5.845,0.3177,28057930.68,88632813.526
801740.SI,20260615,1839.879,1808.192,1839.879,1801.85,1808.769,31.11,1.72,28143116.36,83364863.775
801740.SI,20260612,1808.769,1801.591,1849.29,1801.59,1772.21,36.559,2.0629,32646124.54,96119143.746
801740.SI,20260611,1772.21,1756.812,1778.52,1744.1,1773.281,-1.071,-0.0604,23743114.51,71418900.333
801740.SI,20260610,1773.281,1778.375,1798.92,1753.27,1789.276,-15.995,-0.8939,23685056.76,71340677.173
801740.SI,20260609,1789.276,1780.897,1789.88,1753.7,1766.87,22.406,1.2681,23015940.04,71752759.034
801740.SI,20260608,1766.87,1791.709,1831.56,1753.09,1841.674,-74.804,-4.0617,29499286.51,85361761.368
801740.SI,20260605,1841.674,1843.428,1869.53,1823.56,1838.89,2.784,0.1514,30994546.95,93706160.226
801740.SI,20260604,1838.89,1819.01,1846.26,1819.0,1836.497,2.393,0.1303,22166854.68,72212029.736
801740.SI,20260603,1836.497,1821.374,1860.61,1820.4,1821.993,14.504,0.7961,25907314.39,83691396.909
801740.SI,20260602,1821.993,1828.479,1836.45,1776.47,1824.845,-2.852,-0.1563,22697976.97,69723292.117
801740.SI,20260601,1824.845,1849.396,1864.4,1824.16,1854.973,-30.128,-1.6242,21780775.85,68261174.069
801740.SI,20260529,1854.973,1948.312,1948.35,1845.11,1948.364,-93.391,-4.7933,30102602.01,95228161.552
801740.SI,20260528,1948.364,1915.309,1957.3,1914.77,1917.799,30.565,1.5938,26241998.51,83787554.097
801740.SI,20260527,1917.799,1961.842,1978.072,1907.114,1960.016,-42.217,-2.1539,25489934.26,82629035.532
801740.SI,20260526,1960.016,1988.761,1988.767,1931.6,2003.855,-43.839,-2.1877,27399849.48,86137414.454
801740.SI,20260525,2003.855,1997.555,2008.74,1972.41,1982.058,21.797,1.0997,27704280.84,97152211.444
801740.SI,20260522,1982.058,1972.216,1986.92,1953.69,1953.22,28.838,1.4764,23914849.64,81192046.995
801740.SI,20260521,1953.22,2013.291,2039.62,1952.2,2005.014,-51.794,-2.5832,30091775.1,96906996.937
801740.SI,20260520,2005.014,2001.067,2015.96,1992.25,2013.347,-8.333,-0.4139,23559291.22,78757801.869
801740.SI,20260519,2013.347,2012.67,2013.35,1971.57,2016.878,-3.531,-0.1751,25392953.79,84528710.305
801740.SI,20260518,2016.878,2022.176,2045.97,2005.67,2028.269,-11.391,-0.5616,26398862.2,84401735.23
801740.SI,20260515,2028.269,2071.918,2086.75,2013.93,2066.708,-38.439,-1.8599,28615997.06,93263869.402
801740.SI,20260514,2066.708,2163.262,2163.262,2066.708,2160.373,-93.665,-4.3356,33454014.92,110001045.896
801740.SI,20260513,2160.373,2123.527,2162.46,2121.43,2137.949,22.424,1.0489,32751213.37,112174313.367
801740.SI,20260512,2137.949,2163.037,2163.037,2108.42,2161.474,-23.525,-1.0884,36534110.81,123349842.293
801740.SI,20260511,2161.474,2159.119,2169.62,2145.01,2139.014,22.46,1.05,41681783.1,139231138.962
801740.SI,20260508,2139.014,2077.491,2143.56,2073.52,2088.155,50.859,2.4356,40814749.11,130293655.383
801740.SI,20260507,2088.155,2073.147,2088.155,2064.7,2067.806,20.349,0.9841,30079832.44,98669469.786
801740.SI,20260506,2067.806,2039.478,2079.62,2039.478,2031.611,36.195,1.7816,35004336.81,113234238.505
801740.SI,20260430,2031.611,1998.293,2035.8,1995.82,1992.419,39.192,1.9671,30854163.24,100152866.286
801740.SI,20260429,1992.419,1969.779,1996.46,1969.779,1988.478,3.941,0.1982,24454270.77,75140443.497
801740.SI,20260428,1988.478,2011.256,2019.0,1981.65,2013.606,-25.128,-1.2479,32078291.76,94994942.426
801740.SI,20260427,2013.606,2006.352,2014.98,1986.11,2015.044,-1.438,-0.0714,28285321.43,89409462.208
801740.SI,20260424,2015.044,2044.243,2045.34,2007.2,2054.327,-39.283,-1.9122,30470247.04,97790481.277
801740.SI,20260423,2054.327,2062.304,2081.95,2031.67,2060.25,-5.923,-0.2875,38741824.66,121441189.916
801740.SI,20260422,2060.25,2032.391,2060.76,2026.64,2058.179,2.071,0.1006,35451125.8,106464854.913
801740.SI,20260421,2058.179,2062.601,2072.15,2039.78,2058.007,0.172,0.0084,37251964.08,119255855.882
