ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
801780.SI,20260707,3808.547,3793.232,3814.97,3766.26,3801.066,7.481,0.1968,35119480.76,24783599.946
801780.SI,20260706,3801.066,3718.863,3805.03,3707.56,3730.155,70.911,1.901,39974634.84,28675060.405
801780.SI,20260703,3730.155,3730.64,3766.14,3694.001,3732.889,-2.734,-0.0732,33636434.99,24419122.45
801780.SI,20260702,3732.889,3707.849,3769.94,3690.18,3693.03,39.859,1.0793,39091339.01,29054997.866
801780.SI,20260701,3693.03,3664.843,3709.2,3651.97,3669.573,23.457,0.6392,32259986.58,23587975.452
801780.SI,20260630,3669.573,3743.695,3743.7,3654.81,3757.732,-88.159,-2.3461,40959518.7,30357403.977
801780.SI,20260629,3757.732,3733.843,3772.94,3667.72,3742.55,15.182,0.4057,40613269.81,29911017.944
801780.SI,20260626,3742.55,3781.377,3793.789,3739.521,3777.728,-35.178,-0.9312,37135483.27,27532219.162
801780.SI,20260625,3777.728,3794.21,3835.95,3777.09,3813.604,-35.876,-0.9407,37184217.37,29081364.107
801780.SI,20260624,3813.604,3910.921,3916.27,3813.6,3910.503,-96.899,-2.4779,44960671.41,33670656.821
801780.SI,20260623,3910.503,3865.815,3944.03,3865.815,3866.031,44.472,1.1503,47857413.33,34885988.497
801780.SI,20260622,3866.031,3821.316,3887.36,3803.09,3834.968,31.063,0.81,42640011.54,32186428.976
801780.SI,20260618,3834.968,3931.508,3933.641,3834.968,3936.872,-101.904,-2.5885,43027021.98,32369201.673
801780.SI,20260617,3936.872,3982.401,3996.59,3924.58,3973.952,-37.08,-0.9331,30976007.61,23425580.769
801780.SI,20260616,3973.952,4013.065,4017.47,3967.53,4025.675,-51.723,-1.2848,31499810.5,24837962.719
801780.SI,20260615,4025.675,4078.714,4083.6,4012.06,4091.085,-65.41,-1.5988,45718166.85,36004387.688
801780.SI,20260612,4091.085,4012.872,4091.39,3996.68,4047.264,43.821,1.0827,47860590.39,37939881.99
801780.SI,20260611,4047.264,4061.085,4062.52,4018.19,4058.669,-11.405,-0.281,33846823.9,26776501.316
801780.SI,20260610,4058.669,3998.361,4066.43,3994.42,3998.104,60.565,1.5148,44197747.87,34937969.96
801780.SI,20260609,3998.104,3960.984,4021.6,3960.98,3977.948,20.156,0.5067,40411556.61,30965545.17
801780.SI,20260608,3977.948,3949.196,3993.47,3940.34,3954.25,23.698,0.5993,41122825.06,31423260.912
801780.SI,20260605,3954.25,3909.155,3959.07,3909.155,3902.269,51.981,1.3321,33244010.18,25685445.071
801780.SI,20260604,3902.269,3945.618,3956.43,3895.04,3945.533,-43.264,-1.0965,28333194.84,22124168.099
801780.SI,20260603,3945.533,3975.488,3975.488,3926.7,3981.873,-36.34,-0.9126,32802901.8,25593237.703
801780.SI,20260602,3981.873,3952.692,4006.02,3952.69,3957.413,24.46,0.6181,36869617.6,30042007.496
801780.SI,20260601,3957.413,3910.936,3957.413,3895.93,3911.153,46.26,1.1828,39931283.7,30985343.51
801780.SI,20260529,3911.153,3835.411,3922.71,3825.92,3844.824,66.329,1.7252,41000680.22,34746138.726
