ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
801730.SI,20260707,10097.63,10280.95,10341.97,10064.67,10264.36,-166.73,-1.6244,81271522.83,199356665.687
801730.SI,20260706,10264.36,10467.94,10581.57,10260.29,10454.19,-189.83,-1.8158,92778794.07,237670453.022
801730.SI,20260703,10454.19,10427.83,10571.0,10398.64,10405.31,48.88,0.4698,92811241.08,238124417.727
801730.SI,20260702,10405.31,10548.08,10703.35,10384.69,10664.68,-259.37,-2.432,98008704.03,255536972.799
801730.SI,20260701,10664.68,10787.4,10799.63,10459.55,10822.39,-157.71,-1.4573,108762137.55,307389371.825
801730.SI,20260630,10822.39,10584.05,10844.22,10584.05,10592.09,230.3,2.1743,92192457.93,248878097.793
801730.SI,20260629,10592.09,10509.47,10614.14,10377.09,10496.79,95.3,0.9079,100721950.67,270349305.523
801730.SI,20260626,10496.79,10946.87,10989.43,10496.79,10949.34,-452.55,-4.1331,111356820.79,299960163.534
801730.SI,20260625,10949.34,10973.35,10988.89,10830.47,10970.96,-21.62,-0.1971,96349387.88,268906178.764
801730.SI,20260624,10970.96,10908.82,11024.52,10732.01,10936.33,34.63,0.3167,91230198.16,257634668.918
801730.SI,20260623,10936.33,11362.03,11362.03,10892.61,11396.69,-460.36,-4.0394,99637381.78,283765252.12
801730.SI,20260622,11396.69,11042.2,11398.17,10933.34,11022.49,374.2,3.3949,119313618.09,355170078.333
801730.SI,20260618,11022.49,11074.91,11184.96,10952.44,11109.54,-87.05,-0.7836,98548383.71,279397879.594
801730.SI,20260617,11109.54,11077.95,11168.52,11007.78,11139.21,-29.67,-0.2664,99698770.88,279052632.212
801730.SI,20260616,11139.21,10990.73,11199.37,10881.25,10843.08,296.13,2.7311,106030703.61,301869607.538
801730.SI,20260615,10843.08,10710.79,10846.88,10697.77,10582.71,260.37,2.4603,94911721.67,254027042.071
801730.SI,20260612,10582.71,10549.4,10753.44,10487.26,10386.77,195.94,1.8864,108061391.07,282194928.395
801730.SI,20260611,10386.77,10427.59,10497.71,10294.66,10480.99,-94.22,-0.899,89077982.97,215947844.974
801730.SI,20260610,10480.99,10628.85,10635.18,10330.4,10763.99,-283.0,-2.6291,96903999.69,222976115.962
801730.SI,20260609,10763.99,10656.58,10772.77,10459.39,10486.94,277.05,2.6419,87986254.03,226059496.056
801730.SI,20260608,10486.94,10606.8,10779.15,10380.62,10890.63,-403.69,-3.7068,97349903.15,241861008.448
