ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
801710.SI,20260707,6987.469,7238.306,7263.51,6923.34,7241.627,-254.158,-3.5097,18848254.39,38995937.245
801710.SI,20260706,7241.627,7708.317,7714.55,7237.7,7683.179,-441.552,-5.747,21287742.04,48572918.63
801710.SI,20260703,7683.179,7519.869,7895.76,7438.109,7515.638,167.541,2.2292,22029831.9,51190671.22
801710.SI,20260702,7515.638,7547.116,7748.83,7429.36,7771.752,-256.114,-3.2954,20341188.19,42666710.72
801710.SI,20260701,7771.752,7908.51,7920.71,7723.55,7843.932,-72.18,-0.9202,23970781.17,47717995.398
801710.SI,20260630,7843.932,7665.816,8020.1,7637.14,7786.969,56.963,0.7315,24387107.2,54131167.496
801710.SI,20260629,7786.969,8107.293,8107.293,7596.13,8068.027,-281.058,-3.4836,21660882.12,55641912.403
801710.SI,20260626,8068.027,7929.198,8276.109,7901.34,7912.475,155.552,1.9659,25814534.38,59938301.141
801710.SI,20260625,7912.475,7643.6,7932.44,7643.6,7614.667,297.808,3.911,25112674.35,51368938.756
801710.SI,20260624,7614.667,7266.255,7629.3,7266.255,7314.722,299.945,4.1006,24003394.81,48442885.785
801710.SI,20260623,7314.722,7501.627,7551.49,7247.88,7506.635,-191.913,-2.5566,25618971.86,49024550.095
801710.SI,20260622,7506.635,7304.463,7511.26,7223.01,7277.282,229.353,3.1516,28907941.56,53930058.706
801710.SI,20260618,7277.282,7320.404,7378.246,7191.497,7437.074,-159.792,-2.1486,29515483.56,56124010.205
801710.SI,20260617,7437.074,7129.237,7511.76,7129.237,7129.784,307.29,4.3099,26274435.01,51922516.562
801710.SI,20260616,7129.784,6933.167,7151.81,6927.22,6839.48,290.304,4.2445,24134022.66,46271231.434
801710.SI,20260615,6839.48,6610.9,6839.48,6592.13,6513.933,325.547,4.9977,22887766.2,39509304.721
801710.SI,20260612,6513.933,6572.554,6660.23,6505.13,6481.568,32.365,0.4993,25118583.58,43674394.844
801710.SI,20260611,6481.568,6365.571,6523.39,6314.09,6410.884,70.684,1.1026,22406574.22,38178746.428
801710.SI,20260610,6410.884,6469.071,6507.71,6330.89,6490.504,-79.62,-1.2267,24713902.8,38377343.591
801710.SI,20260609,6490.504,6382.844,6491.27,6336.79,6250.45,240.054,3.8406,26382465.62,37802018.728
801710.SI,20260608,6250.45,6241.476,6379.38,6164.4,6461.338,-210.888,-3.2638,25707066.19,33099293.756
801710.SI,20260605,6461.338,6442.536,6615.51,6432.01,6464.9,-3.562,-0.0551,25902490.06,37210325.916
801710.SI,20260604,6464.9,6426.021,6506.22,6406.83,6491.56,-26.66,-0.4107,21401398.81,32739471.059
801710.SI,20260603,6491.56,6567.014,6634.23,6436.09,6603.06,-111.5,-1.6886,22595579.85,40574139.945
801710.SI,20260602,6603.06,6519.159,6619.74,6460.84,6607.431,-4.371,-0.0662,22780318.97,40431725.45
801710.SI,20260601,6607.431,6707.491,6707.491,6580.91,6798.909,-191.478,-2.8163,21480664.53,33181116.209
801710.SI,20260529,6798.909,6955.094,6955.094,6770.66,6933.866,-134.957,-1.9463,22361155.58,36291973.864
801710.SI,20260528,6933.866,6653.248,6933.87,6653.248,6681.459,252.407,3.7777,20694539.03,38253481.731
801710.SI,20260527,6681.459,6852.286,6865.787,6627.159,6860.629,-179.17,-2.6116,22551790.95,36632087.278
801710.SI,20260526,6860.629,6744.981,6920.2,6736.1,6796.234,64.395,0.9475,24900541.43,41942037.625
801710.SI,20260525,6796.234,6748.699,6805.22,6678.45,6672.063,124.171,1.8611,25823067.71,39047975.374
801710.SI,20260522,6672.063,6444.091,6675.36,6444.091,6423.508,248.555,3.8695,24075395.86,37182392.315
801710.SI,20260521,6423.508,6554.66,6684.37,6414.53,6510.607,-87.099,-1.3378,24154271.11,38296900.386
801710.SI,20260520,6510.607,6452.01,6536.19,6397.99,6487.582,23.025,0.3549,17635829.73,29121703.418
801710.SI,20260519,6487.582,6472.239,6494.44,6363.77,6480.061,7.521,0.1161,18323218.78,31812390.866
801710.SI,20260518,6480.061,6481.843,6512.71,6420.03,6502.632,-22.571,-0.3471,18197893.06,29436029.556
801710.SI,20260515,6502.632,6739.464,6745.28,6468.15,6735.23,-232.598,-3.4535,21399996.71,36444931.759
801710.SI,20260514,6735.23,6879.449,6879.449,6705.0,6848.413,-113.183,-1.6527,20823680.9,34780555.832
801710.SI,20260513,6848.413,6804.348,6864.33,6741.21,6869.362,-20.949,-0.305,22997967.53,38091363.729
801710.SI,20260512,6869.362,6858.676,6883.31,6729.97,6858.098,11.264,0.1642,22528782.65,36166119.855
801710.SI,20260511,6858.098,6803.699,6877.13,6718.8,6768.093,90.005,1.3298,22892603.81,36979112.984
801710.SI,20260508,6768.093,6724.636,6821.47,6707.19,6772.121,-4.028,-0.0595,20850413.89,32273209.945
801710.SI,20260507,6772.121,6696.079,6782.66,6669.48,6659.993,112.128,1.6836,23353056.89,36051945.783
801710.SI,20260506,6659.993,6450.882,6670.42,6450.882,6403.327,256.666,4.0083,24461368.1,37625218.649
801710.SI,20260430,6403.327,6479.81,6479.81,6331.34,6484.357,-81.03,-1.2496,23615266.64,36190569.367
801710.SI,20260429,6484.357,6304.81,6500.53,6304.81,6331.862,152.495,2.4084,22414025.54,33531474.533
801710.SI,20260428,6331.862,6268.011,6349.44,6238.72,6286.124,45.738,0.7276,20819132.67,32060817.772
801710.SI,20260427,6286.124,6266.543,6322.48,6266.54,6242.431,43.693,0.6999,19410070.6,28318536.421
801710.SI,20260424,6242.431,6254.06,6285.51,6160.72,6291.728,-49.297,-0.7835,19678615.97,28007925.256
801710.SI,20260423,6291.728,6326.983,6362.07,6257.08,6292.981,-1.253,-0.0199,21063979.74,34590513.785
801710.SI,20260422,6292.981,6228.199,6294.818,6196.71,6260.253,32.728,0.5228,18352860.87,29015047.629
801710.SI,20260421,6260.253,6255.121,6269.41,6224.13,6247.162,13.091,0.2096,17167195.82,26254468.256
801710.SI,20260420,6247.162,6266.792,6318.76,6230.4,6284.725,-37.563,-0.5977,19107573.39,29211780.807
801710.SI,20260417,6284.725,6266.29,6321.08,6215.19,6281.216,3.509,0.0559,17781115.3,28139533.841
801710.SI,20260416,6281.216,6214.713,6292.475,6200.22,6178.531,102.685,1.662,17567606.75,28204861.956
801710.SI,20260415,6178.531,6238.534,6310.76,6162.19,6257.002,-78.471,-1.2541,16343693.17,28634375.572
801710.SI,20260414,6257.002,6262.06,6264.2,6191.0,6206.558,50.444,0.8128,18686660.5,31244963.781
801710.SI,20260413,6206.558,6003.789,6219.07,6003.789,6037.017,169.541,2.8084,17371299.11,26304306.172
801710.SI,20260410,6037.017,6033.223,6122.09,5998.04,5958.48,78.537,1.3181,15111681.88,23390506.136
801710.SI,20260409,5958.48,5946.711,5973.256,5903.407,6001.622,-43.142,-0.7188,13961621.85,19258736.597
801710.SI,20260408,6001.622,5915.231,6001.622,5899.77,5785.373,216.249,3.7379,16262117.18,22422450.411
801710.SI,20260407,5785.373,5742.657,5836.51,5742.657,5730.117,55.256,0.9643,13265555.03,16586964.046
801710.SI,20260403,5730.117,5849.835,5849.84,5725.91,5837.267,-107.15,-1.8356,14958390.88,17719462.131
801710.SI,20260402,5837.267,5905.712,5905.712,5805.69,5922.132,-84.865,-1.433,14376912.23,17776276.449
801710.SI,20260401,5922.132,5965.137,5965.14,5892.86,5801.734,120.398,2.0752,16287297.09,22942541.106
801710.SI,20260331,5801.734,5860.555,5921.24,5801.73,5874.578,-72.844,-1.24,16662048.83,21190760.84
801710.SI,20260330,5874.578,5699.731,5888.13,5697.27,5777.869,96.709,1.6738,18003378.21,21864811.528
801710.SI,20260327,5777.869,5666.233,5788.22,5666.23,5745.556,32.313,0.5624,14260415.28,16104988.183
801710.SI,20260326,5745.556,5819.78,5875.73,5727.18,5830.448,-84.892,-1.456,16285414.9,18836981.423
801710.SI,20260325,5830.448,5760.541,5836.65,5760.541,5701.613,128.835,2.2596,15695333.52,17631970.405
801710.SI,20260324,5701.613,5602.931,5701.613,5517.91,5500.398,201.215,3.6582,18864609.25,18409855.939
801710.SI,20260323,5500.398,5620.932,5664.62,5475.69,5713.707,-213.309,-3.7333,19262917.41,19531149.064
801710.SI,20260320,5713.707,5869.031,5879.67,5713.707,5834.729,-121.022,-2.0742,15320224.79,16663980.012
801710.SI,20260319,5834.729,5991.569,5991.569,5814.08,6053.734,-219.005,-3.6177,16023813.88,17633467.083
801710.SI,20260318,6053.734,6051.188,6058.15,5970.42,6013.566,40.168,0.668,15754432.89,17684672.122
801710.SI,20260317,6013.566,6129.558,6183.37,6013.566,6108.524,-94.958,-1.5545,17735843.93,20396669.847
801710.SI,20260316,6108.524,6205.473,6205.473,6034.67,6206.973,-98.449,-1.5861,17451470.14,21645033.917
801710.SI,20260313,6206.973,6240.369,6335.61,6193.73,6249.063,-42.09,-0.6735,17864064.11,21282687.714
801710.SI,20260312,6249.063,6266.296,6276.07,6184.08,6294.992,-45.929,-0.7296,16466742.35,20307727.093
801710.SI,20260311,6294.992,6319.2,6340.81,6266.93,6301.184,-6.192,-0.0983,16127387.88,21036003.995
801710.SI,20260310,6301.184,6233.808,6307.4,6233.808,6173.396,127.788,2.07,17365354.58,23378109.992
801710.SI,20260309,6173.396,6166.921,6182.75,6039.31,6287.851,-114.455,-1.8203,16281451.79,20546426.978
801710.SI,20260306,6287.851,6257.88,6303.04,6218.29,6290.393,-2.542,-0.0404,15156477.43,19234619.719
801710.SI,20260305,6290.393,6385.109,6385.11,6252.83,6284.766,5.627,0.0895,15720737.72,20873827.953
801710.SI,20260304,6284.766,6258.552,6410.13,6258.552,6343.221,-58.455,-0.9215,17002002.71,20829870.199
801710.SI,20260303,6343.221,6653.437,6653.44,6337.85,6624.919,-281.698,-4.2521,21853974.43,28795374.304
801710.SI,20260302,6624.919,6470.808,6671.79,6470.808,6571.811,53.108,0.8081,22184801.17,30574581.091
801710.SI,20260227,6571.811,6595.668,6618.18,6504.37,6668.191,-96.38,-1.4454,21236927.86,31947030.765
801710.SI,20260226,6668.191,6686.242,6686.242,6607.79,6706.6,-38.409,-0.5727,24902398.74,34584941.833
801710.SI,20260225,6706.6,6577.239,6745.06,6572.16,6527.183,179.417,2.7488,28428922.52,39899981.154
801710.SI,20260224,6527.183,6426.965,6534.4,6413.84,6293.853,233.33,3.7073,21386920.51,29556425.524
801710.SI,20260213,6293.853,6466.505,6466.51,6284.74,6495.118,-201.265,-3.0987,20279806.14,28736304.863
801710.SI,20260212,6495.118,6463.225,6532.73,6463.225,6429.792,65.326,1.016,24588269.3,35841831.564
801710.SI,20260211,6429.792,6258.957,6478.54,6258.957,6224.7,205.092,3.2948,21880018.47,26826950.215
801710.SI,20260210,6224.7,6222.225,6232.5,6133.03,6218.827,5.873,0.0944,21347668.69,25045020.951
801710.SI,20260209,6218.827,6193.916,6218.827,6161.74,6119.02,99.807,1.6311,20389328.39,22656669.989
801710.SI,20260206,6119.02,6151.06,6218.14,6090.02,6174.112,-55.092,-0.8923,18583023.48,21816312.073
801710.SI,20260205,6174.112,6206.261,6275.59,6139.51,6247.876,-73.764,-1.1806,21292607.45,25413792.654
801710.SI,20260204,6247.876,6034.788,6252.78,6034.788,6037.702,210.174,3.481,30737464.45,33691705.57
801710.SI,20260203,6037.702,5906.854,6043.36,5874.98,5832.419,205.283,3.5197,21909683.83,24974206.869
801710.SI,20260202,5832.419,6016.809,6019.97,5829.47,6076.69,-244.271,-4.0198,21849941.77,25200709.429
801710.SI,20260130,6076.69,6095.127,6133.77,5940.43,6160.518,-83.828,-1.3607,23277001.82,26627098.084
801710.SI,20260129,6160.518,6097.432,6180.93,6097.432,6095.396,65.122,1.0684,27023050.36,34434267.341
801710.SI,20260128,6095.396,5944.757,6135.37,5936.69,5965.6,129.796,2.1757,23388288.89,29203157.145
801710.SI,20260127,5965.6,5966.376,6001.55,5902.97,5991.408,-25.808,-0.4308,22140241.74,22682171.368
801710.SI,20260126,5991.408,6032.956,6042.88,5959.91,6032.509,-41.101,-0.6813,28679909.64,28848646.528
801710.SI,20260123,6032.509,6022.543,6041.446,5984.038,6020.572,11.937,0.1983,32933393.32,33373765.992
801710.SI,20260122,6020.572,5817.873,6021.8,5817.873,5784.255,236.317,4.0855,28169949.18,32048706.251
801710.SI,20260121,5784.255,5684.579,5795.43,5651.67,5707.48,76.775,1.3452,21224653.88,24751844.538
