ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
801790.SI,20260707,1762.501,1800.434,1800.434,1756.64,1809.36,-46.859,-2.5898,43520571.98,55825363.602
801790.SI,20260706,1809.36,1815.804,1815.804,1788.69,1794.206,15.154,0.8446,48339712.39,66584254.836
801790.SI,20260703,1794.206,1796.362,1805.27,1775.578,1783.08,11.126,0.624,50058621.14,65842105.116
801790.SI,20260702,1783.08,1813.818,1823.3,1780.84,1821.23,-38.15,-2.0947,64341399.7,84299464.804
801790.SI,20260701,1821.23,1738.143,1841.62,1733.61,1740.699,80.531,4.6264,85366920.12,118150338.946
801790.SI,20260630,1740.699,1737.424,1759.65,1726.66,1748.256,-7.557,-0.4323,47549354.35,63055929.741
801790.SI,20260629,1748.256,1728.05,1756.67,1721.38,1719.884,28.372,1.6496,55828188.89,75377162.073
801790.SI,20260626,1719.884,1782.419,1798.049,1719.183,1793.755,-73.871,-4.1182,70502114.6,92024765.903
801790.SI,20260625,1793.755,1744.024,1808.88,1733.9,1748.761,44.994,2.5729,86087484.43,112991102.452
801790.SI,20260624,1748.761,1781.98,1803.98,1744.04,1786.701,-37.94,-2.1235,70402699.15,88659916.874
801790.SI,20260623,1786.701,1792.421,1834.42,1776.16,1796.898,-10.197,-0.5675,93334497.79,121426922.331
801790.SI,20260622,1796.898,1675.234,1797.54,1675.23,1681.911,114.987,6.8367,87807131.2,119830503.044
801790.SI,20260618,1681.911,1744.934,1745.308,1680.081,1750.56,-68.649,-3.9215,47237581.28,65089893.395
801790.SI,20260617,1750.56,1756.039,1765.54,1741.49,1755.664,-5.104,-0.2907,39223259.53,48334395.347
801790.SI,20260616,1755.664,1744.842,1764.5,1743.94,1755.815,-0.151,-0.0086,49385936.86,62353726.094
801790.SI,20260615,1755.815,1726.9,1794.36,1726.9,1720.087,35.728,2.0771,71530049.64,86756977.172
801790.SI,20260612,1720.087,1667.151,1724.13,1659.61,1666.05,54.037,3.2434,59900127.33,73399079.905
801790.SI,20260611,1666.05,1677.359,1700.25,1653.68,1682.775,-16.725,-0.9939,35326361.75,42600580.798
801790.SI,20260610,1682.775,1649.821,1684.42,1649.61,1669.714,13.061,0.7822,39251897.79,47652173.874
801790.SI,20260609,1669.714,1660.251,1671.84,1650.29,1659.659,10.055,0.6058,27964540.58,32701495.647
801790.SI,20260608,1659.659,1664.005,1684.55,1652.89,1681.471,-21.812,-1.2972,38463117.43,46026426.529
801790.SI,20260605,1681.471,1688.453,1711.83,1679.69,1687.256,-5.785,-0.3429,34853165.87,44279400.659
801790.SI,20260604,1687.256,1698.853,1713.9,1677.19,1706.457,-19.201,-1.1252,35158545.73,39729781.374
801790.SI,20260603,1706.457,1710.822,1720.33,1697.2,1714.519,-8.062,-0.4702,37763047.82,46026278.352
801790.SI,20260602,1714.519,1711.587,1723.13,1699.93,1714.12,0.399,0.0233,36575981.44,46770764.697
801790.SI,20260601,1714.12,1706.216,1724.57,1702.14,1709.439,4.681,0.2738,37081450.74,46682277.903
801790.SI,20260529,1709.439,1692.434,1727.7,1692.434,1689.917,19.522,1.1552,45858196.89,59845691.682
801790.SI,20260528,1689.917,1719.097,1719.097,1677.59,1719.859,-29.942,-1.741,39045926.34,46568823.829
801790.SI,20260527,1719.859,1738.813,1756.873,1712.151,1745.941,-26.082,-1.4939,39593941.31,48413596.17
801790.SI,20260526,1745.941,1730.57,1765.62,1727.02,1736.14,9.801,0.5645,43575617.91,56904581.602
801790.SI,20260525,1736.14,1727.469,1741.95,1717.87,1719.85,16.29,0.9472,35353665.9,43017837.89
801790.SI,20260522,1719.85,1746.933,1748.29,1718.35,1738.584,-18.734,-1.0775,43695163.93,50676797.234
801790.SI,20260521,1738.584,1754.641,1799.25,1738.45,1743.02,-4.436,-0.2545,63560057.6,79110314.249
801790.SI,20260520,1743.02,1749.047,1750.89,1737.04,1755.74,-12.72,-0.7245,31860700.77,36753011.728
801790.SI,20260519,1755.74,1749.255,1756.8,1733.12,1747.357,8.383,0.4798,37411354.45,44434962.395
801790.SI,20260518,1747.357,1752.376,1757.88,1737.53,1758.561,-11.204,-0.6371,34668038.32,40438126.378
801790.SI,20260515,1758.561,1797.564,1797.564,1751.69,1796.477,-37.916,-2.1106,44140157.32,53470268.59
801790.SI,20260514,1796.477,1838.589,1841.36,1796.477,1836.287,-39.81,-2.168,44795013.23,55982758.68
801790.SI,20260513,1836.287,1850.16,1856.78,1823.35,1855.48,-19.193,-1.0344,46104282.04,60476929.767
801790.SI,20260512,1855.48,1857.154,1870.11,1850.64,1859.37,-3.89,-0.2092,52192354.4,62677751.131
801790.SI,20260511,1859.37,1832.018,1866.88,1824.12,1837.264,22.106,1.2032,57287632.42,74942633.931
801790.SI,20260508,1837.264,1840.268,1845.27,1832.93,1846.758,-9.494,-0.5141,34947778.78,42633400.755
801790.SI,20260507,1846.758,1853.73,1854.48,1837.92,1842.859,3.899,0.2116,47638710.52,61250208.975
801790.SI,20260506,1842.859,1829.7,1855.26,1829.6,1826.566,16.293,0.892,52748021.09,63071597.632
801790.SI,20260430,1826.566,1824.852,1860.84,1824.5,1825.54,1.026,0.0562,52016099.71,62974292.574
801790.SI,20260429,1825.54,1798.797,1827.9,1798.797,1802.933,22.607,1.2539,39321891.9,53025208.674
801790.SI,20260428,1802.933,1788.669,1820.22,1788.669,1788.19,14.743,0.8245,41258614.13,53350532.844
801790.SI,20260427,1788.19,1790.49,1807.5,1786.1,1789.476,-1.286,-0.0719,32734543.72,40011687.772
801790.SI,20260424,1789.476,1797.248,1797.25,1776.9,1803.679,-14.203,-0.7874,29266172.17,34010361.873
801790.SI,20260423,1803.679,1813.253,1820.19,1798.17,1816.501,-12.822,-0.7059,32967343.47,39674868.597
801790.SI,20260422,1816.501,1801.227,1830.46,1797.26,1805.396,11.105,0.6151,37501885.11,46770926.807
801790.SI,20260421,1805.396,1815.683,1819.07,1803.63,1819.219,-13.823,-0.7598,27609777.53,33365251.583
801790.SI,20260420,1819.219,1815.966,1822.07,1813.38,1814.738,4.481,0.2469,28236452.27,36135676.617
801790.SI,20260417,1814.738,1818.403,1820.41,1806.42,1822.818,-8.08,-0.4433,29737425.16,38744869.668
801790.SI,20260416,1822.818,1819.865,1833.13,1816.023,1814.84,7.978,0.4396,33214719.71,41312318.415
801790.SI,20260415,1814.84,1834.287,1834.5,1813.96,1825.69,-10.85,-0.5943,27708465.59,34633893.336
801790.SI,20260414,1825.69,1822.255,1825.79,1806.68,1809.017,16.673,0.9217,33952834.29,42559657.252
801790.SI,20260413,1809.017,1794.606,1818.23,1794.21,1811.39,-2.373,-0.131,38284404.49,47466089.224
801790.SI,20260410,1811.39,1788.872,1845.1,1788.872,1767.046,44.344,2.5095,63119445.68,77971962.158
801790.SI,20260409,1767.046,1786.97,1786.97,1763.584,1804.13,-37.084,-2.0555,32100857.29,37351308.554
801790.SI,20260408,1804.13,1762.757,1804.16,1762.757,1729.775,74.355,4.2985,52473096.44,62644934.498
801790.SI,20260407,1729.775,1737.196,1742.16,1723.3,1737.12,-7.345,-0.4228,28298760.49,33005874.632
801790.SI,20260403,1737.12,1756.491,1756.85,1736.72,1748.2,-11.08,-0.6338,30024328.27,32494594.514
801790.SI,20260402,1748.2,1771.977,1771.977,1743.49,1777.552,-29.352,-1.6513,28519042.79,31597758.946
801790.SI,20260401,1777.552,1772.2,1780.13,1770.65,1746.501,31.051,1.7779,29440469.22,35316253.871
801790.SI,20260331,1746.501,1752.671,1773.18,1746.501,1753.304,-6.803,-0.388,32002982.78,37544379.01
801790.SI,20260330,1753.304,1746.748,1755.72,1738.48,1766.509,-13.205,-0.7475,30100129.61,35634734.431
801790.SI,20260327,1766.509,1749.449,1774.06,1749.449,1758.196,8.313,0.4728,29477027.92,35509481.162
801790.SI,20260326,1758.196,1803.334,1803.336,1754.71,1807.689,-49.493,-2.7379,32695909.34,42527614.613
801790.SI,20260325,1807.689,1790.221,1811.37,1790.221,1786.266,21.423,1.1993,37279222.37,41559293.136
801790.SI,20260324,1786.266,1784.719,1794.54,1765.15,1765.837,20.429,1.1569,40525493.27,45435767.752
801790.SI,20260323,1765.837,1812.881,1812.881,1759.25,1839.686,-73.849,-4.0142,51593987.72,61178772.274
801790.SI,20260320,1839.686,1875.647,1876.19,1839.686,1874.096,-34.41,-1.8361,41748151.27,49874233.077
801790.SI,20260319,1874.096,1885.25,1886.79,1869.61,1901.67,-27.574,-1.45,41889379.7,47612061.222
801790.SI,20260318,1901.67,1901.788,1904.0,1891.37,1903.721,-2.051,-0.1077,34249371.95,39850603.045
801790.SI,20260317,1903.721,1882.181,1935.63,1882.181,1879.636,24.085,1.2814,52440062.39,67720491.64
801790.SI,20260316,1879.636,1887.522,1887.522,1870.4,1887.825,-8.189,-0.4338,32939979.87,41665581.764
801790.SI,20260313,1887.825,1898.022,1907.32,1885.51,1905.592,-17.767,-0.9324,31210937.28,37240739.897
801790.SI,20260312,1905.592,1907.266,1917.35,1896.67,1913.549,-7.957,-0.4158,31743914.45,38942049.802
801790.SI,20260311,1913.549,1907.667,1918.48,1901.07,1907.72,5.829,0.3055,28238137.39,35694550.644
801790.SI,20260310,1907.72,1903.313,1914.23,1899.79,1890.502,17.218,0.9108,27557494.96,35250156.586
801790.SI,20260309,1890.502,1895.456,1895.456,1874.6,1924.988,-34.486,-1.7915,35161777.88,47248499.371
801790.SI,20260306,1924.988,1896.1,1932.36,1896.1,1903.696,21.292,1.1185,32985455.49,40225925.632
801790.SI,20260305,1903.696,1913.254,1916.3,1897.38,1896.69,7.006,0.3694,31141609.19,38745026.188
801790.SI,20260304,1896.69,1924.082,1924.082,1885.35,1938.569,-41.879,-2.1603,42243578.68,55180716.46
801790.SI,20260303,1938.569,1951.196,1975.86,1936.75,1950.658,-12.089,-0.6197,50489217.51,64978661.577
801790.SI,20260302,1950.658,1955.681,1965.09,1933.38,1975.15,-24.492,-1.24,44372499.79,56713143.837
801790.SI,20260227,1975.15,1972.781,1981.64,1969.19,1973.823,1.327,0.0672,33183129.22,41224628.261
801790.SI,20260226,1973.823,2006.23,2006.23,1969.72,2002.349,-28.526,-1.4246,33344943.2,46637109.112
801790.SI,20260225,2002.349,1993.454,2020.76,1993.454,1990.257,12.092,0.6076,43147515.3,53304511.151
801790.SI,20260224,1990.257,2009.404,2009.404,1990.14,1998.712,-8.455,-0.423,27970512.81,36472670.248
801790.SI,20260213,1998.712,2022.65,2026.4,1998.712,2024.159,-25.447,-1.2572,30505919.16,40003471.953
801790.SI,20260212,2024.159,2042.845,2042.85,2022.8,2042.702,-18.543,-0.9078,26531817.94,35751853.465
801790.SI,20260211,2042.702,2053.119,2055.84,2037.65,2052.496,-9.794,-0.4772,24252351.14,33723059.009
801790.SI,20260210,2052.496,2059.82,2059.82,2051.26,2060.45,-7.954,-0.386,24186849.54,31966397.952
801790.SI,20260209,2060.45,2044.393,2063.67,2039.04,2030.923,29.527,1.4539,32646164.44,45241697.976
801790.SI,20260206,2030.923,2031.8,2045.87,2024.63,2043.743,-12.82,-0.6273,32114894.12,43474459.002
801790.SI,20260205,2043.743,2037.002,2051.24,2020.0,2042.513,1.23,0.0602,37298466.98,50234493.549
801790.SI,20260204,2042.513,2011.841,2044.24,2011.84,2016.902,25.611,1.2698,38575122.83,52290270.146
801790.SI,20260203,2016.902,2029.414,2029.414,1995.95,2013.446,3.456,0.1716,38319930.83,54260132.478
801790.SI,20260202,2013.446,2035.74,2069.23,2011.45,2043.231,-29.785,-1.4577,48315612.29,65125114.694
801790.SI,20260130,2043.231,2071.315,2075.89,2037.36,2076.244,-33.013,-1.59,48614117.9,67011401.186
801790.SI,20260129,2076.244,2028.755,2078.87,2014.39,2030.027,46.217,2.2767,59925509.39,93478498.893
801790.SI,20260128,2030.027,2038.672,2050.83,2026.92,2034.618,-4.591,-0.2256,50465470.68,71862016.961
801790.SI,20260127,2034.618,2036.005,2046.01,2022.19,2038.267,-3.649,-0.179,48250183.28,67451500.901
801790.SI,20260126,2038.267,2022.174,2071.45,2022.17,2022.271,15.996,0.791,64668139.81,92075265.78
801790.SI,20260123,2022.271,2038.666,2039.821,2015.268,2032.196,-9.925,-0.4884,45662258.22,64925766.905
801790.SI,20260122,2032.196,2042.902,2056.48,2028.09,2039.7,-7.504,-0.3679,37644468.46,52328805.819
801790.SI,20260121,2039.7,2052.911,2057.13,2035.95,2055.795,-16.095,-0.7829,38325424.47,52185676.365
801790.SI,20260120,2055.795,2048.626,2063.87,2046.53,2048.15,7.645,0.3733,40638586.05,55301583.476
801790.SI,20260119,2048.15,2046.512,2056.53,2038.85,2052.101,-3.951,-0.1925,37755583.69,52590283.468
801790.SI,20260116,2052.101,2087.35,2093.13,2046.76,2075.63,-23.529,-1.1336,49338162.54,69616678.605
801790.SI,20260115,2075.63,2086.4,2110.06,2068.47,2098.11,-22.48,-1.0714,59631536.34,80844320.424
801790.SI,20260114,2098.11,2111.983,2152.64,2091.16,2115.811,-17.701,-0.8366,93126090.13,127281812.335
801790.SI,20260113,2115.811,2126.778,2159.85,2109.41,2118.641,-2.83,-0.1336,73754145.41,96443378.985
801790.SI,20260112,2118.641,2107.385,2124.94,2091.5,2107.561,11.08,0.5257,82844426.06,107149708.242
801790.SI,20260109,2107.561,2113.709,2125.87,2093.78,2111.77,-4.209,-0.1993,55756987.48,82722612.069
801790.SI,20260108,2111.77,2159.03,2159.03,2102.08,2172.786,-61.016,-2.8082,58450511.41,88059144.277
801790.SI,20260107,2172.786,2191.153,2199.13,2161.89,2197.574,-24.788,-1.128,59026670.33,85453800.005
801790.SI,20260106,2197.574,2118.154,2200.28,2118.154,2118.617,78.957,3.7268,88921686.02,127582588.962
