ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
801010.SI,20260707,2364.311,2387.196,2389.41,2345.91,2400.65,-36.339,-1.5137,20081167.54,17007612.292
801010.SI,20260706,2400.65,2357.409,2404.43,2349.24,2340.457,60.193,2.5718,25476447.29,22338177.968
801010.SI,20260703,2340.457,2350.967,2377.751,2316.419,2349.804,-9.347,-0.3978,23262788.73,19302175.912
801010.SI,20260702,2349.804,2332.851,2379.18,2327.98,2337.029,12.775,0.5466,26838963.82,21681142.711
801010.SI,20260701,2337.029,2237.057,2363.88,2230.36,2228.017,109.012,4.8928,30059475.14,24463603.316
801010.SI,20260630,2228.017,2237.692,2263.53,2215.82,2257.839,-29.822,-1.3208,19295412.8,16679388.165
801010.SI,20260629,2257.839,2191.14,2272.16,2158.51,2192.921,64.918,2.9603,24852965.49,22812267.366
801010.SI,20260626,2192.921,2195.734,2233.056,2165.08,2184.453,8.468,0.3876,22566927.99,18533438.96
801010.SI,20260625,2184.453,2188.426,2196.08,2157.65,2205.172,-20.719,-0.9396,20318121.46,15190400.897
801010.SI,20260624,2205.172,2264.019,2264.019,2200.95,2271.028,-65.856,-2.8998,20547355.01,14866920.323
801010.SI,20260623,2271.028,2280.843,2335.34,2268.21,2286.425,-15.397,-0.6734,21627796.14,16821854.83
801010.SI,20260622,2286.425,2269.86,2287.77,2226.43,2277.953,8.472,0.3719,23607883.45,17875821.273
801010.SI,20260618,2277.953,2316.885,2316.885,2276.009,2318.275,-40.322,-1.7393,18332565.54,14882890.021
801010.SI,20260617,2318.275,2349.274,2349.274,2311.44,2357.679,-39.404,-1.6713,17331156.69,14715811.791
801010.SI,20260616,2357.679,2371.999,2372.0,2338.41,2382.446,-24.767,-1.0396,17521677.59,14212486.799
801010.SI,20260615,2382.446,2380.57,2405.83,2359.49,2373.879,8.567,0.3609,20618550.96,16417690.158
801010.SI,20260612,2373.879,2336.004,2381.48,2316.98,2332.531,41.348,1.7727,24274254.43,19203545.184
801010.SI,20260611,2332.531,2329.762,2343.65,2306.33,2337.508,-4.977,-0.2129,16627269.12,12839546.162
801010.SI,20260610,2337.508,2318.564,2347.51,2316.3,2330.07,7.438,0.3192,17113151.08,13522550.316
801010.SI,20260609,2330.07,2341.987,2341.99,2313.98,2335.547,-5.477,-0.2345,16167758.98,13083088.225
801010.SI,20260608,2335.547,2352.31,2402.69,2311.91,2379.546,-43.999,-1.8491,18919884.93,15548860.204
801010.SI,20260605,2379.546,2385.064,2406.44,2365.76,2387.25,-7.704,-0.3227,16351751.48,13257115.397
801010.SI,20260604,2387.25,2439.811,2451.38,2382.68,2444.734,-57.484,-2.3513,18954596.23,16269155.833
801010.SI,20260603,2444.734,2467.247,2467.25,2425.7,2466.558,-21.824,-0.8848,17218202.96,14805778.403
801010.SI,20260602,2466.558,2520.983,2520.983,2456.95,2525.373,-58.815,-2.329,18497396.43,16043269.746
801010.SI,20260601,2525.373,2474.597,2530.28,2463.39,2480.479,44.894,1.8099,19030307.21,17028921.278
801010.SI,20260529,2480.479,2465.036,2501.21,2458.85,2466.392,14.087,0.5712,18751180.87,16075391.471
801010.SI,20260528,2466.392,2485.602,2497.12,2440.88,2493.409,-27.017,-1.0835,16252457.77,13967021.213
801010.SI,20260527,2493.409,2532.357,2538.702,2480.491,2538.67,-45.261,-1.7829,19562012.22,15942411.074
801010.SI,20260526,2538.67,2537.147,2542.11,2519.7,2547.176,-8.506,-0.3339,17097813.77,14780805.901
801010.SI,20260525,2547.176,2564.718,2565.95,2528.85,2564.739,-17.563,-0.6848,16782714.83,14467067.515
801010.SI,20260522,2564.739,2595.982,2595.982,2553.37,2582.169,-17.43,-0.675,18060039.66,15885332.686
801010.SI,20260521,2582.169,2639.356,2661.51,2580.75,2636.34,-54.171,-2.0548,20414946.85,17335969.408
801010.SI,20260520,2636.34,2659.28,2665.72,2627.33,2671.086,-34.746,-1.3008,18143521.63,15440669.778
801010.SI,20260519,2671.086,2681.366,2688.65,2635.44,2676.164,-5.078,-0.1897,19237411.58,16675455.452
801010.SI,20260518,2676.164,2728.07,2728.07,2659.85,2737.433,-61.269,-2.2382,22583607.04,20969381.334
801010.SI,20260515,2737.433,2760.93,2763.38,2724.58,2766.32,-28.887,-1.0442,26668346.06,22953595.404
801010.SI,20260514,2766.32,2777.876,2805.08,2760.01,2770.431,-4.111,-0.1484,30222010.35,27533424.599
801010.SI,20260513,2770.431,2776.69,2778.54,2754.84,2775.687,-5.256,-0.1894,23715988.21,23147983.111
