ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
801140.SI,20260707,2083.068,2118.41,2118.5,2074.65,2121.385,-38.317,-1.8062,18012844.57,16178221.284
801140.SI,20260706,2121.385,2136.073,2157.42,2118.46,2140.751,-19.366,-0.9046,19137124.02,18556299.182
801140.SI,20260703,2140.751,2134.608,2154.247,2129.503,2127.335,13.416,0.6306,20077622.56,19726715.667
801140.SI,20260702,2127.335,2121.39,2158.44,2121.39,2136.628,-9.293,-0.4349,21436550.47,21390687.327
801140.SI,20260701,2136.628,2099.808,2151.54,2099.26,2096.889,39.739,1.8951,21806399.54,21707297.662
801140.SI,20260630,2096.889,2088.426,2096.89,2072.33,2091.119,5.77,0.2759,19671010.94,19013298.75
801140.SI,20260629,2091.119,2079.25,2094.09,2038.7,2084.179,6.94,0.333,22740150.53,22767730.162
801140.SI,20260626,2084.179,2112.045,2114.093,2080.639,2119.464,-35.285,-1.6648,21949736.77,21542688.003
801140.SI,20260625,2119.464,2150.077,2150.09,2116.8,2153.771,-34.307,-1.5929,21433059.65,21026325.094
801140.SI,20260624,2153.771,2171.819,2172.31,2126.99,2178.067,-24.296,-1.1155,22059232.61,21426051.549
801140.SI,20260623,2178.067,2173.937,2208.08,2171.58,2178.209,-0.142,-0.0065,21937016.47,22442250.903
801140.SI,20260622,2178.209,2167.43,2178.209,2123.35,2174.852,3.357,0.1544,24038250.12,23724150.587
801140.SI,20260618,2174.852,2187.958,2188.004,2159.68,2194.977,-20.125,-0.9169,21814001.24,22394698.516
801140.SI,20260617,2194.977,2217.806,2217.806,2187.69,2222.942,-27.965,-1.258,21843359.56,22295662.473
801140.SI,20260616,2222.942,2230.564,2230.564,2201.82,2230.838,-7.896,-0.3539,19569194.04,19320519.743
801140.SI,20260615,2230.838,2230.142,2254.63,2214.48,2223.641,7.197,0.3237,22511819.88,21798304.119
801140.SI,20260612,2223.641,2211.869,2234.42,2183.12,2195.855,27.786,1.2654,23874445.0,22553951.203
801140.SI,20260611,2195.855,2209.101,2209.11,2176.52,2222.847,-26.992,-1.2143,20277117.79,21126830.39
801140.SI,20260610,2222.847,2229.587,2235.84,2197.44,2239.953,-17.106,-0.7637,22131510.52,21330759.011
801140.SI,20260609,2239.953,2247.474,2247.474,2219.41,2233.572,6.381,0.2857,20084111.98,21173903.291
801140.SI,20260608,2233.572,2227.034,2264.28,2204.37,2278.69,-45.118,-1.98,21158735.85,22715421.323
801140.SI,20260605,2278.69,2281.355,2296.53,2260.82,2276.901,1.789,0.0786,22302525.03,25479198.698
801140.SI,20260604,2276.901,2293.791,2299.52,2262.31,2311.853,-34.952,-1.5119,20472995.23,20583485.233
801140.SI,20260603,2311.853,2316.59,2317.74,2296.9,2322.196,-10.343,-0.4454,21469193.12,22384133.852
801140.SI,20260602,2322.196,2350.707,2350.71,2308.55,2347.299,-25.103,-1.0694,20350565.43,21407210.969
801140.SI,20260601,2347.299,2309.387,2354.67,2298.11,2312.368,34.931,1.5106,19515112.6,21174491.626
801140.SI,20260529,2312.368,2355.061,2358.2,2304.14,2351.2,-38.832,-1.6516,20856436.87,23749146.282
801140.SI,20260528,2351.2,2345.097,2363.26,2318.25,2351.981,-0.781,-0.0332,20029359.69,21687860.388
801140.SI,20260527,2351.981,2381.521,2382.762,2338.529,2388.668,-36.687,-1.5359,22121368.03,24404307.71
801140.SI,20260526,2388.668,2400.908,2400.979,2365.89,2406.071,-17.403,-0.7233,25592013.99,28339900.396
801140.SI,20260525,2406.071,2430.98,2433.09,2389.31,2424.596,-18.525,-0.764,21928530.97,24615757.036
801140.SI,20260522,2424.596,2425.271,2431.26,2398.47,2412.244,12.352,0.5121,22311362.66,24722131.068
801140.SI,20260521,2412.244,2477.628,2495.48,2409.97,2480.622,-68.378,-2.7565,27703276.22,30545562.405
801140.SI,20260520,2480.622,2492.997,2493.008,2459.57,2503.209,-22.587,-0.9023,23138734.56,25576793.747
801140.SI,20260519,2503.209,2479.894,2503.21,2472.55,2483.992,19.217,0.7736,24200440.36,27271490.191
801140.SI,20260518,2483.992,2516.743,2516.743,2471.09,2523.872,-39.88,-1.5801,26185649.13,28543745.617
801140.SI,20260515,2523.872,2523.82,2536.48,2509.99,2522.082,1.79,0.071,27269363.32,29591387.448
801140.SI,20260514,2522.082,2566.169,2566.17,2516.04,2557.167,-35.085,-1.372,27506379.12,29486451.379
801140.SI,20260513,2557.167,2557.894,2563.0,2547.93,2560.347,-3.18,-0.1242,28742736.08,31572822.568
801140.SI,20260512,2560.347,2590.329,2590.329,2549.08,2587.717,-27.37,-1.0577,26301733.09,30237631.739
801140.SI,20260511,2587.717,2578.804,2589.35,2553.0,2569.202,18.515,0.7207,29202796.82,33948211.236
801140.SI,20260508,2569.202,2530.564,2569.75,2525.61,2533.186,36.016,1.4218,29239928.22,32788076.717
801140.SI,20260507,2533.186,2513.389,2533.19,2513.12,2506.828,26.358,1.0514,31765002.59,34302157.541
801140.SI,20260506,2506.828,2489.722,2510.85,2489.722,2484.908,21.92,0.8821,29456030.03,34101440.909
801140.SI,20260430,2484.908,2475.597,2488.01,2468.81,2474.617,10.291,0.4159,25859070.77,29762562.98
801140.SI,20260429,2474.617,2421.254,2480.49,2421.254,2432.118,42.499,1.7474,26646552.5,28362763.257
801140.SI,20260428,2432.118,2449.618,2450.85,2423.016,2458.53,-26.412,-1.0743,26591926.27,27942805.065
801140.SI,20260427,2458.53,2445.491,2463.05,2429.03,2451.12,7.41,0.3023,26993693.6,29119003.559
801140.SI,20260424,2451.12,2459.793,2465.36,2433.45,2472.061,-20.941,-0.8471,29780111.56,32200365.201
801140.SI,20260423,2472.061,2499.953,2502.62,2465.68,2502.096,-30.035,-1.2004,28944583.11,31786531.789
