ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
801880.SI,20260707,6768.876,6910.741,6973.66,6745.35,6913.524,-144.648,-2.0922,41137178.96,76775627.467
801880.SI,20260706,6913.524,6964.989,7032.6,6912.59,6944.37,-30.846,-0.4442,52308486.78,104258022.156
801880.SI,20260703,6944.37,6671.093,6977.526,6671.093,6649.522,294.848,4.4341,59456715.4,113399715.184
801880.SI,20260702,6649.522,6627.598,6779.29,6627.59,6632.974,16.548,0.2495,47466957.71,88157093.149
801880.SI,20260701,6632.974,6572.65,6686.58,6572.648,6555.183,77.791,1.1867,42895132.81,78700388.457
801880.SI,20260630,6555.183,6462.759,6566.1,6462.59,6456.894,98.289,1.5222,39421146.09,71860819.492
801880.SI,20260629,6456.894,6468.014,6472.87,6356.15,6486.139,-29.245,-0.4509,46628332.34,80913642.031
801880.SI,20260626,6486.139,6677.727,6677.767,6485.186,6693.697,-207.558,-3.1008,44357596.99,78059176.852
801880.SI,20260625,6693.697,6777.45,6800.11,6670.62,6791.197,-97.5,-1.4357,45622407.36,80573072.719
801880.SI,20260624,6791.197,6860.338,6860.45,6749.07,6862.22,-71.023,-1.035,42252286.91,73770643.864
801880.SI,20260623,6862.22,6951.119,6989.54,6838.74,6965.617,-103.397,-1.4844,44125780.92,77203813.617
801880.SI,20260622,6965.617,7033.636,7033.636,6804.0,7030.274,-64.657,-0.9197,52141196.32,95886748.285
801880.SI,20260618,7030.274,7005.499,7079.255,6993.692,7019.444,10.83,0.1543,44216718.55,82233628.884
801880.SI,20260617,7019.444,7040.11,7062.4,6987.42,7070.187,-50.743,-0.7177,43080659.17,74099669.495
801880.SI,20260616,7070.187,7128.91,7129.005,7054.39,7143.342,-73.155,-1.0241,45259637.4,78623417.529
801880.SI,20260615,7143.342,7028.111,7144.473,7028.03,6983.068,160.274,2.2952,45404085.6,78381722.738
801880.SI,20260612,6983.068,6994.02,7051.38,6950.27,6910.183,72.885,1.0547,46427533.44,80275705.586
801880.SI,20260611,6910.183,6966.537,6973.09,6851.87,7024.026,-113.843,-1.6208,40744366.01,69370171.519
801880.SI,20260610,7024.026,7158.259,7158.26,6976.75,7234.613,-210.587,-2.9108,45976599.89,78591679.592
801880.SI,20260609,7234.613,7236.778,7236.78,7121.05,7190.75,43.863,0.61,41726901.01,76687539.69
801880.SI,20260608,7190.75,7125.83,7296.66,7116.12,7321.552,-130.802,-1.7865,48401950.11,90524563.979
801880.SI,20260605,7321.552,7376.752,7441.22,7260.16,7374.028,-52.476,-0.7116,48524852.65,92138463.472
801880.SI,20260604,7374.028,7339.11,7451.74,7339.11,7385.572,-11.544,-0.1563,42937600.01,83004138.032
801880.SI,20260603,7385.572,7419.689,7471.41,7342.3,7425.3,-39.728,-0.535,46347850.58,84744591.172
801880.SI,20260602,7425.3,7430.646,7442.11,7318.47,7403.238,22.062,0.298,45252250.9,83619683.321
801880.SI,20260601,7403.238,7439.526,7500.21,7387.63,7451.523,-48.285,-0.648,42644143.91,77100601.665
801880.SI,20260529,7451.523,7669.683,7669.683,7434.31,7620.643,-169.12,-2.2192,48965035.38,92180514.461
801880.SI,20260528,7620.643,7632.433,7644.32,7516.06,7658.763,-38.12,-0.4977,46253823.69,88114221.823
801880.SI,20260527,7658.763,7817.3,7854.668,7623.252,7857.347,-198.584,-2.5274,50325419.43,96007048.692
801880.SI,20260526,7857.347,7888.907,7931.49,7772.94,7909.225,-51.878,-0.6559,55543407.41,107692763.614
801880.SI,20260525,7909.225,7935.386,7951.9,7854.14,7909.7,-0.475,-0.006,51804609.78,102970854.096
801880.SI,20260522,7909.7,7854.802,7922.79,7800.79,7828.895,80.805,1.0321,52672171.42,105765076.661
801880.SI,20260521,7828.895,7843.923,8025.47,7820.4,7813.954,14.941,0.1912,63869060.91,133757470.976
801880.SI,20260520,7813.954,7881.177,7881.191,7749.92,7914.595,-100.641,-1.2716,48136148.92,89418812.034
801880.SI,20260519,7914.595,7885.183,7921.83,7819.16,7875.243,39.352,0.4997,47425792.04,90962408.959
801880.SI,20260518,7875.243,7885.572,7902.56,7827.49,7943.57,-68.327,-0.8602,55829428.61,105246322.853
801880.SI,20260515,7943.57,7919.213,8064.91,7864.53,7923.73,19.84,0.2504,63369563.8,116088873.621
801880.SI,20260514,7923.73,8105.169,8105.2,7923.73,8067.887,-144.157,-1.7868,59858505.68,99323053.193
801880.SI,20260513,8067.887,7976.367,8070.47,7948.35,8021.5,46.387,0.5783,54130156.22,95300887.235
801880.SI,20260512,8021.5,8097.601,8097.601,7989.65,8097.1,-75.6,-0.9337,59794130.29,99572399.111
801880.SI,20260511,8097.1,8117.261,8117.86,8063.59,8095.876,1.224,0.0151,57735563.89,111722146.723
801880.SI,20260508,8095.876,8012.748,8108.97,7997.95,8039.844,56.032,0.6969,55323289.26,115304478.924
801880.SI,20260507,8039.844,7959.257,8040.478,7922.0,7911.805,128.039,1.6183,54009755.61,100621760.725
801880.SI,20260506,7911.805,7871.925,7936.42,7871.925,7797.156,114.649,1.4704,53411455.49,99721775.667
801880.SI,20260430,7797.156,7790.77,7840.37,7788.01,7785.587,11.569,0.1486,50279681.25,87807373.251
801880.SI,20260429,7785.587,7678.351,7800.17,7678.35,7704.847,80.74,1.0479,43811739.34,80350394.253
801880.SI,20260428,7704.847,7784.429,7785.92,7683.67,7818.42,-113.573,-1.4526,44480414.31,78065813.149
801880.SI,20260427,7818.42,7748.948,7843.41,7748.948,7752.299,66.121,0.8529,47391508.27,84333299.365
801880.SI,20260424,7752.299,7804.342,7804.342,7716.33,7832.762,-80.463,-1.0273,43288672.16,76573169.66
801880.SI,20260423,7832.762,7905.331,7909.59,7778.24,7888.774,-56.012,-0.71,53859305.56,95322262.41
801880.SI,20260422,7888.774,7791.811,7889.019,7787.26,7836.132,52.642,0.6718,46007966.18,81223284.586
801880.SI,20260421,7836.132,7826.486,7840.18,7784.25,7845.328,-9.196,-0.1172,42795824.81,81747565.217
801880.SI,20260420,7845.328,7844.539,7887.38,7810.91,7843.38,1.948,0.0248,46186064.28,81317356.498
801880.SI,20260417,7843.38,7842.921,7851.05,7782.34,7871.554,-28.174,-0.3579,42677006.55,76269665.742
801880.SI,20260416,7871.554,7791.262,7879.334,7791.262,7747.038,124.516,1.6073,43963132.7,83957976.461
801880.SI,20260415,7747.038,7799.888,7824.75,7733.38,7755.633,-8.595,-0.1108,42269267.13,77879731.996
801880.SI,20260414,7755.633,7786.567,7786.57,7692.32,7734.18,21.453,0.2774,45196338.51,79534110.946
801880.SI,20260413,7734.18,7669.926,7745.08,7669.926,7722.46,11.72,0.1518,44480655.37,76850034.093
801880.SI,20260410,7722.46,7651.024,7764.67,7651.02,7601.382,121.078,1.5928,44046522.89,78160692.479
801880.SI,20260409,7601.382,7569.083,7633.706,7555.397,7636.668,-35.286,-0.4621,37645593.05,66934605.757
801880.SI,20260408,7636.668,7491.493,7636.668,7491.493,7339.77,296.898,4.0451,45110506.03,78209898.82
801880.SI,20260407,7339.77,7379.145,7387.1,7303.89,7372.191,-32.421,-0.4398,31021435.83,51233774.059
