ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
801150.SI,20260707,7442.053,7652.583,7652.65,7429.07,7728.547,-286.494,-3.707,67427094.97,133658409.738
801150.SI,20260706,7728.547,7627.293,7902.55,7612.76,7675.189,53.358,0.6952,86359076.81,181882802.474
801150.SI,20260703,7675.189,7587.117,7694.539,7478.175,7526.78,148.409,1.9717,76507491.22,147234055.543
801150.SI,20260702,7526.78,7511.198,7676.85,7481.22,7536.532,-9.752,-0.1294,82289239.88,158126131.925
801150.SI,20260701,7536.532,7222.978,7538.06,7096.4,7255.243,281.289,3.877,87328500.35,166089659.631
801150.SI,20260630,7255.243,7317.264,7337.44,7200.87,7353.977,-98.734,-1.3426,69136521.98,129471392.104
801150.SI,20260629,7353.977,6934.979,7361.01,6859.49,6943.818,410.159,5.9068,82334550.06,157012468.491
801150.SI,20260626,6943.818,7161.922,7188.476,6943.818,7175.067,-231.249,-3.223,57050872.95,101743853.838
801150.SI,20260625,7175.067,7140.496,7215.24,6999.91,7200.841,-25.774,-0.3579,67811666.91,120059053.731
801150.SI,20260624,7200.841,7188.778,7335.93,7188.778,7170.988,29.853,0.4163,71149263.54,128234282.789
801150.SI,20260623,7170.988,7061.52,7286.87,7061.52,7076.807,94.181,1.3308,72356197.31,120412062.427
801150.SI,20260622,7076.807,7017.479,7079.51,6835.94,7047.698,29.109,0.413,64464902.15,107829111.026
801150.SI,20260618,7047.698,6959.645,7130.52,6924.03,6972.074,75.624,1.0847,56701086.2,95893076.093
801150.SI,20260617,6972.074,7014.913,7014.93,6949.07,7025.189,-53.115,-0.7561,44351259.4,70387157.943
801150.SI,20260616,7025.189,7085.322,7085.384,6998.08,7106.231,-81.042,-1.1404,46153096.15,74742707.763
801150.SI,20260615,7106.231,7104.647,7149.58,7058.44,7117.82,-11.589,-0.1628,50128658.12,81779079.416
801150.SI,20260612,7117.82,7008.425,7125.43,6959.16,6975.828,141.992,2.0355,54763312.52,97240070.919
801150.SI,20260611,6975.828,6972.701,7012.16,6913.82,7017.456,-41.628,-0.5932,42704070.58,68535983.656
801150.SI,20260610,7017.456,6960.53,7018.44,6912.46,6995.32,22.136,0.3164,43655809.32,70852687.071
801150.SI,20260609,6995.32,7002.942,7019.63,6909.41,6984.738,10.582,0.1515,42721446.3,73687027.264
801150.SI,20260608,6984.738,7063.14,7137.24,6908.28,7158.132,-173.394,-2.4223,50332970.68,80751611.963
801150.SI,20260605,7158.132,7216.508,7249.98,7141.62,7160.877,-2.745,-0.0383,46721233.84,82743672.911
801150.SI,20260604,7160.877,7235.539,7251.57,7128.88,7260.15,-99.273,-1.3674,45370579.45,73159782.716
801150.SI,20260603,7260.15,7339.791,7339.793,7237.17,7362.287,-102.137,-1.3873,48899449.09,81428138.337
801150.SI,20260602,7362.287,7450.054,7450.1,7320.6,7463.057,-100.77,-1.3503,46757055.05,83961976.236
801150.SI,20260601,7463.057,7494.434,7570.43,7441.84,7501.274,-38.217,-0.5095,52341873.72,99811279.636
