ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
801120.SI,20260707,13108.85,13297.74,13300.4,13089.15,13348.72,-239.87,-1.797,14839368.65,22896452.142
801120.SI,20260706,13348.72,13163.07,13420.65,13111.72,13207.68,141.04,1.0679,13936681.95,27491049.867
801120.SI,20260703,13207.68,13240.05,13349.69,13132.17,13209.15,-1.47,-0.0111,14197313.7,25972019.837
801120.SI,20260702,13209.15,13190.55,13385.24,13135.22,13205.26,3.89,0.0295,16409145.78,31233294.021
801120.SI,20260701,13205.26,13024.83,13248.84,12921.71,13052.29,152.97,1.172,17146527.28,31840760.162
801120.SI,20260630,13052.29,13107.0,13124.83,12941.85,13187.68,-135.39,-1.0266,15219745.31,29738535.773
801120.SI,20260629,13187.68,12932.96,13287.62,12721.03,12941.66,246.02,1.901,17495328.06,38375108.115
801120.SI,20260626,12941.66,13250.29,13265.98,12941.66,13316.98,-375.32,-2.8184,15603816.49,32013354.674
801120.SI,20260625,13316.98,13213.73,13443.09,13148.66,13241.9,75.08,0.567,15755500.36,35410564.343
801120.SI,20260624,13241.9,13431.92,13543.74,13235.93,13418.42,-176.52,-1.3155,14843621.71,30423894.648
801120.SI,20260623,13418.42,13559.12,13794.17,13377.74,13578.79,-160.37,-1.181,16640530.69,36271538.45
801120.SI,20260622,13578.79,13348.83,13643.85,13289.97,13386.59,192.2,1.4358,18236530.73,38022675.773
801120.SI,20260618,13386.59,13605.38,13612.6,13355.2,13648.64,-262.05,-1.92,16180806.31,34098127.805
801120.SI,20260617,13648.64,13796.09,13796.09,13601.05,13791.09,-142.45,-1.0329,15609622.24,29134308.896
801120.SI,20260616,13791.09,13946.68,13946.68,13771.61,13987.36,-196.27,-1.4032,14925445.87,28046276.985
801120.SI,20260615,13987.36,14109.59,14118.47,13939.27,14114.75,-127.39,-0.9025,16516522.41,30971204.076
801120.SI,20260612,14114.75,13955.6,14179.44,13921.95,14012.9,101.85,0.7268,16801718.99,33286855.742
801120.SI,20260611,14012.9,13951.9,14020.95,13873.57,14008.14,4.76,0.034,15935353.43,27323225.861
801120.SI,20260610,14008.14,13798.99,14045.36,13794.73,13842.03,166.11,1.2,16286879.97,29672516.725
801120.SI,20260609,13842.03,13902.75,13913.92,13781.42,13909.85,-67.82,-0.4876,16191830.3,27255803.228
801120.SI,20260608,13909.85,14026.12,14116.96,13829.6,14085.68,-175.83,-1.2483,17244412.53,29318164.916
801120.SI,20260605,14085.68,14131.27,14247.76,14059.44,14108.53,-22.85,-0.162,17544129.23,29140197.973
801120.SI,20260604,14108.53,14283.89,14332.27,14101.43,14336.2,-227.67,-1.5881,15551016.12,26945773.635
801120.SI,20260603,14336.2,14512.84,14512.84,14237.88,14565.79,-229.59,-1.5762,17177935.77,33965420.936
801120.SI,20260602,14565.79,14666.45,14766.67,14543.16,14718.38,-152.59,-1.0367,18206887.66,33861702.5
801120.SI,20260601,14718.38,14702.58,14748.19,14615.4,14762.62,-44.24,-0.2997,19462012.55,37930561.798
801120.SI,20260529,14762.62,14275.77,14850.12,14275.77,14330.36,432.26,3.0164,21097201.3,49844888.374
801120.SI,20260528,14330.36,14482.75,14539.74,14308.46,14622.47,-292.11,-1.9977,18082299.56,35109984.074
801120.SI,20260527,14622.47,14390.22,14810.46,14164.55,14443.17,179.3,1.2414,19592939.45,47595353.222
801120.SI,20260526,14443.17,14523.97,14587.6,14368.94,14557.59,-114.42,-0.786,16879425.06,33206033.894
801120.SI,20260525,14557.59,14487.06,14682.37,14422.12,14522.54,35.05,0.2413,16224027.06,33127918.625
801120.SI,20260522,14522.54,14737.8,14737.8,14519.25,14720.14,-197.6,-1.3424,15477070.45,31558273.916
801120.SI,20260521,14720.14,14836.42,14951.52,14714.41,14859.81,-139.67,-0.9399,18931183.72,35282095.765
801120.SI,20260520,14859.81,14858.08,14990.72,14848.22,14879.22,-19.41,-0.1305,16448615.25,33587749.765
801120.SI,20260519,14879.22,14859.05,14983.56,14830.47,14857.95,21.27,0.1432,16559948.81,31877053.435
801120.SI,20260518,14857.95,14966.82,14972.07,14807.05,14950.45,-92.5,-0.6187,15921134.89,32260680.661
801120.SI,20260515,14950.45,15084.45,15084.45,14898.64,15167.41,-216.96,-1.4304,16687506.05,35302616.441
801120.SI,20260514,15167.41,15127.32,15386.1,15056.17,15160.79,6.62,0.0437,20103653.94,41290989.619
801120.SI,20260513,15160.79,15259.15,15261.89,15099.42,15257.65,-96.86,-0.6348,17597661.87,36526232.935
801120.SI,20260512,15257.65,15403.25,15408.73,15241.21,15404.78,-147.13,-0.9551,16356685.66,34597149.349
801120.SI,20260511,15404.78,15439.49,15451.11,15332.95,15432.27,-27.49,-0.1781,18329863.97,37106787.212
801120.SI,20260508,15432.27,15457.69,15494.42,15413.54,15463.56,-31.29,-0.2023,16666605.84,29929819.339
801120.SI,20260507,15463.56,15498.25,15597.91,15453.81,15488.29,-24.73,-0.1597,18500079.47,38012209.645
801120.SI,20260506,15488.29,15390.65,15488.29,15332.26,15609.46,-121.17,-0.7763,21739979.34,47222549.578
801120.SI,20260430,15609.46,15708.04,15733.18,15571.33,15684.77,-75.31,-0.4801,23455507.56,46715420.339
801120.SI,20260429,15684.77,15507.62,15692.98,15507.62,15531.17,153.6,0.989,18401172.37,38675200.234
801120.SI,20260428,15531.17,15511.38,15587.51,15471.01,15510.42,20.75,0.1338,18340968.62,30325090.164
801120.SI,20260427,15510.42,15594.96,15594.96,15491.59,15803.31,-292.89,-1.8533,16940783.25,34385739.076
801120.SI,20260424,15803.31,15584.38,15813.91,15580.57,15646.31,157.0,1.0034,16992830.94,32892200.206
801120.SI,20260423,15646.31,15524.7,15693.58,15524.7,15515.64,130.67,0.8422,17867433.93,33924906.026
801120.SI,20260422,15515.64,15577.01,15587.28,15474.2,15575.0,-59.36,-0.3811,14869350.07,24549507.8
801120.SI,20260421,15575.0,15573.0,15671.82,15557.38,15569.48,5.52,0.0355,14496658.58,24343058.499
