trade_date,ts_code,exalter,buy,buy_rate,sell,sell_rate,net_buy,side,reason
20260515,000078.SZ,中国中金财富证券有限公司北京宋庄路证券营业部,866000.0,5.5,0.0,0.0,866000.0,0,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000078.SZ,国信证券股份有限公司浙江互联网分公司,349133.0,2.22,84917.0,0.54,264216.0,0,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000078.SZ,东方财富证券股份有限公司拉萨东城区江苏大道证券营业部,327183.0,2.08,0.0,0.0,327183.0,0,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000078.SZ,国泰海通证券股份有限公司宁波解放北路证券营业部,316500.0,2.01,0.0,0.0,316500.0,0,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000078.SZ,华泰证券股份有限公司南昌丰和中大道证券营业部,234000.0,1.49,0.0,0.0,234000.0,0,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000078.SZ,中信证券华南股份有限公司肇庆信安三路证券营业部,0.0,0.0,1165992.33,7.4,-1165992.33,1,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000078.SZ,中信证券股份有限公司慈溪新城大道证券营业部,0.0,0.0,856449.0,5.44,-856449.0,1,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000078.SZ,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,0.0,0.0,848347.0,5.39,-848347.0,1,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000078.SZ,国泰海通证券股份有限公司北京国贸证券营业部,1510.0,0.01,591016.0,3.75,-589506.0,1,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000078.SZ,大通证券股份有限公司大连金州胜利路证券营业部,0.0,0.0,568012.0,3.61,-568012.0,1,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000669.SZ,机构专用,5147097.0,5.44,3028492.0,3.2,2118605.0,0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000669.SZ,中泰证券股份有限公司宁波分公司,2748900.0,2.91,1881968.0,1.99,866932.0,0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000669.SZ,东方财富证券股份有限公司山南香曲东路证券营业部,2471186.0,2.61,382864.0,0.4,2088322.0,0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000669.SZ,中国中金财富证券有限公司中山博爱五路证券营业部,2116800.0,2.24,165764.0,0.18,1951036.0,0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000669.SZ,华鑫证券有限责任公司上海分公司,1981980.0,2.09,0.0,0.0,1981980.0,0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000669.SZ,中国中金财富证券有限公司成都滨江东路证券营业部,0.0,0.0,3942000.0,4.17,-3942000.0,1,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000669.SZ,机构专用,5147097.0,5.44,3028492.0,3.2,2118605.0,1,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000669.SZ,中信建投证券股份有限公司北京朝阳分公司,48069.0,0.05,2801358.0,2.96,-2753289.0,1,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000669.SZ,中泰证券股份有限公司宁波分公司,2748900.0,2.91,1881968.0,1.99,866932.0,1,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000669.SZ,东方财富证券股份有限公司拉萨团结路第一证券营业部,596864.0,0.63,1795977.0,1.9,-1199113.0,1,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000677.SZ,广发证券股份有限公司广州中山三路中华广场证券营业部,1280160.0,5.24,36830.0,0.15,1243330.0,0,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000677.SZ,国联民生证券股份有限公司广州华夏路证券营业部,1270000.0,5.2,0.0,0.0,1270000.0,0,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000677.SZ,广发证券股份有限公司广州黄埔大道证券营业部,1270000.0,5.2,0.0,0.0,1270000.0,0,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000677.SZ,中信建投证券股份有限公司北京中关村东路证券营业部,1270000.0,5.2,0.0,0.0,1270000.0,0,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000677.SZ,华鑫证券有限责任公司贵州分公司,1071626.0,4.39,0.0,0.0,1071626.0,0,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000677.SZ,机构专用,0.0,0.0,2372106.0,9.71,-2372106.0,1,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000677.SZ,机构专用,0.0,0.0,1709406.0,7.0,-1709406.0,1,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000677.SZ,招商证券股份有限公司上海世纪大道证券营业部,0.0,0.0,1547418.0,6.34,-1547418.0,1,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000677.SZ,财通证券股份有限公司杭州庆春路证券营业部,0.0,0.0,1531366.0,6.27,-1531366.0,1,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000677.SZ,中国中金财富证券有限公司广州分公司,0.0,0.0,1226366.0,5.02,-1226366.0,1,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260515,000767.SZ,深股通专用,101888428.25,4.46,145335050.23,6.36,-43446621.98,0,日振幅值达到15%的前5只证券
20260515,000767.SZ,机构专用,26268832.92,1.15,49687932.35,2.17,-23419099.43,0,日振幅值达到15%的前5只证券
20260515,000767.SZ,机构专用,25004751.0,1.09,27299089.0,1.19,-2294338.0,0,日振幅值达到15%的前5只证券
20260515,000767.SZ,东方财富证券股份有限公司拉萨团结路第一证券营业部,24382991.0,1.07,17697703.0,0.77,6685288.0,0,日振幅值达到15%的前5只证券
20260515,000767.SZ,国信证券股份有限公司浙江互联网分公司,23426728.28,1.03,24423140.0,1.07,-996411.72,0,日振幅值达到15%的前5只证券
20260515,000767.SZ,深股通专用,101888428.25,4.46,145335050.23,6.36,-43446621.98,1,日振幅值达到15%的前5只证券
20260515,000767.SZ,机构专用,26268832.92,1.15,49687932.35,2.17,-23419099.43,1,日振幅值达到15%的前5只证券
20260515,000767.SZ,机构专用,25004751.0,1.09,27299089.0,1.19,-2294338.0,1,日振幅值达到15%的前5只证券
20260515,000767.SZ,国信证券股份有限公司浙江互联网分公司,23426728.28,1.03,24423140.0,1.07,-996411.72,1,日振幅值达到15%的前5只证券
20260515,000767.SZ,机构专用,13048374.0,0.57,23622126.0,1.03,-10573752.0,1,日振幅值达到15%的前5只证券
20260515,001267.SZ,深股通专用,247014089.78,5.86,303861002.49,7.21,-56846912.71,0,日跌幅偏离值达到7%的前5只证券
20260515,001267.SZ,机构专用,68196618.12,1.62,66629505.62,1.58,1567112.5,0,日跌幅偏离值达到7%的前5只证券
20260515,001267.SZ,中信证券股份有限公司上海浦东新区东方路证券营业部,48618349.0,1.15,15018591.0,0.36,33599758.0,0,日跌幅偏离值达到7%的前5只证券
20260515,001267.SZ,机构专用,41002033.0,0.97,63154726.0,1.5,-22152693.0,0,日跌幅偏离值达到7%的前5只证券
