trade_date,ts_code,exalter,buy,buy_rate,sell,sell_rate,net_buy,side,reason
20260519,000417.SZ,世纪证券有限责任公司深圳罗湖分公司,21171578.3,7.12,0.0,0.0,21171578.3,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260519,000417.SZ,东吴证券股份有限公司宁波前河南路证券营业部,20898785.0,7.03,2440.0,0.0,20896345.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260519,000417.SZ,华泰证券股份有限公司江西分公司,17299216.0,5.82,17320.0,0.01,17281896.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260519,000417.SZ,麦高证券有限责任公司沈阳兴华南街证券营业部,17103500.0,5.75,0.0,0.0,17103500.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260519,000417.SZ,甬兴证券有限公司宁波和源路证券营业部,11757682.0,3.96,0.0,0.0,11757682.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260519,000417.SZ,国盛证券股份有限公司南昌永富路证券营业部,0.0,0.0,18472646.0,6.21,-18472646.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260519,000417.SZ,东海证券股份有限公司常州延陵中路证券营业部,0.0,0.0,10114821.24,3.4,-10114821.24,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260519,000417.SZ,方正证券股份有限公司上海浦东新区成山路证券营业部,7687416.0,2.59,8459088.0,2.85,-771672.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260519,000417.SZ,山西证券股份有限公司浙江分公司,6979903.0,2.35,5759766.0,1.94,1220137.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260519,000417.SZ,华泰证券股份有限公司永嘉阳光大道证券营业部,0.0,0.0,5196000.0,1.75,-5196000.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260519,000636.SZ,深股通专用,221144342.27,9.78,61899839.49,2.74,159244502.78,0,日涨幅偏离值达到7%的前5只证券
20260519,000636.SZ,国泰海通证券股份有限公司北京知春路证券营业部,151688825.78,6.71,2594523.0,0.11,149094302.78,0,日涨幅偏离值达到7%的前5只证券
20260519,000636.SZ,华泰证券股份有限公司南通分公司,44729124.16,1.98,596330.0,0.03,44132794.16,0,日涨幅偏离值达到7%的前5只证券
20260519,000636.SZ,华鑫证券有限责任公司上海陆家嘴证券营业部,43924180.0,1.94,5731993.0,0.25,38192187.0,0,日涨幅偏离值达到7%的前5只证券
20260519,000636.SZ,机构专用,43410911.0,1.92,28280150.32,1.25,15130760.68,0,日涨幅偏离值达到7%的前5只证券
20260519,000636.SZ,国投证券股份有限公司江苏分公司,12523.0,0.0,134051085.0,5.93,-134038562.0,1,日涨幅偏离值达到7%的前5只证券
20260519,000636.SZ,机构专用,32050481.82,1.42,70583825.64,3.12,-38533343.82,1,日涨幅偏离值达到7%的前5只证券
20260519,000636.SZ,深股通专用,221144342.27,9.78,61899839.49,2.74,159244502.78,1,日涨幅偏离值达到7%的前5只证券
20260519,000636.SZ,中信证券股份有限公司北京建国门证券营业部,108323.0,0.0,44737338.0,1.98,-44629015.0,1,日涨幅偏离值达到7%的前5只证券
20260519,000636.SZ,国泰海通证券股份有限公司襄阳檀溪路证券营业部,90636.0,0.0,37332995.0,1.65,-37242359.0,1,日涨幅偏离值达到7%的前5只证券
20260519,000811.SZ,机构专用,121465991.33,5.12,37365331.45,1.58,84100659.88,0,日涨幅偏离值达到7%的前5只证券
20260519,000811.SZ,机构专用,72483807.99,3.06,69392108.96,2.93,3091699.03,0,日涨幅偏离值达到7%的前5只证券
