trade_date,ts_code,exalter,buy,buy_rate,sell,sell_rate,net_buy,side,reason
20260615,000048.SZ,深股通专用,75796696.4,8.47,70427895.06,7.87,5368801.34,0,日跌幅偏离值达到7%的前5只证券
20260615,000048.SZ,深股通专用,75796696.4,8.47,70427895.06,7.87,5368801.34,0,日振幅值达到15%的前5只证券
20260615,000048.SZ,机构专用,22151667.24,2.47,55378370.65,6.19,-33226703.41,0,日跌幅偏离值达到7%的前5只证券
20260615,000048.SZ,机构专用,22151667.24,2.47,55378370.65,6.19,-33226703.41,0,日振幅值达到15%的前5只证券
20260615,000048.SZ,中国中金财富证券有限公司杭州江河汇证券营业部,19937390.8,2.23,0.0,0.0,19937390.8,0,日跌幅偏离值达到7%的前5只证券
20260615,000048.SZ,中国中金财富证券有限公司杭州江河汇证券营业部,19937390.8,2.23,0.0,0.0,19937390.8,0,日振幅值达到15%的前5只证券
20260615,000048.SZ,机构专用,17855084.0,1.99,19646576.0,2.19,-1791492.0,0,日跌幅偏离值达到7%的前5只证券
20260615,000048.SZ,机构专用,17855084.0,1.99,19646576.0,2.19,-1791492.0,0,日振幅值达到15%的前5只证券
20260615,000048.SZ,机构专用,14757977.0,1.65,24965096.12,2.79,-10207119.12,0,日跌幅偏离值达到7%的前5只证券
20260615,000048.SZ,机构专用,14757977.0,1.65,24965096.12,2.79,-10207119.12,0,日振幅值达到15%的前5只证券
20260615,000048.SZ,深股通专用,75796696.4,8.47,70427895.06,7.87,5368801.34,1,日跌幅偏离值达到7%的前5只证券
20260615,000048.SZ,深股通专用,75796696.4,8.47,70427895.06,7.87,5368801.34,1,日振幅值达到15%的前5只证券
20260615,000048.SZ,国海证券股份有限公司南宁飞云路证券营业部,9722.0,0.0,59090705.0,6.6,-59080983.0,1,日跌幅偏离值达到7%的前5只证券
20260615,000048.SZ,国海证券股份有限公司南宁飞云路证券营业部,9722.0,0.0,59090705.0,6.6,-59080983.0,1,日振幅值达到15%的前5只证券
20260615,000048.SZ,机构专用,22151667.24,2.47,55378370.65,6.19,-33226703.41,1,日跌幅偏离值达到7%的前5只证券
20260615,000048.SZ,机构专用,22151667.24,2.47,55378370.65,6.19,-33226703.41,1,日振幅值达到15%的前5只证券
20260615,000048.SZ,机构专用,14757977.0,1.65,24965096.12,2.79,-10207119.12,1,日跌幅偏离值达到7%的前5只证券
20260615,000048.SZ,机构专用,14757977.0,1.65,24965096.12,2.79,-10207119.12,1,日振幅值达到15%的前5只证券
20260615,000048.SZ,机构专用,17855084.0,1.99,19646576.0,2.19,-1791492.0,1,日跌幅偏离值达到7%的前5只证券
20260615,000048.SZ,机构专用,17855084.0,1.99,19646576.0,2.19,-1791492.0,1,日振幅值达到15%的前5只证券
20260615,001257.SZ,深股通专用,70386376.49,4.78,24493833.0,1.66,45892543.49,0,日换手率达到20%的前5只证券
20260615,001257.SZ,国泰海通证券股份有限公司上海分公司,52779249.0,3.58,0.0,0.0,52779249.0,0,日换手率达到20%的前5只证券
20260615,001257.SZ,国新证券股份有限公司北京分公司,52776198.0,3.58,3051.0,0.0,52773147.0,0,日换手率达到20%的前5只证券
20260615,001257.SZ,中信建投证券股份有限公司杭州庆春路证券营业部,46265422.59,3.14,23896600.0,1.62,22368822.59,0,日换手率达到20%的前5只证券
20260615,001257.SZ,机构专用,36550853.71,2.48,8554994.0,0.58,27995859.71,0,日换手率达到20%的前5只证券
20260615,001257.SZ,开源证券股份有限公司西安太华路证券营业部,30510.0,0.0,111901527.0,7.6,-111871017.0,1,日换手率达到20%的前5只证券
20260615,001257.SZ,中国银河证券股份有限公司宜昌新世纪证券营业部,12060.0,0.0,36976018.0,2.51,-36963958.0,1,日换手率达到20%的前5只证券
20260615,001257.SZ,华泰证券股份有限公司深圳龙岗大道证券营业部,0.0,0.0,29720512.19,2.02,-29720512.19,1,日换手率达到20%的前5只证券
20260615,001257.SZ,华鑫证券有限责任公司绍兴胜利东路证券营业部,0.0,0.0,24816805.0,1.69,-24816805.0,1,日换手率达到20%的前5只证券
20260615,001257.SZ,深股通专用,70386376.49,4.78,24493833.0,1.66,45892543.49,1,日换手率达到20%的前5只证券
20260615,001317.SZ,机构专用,49276851.76,4.63,70607995.81,6.63,-21331144.05,0,连续三个交易日内，跌幅偏离值累计达到20%的证券
20260615,001317.SZ,机构专用,38969243.0,3.66,41844168.0,3.93,-2874925.0,0,连续三个交易日内，跌幅偏离值累计达到20%的证券
20260615,001317.SZ,第一创业证券股份有限公司深圳金田路证券营业部,18445123.0,1.73,7343905.0,0.69,11101218.0,0,连续三个交易日内，跌幅偏离值累计达到20%的证券
20260615,001317.SZ,机构专用,15426292.0,1.45,22026137.0,2.07,-6599845.0,0,连续三个交易日内，跌幅偏离值累计达到20%的证券
20260615,001317.SZ,机构专用,14825821.87,1.39,16749255.0,1.57,-1923433.13,0,连续三个交易日内，跌幅偏离值累计达到20%的证券
20260615,001317.SZ,机构专用,49276851.76,4.63,70607995.81,6.63,-21331144.05,1,连续三个交易日内，跌幅偏离值累计达到20%的证券
20260615,001317.SZ,机构专用,38969243.0,3.66,41844168.0,3.93,-2874925.0,1,连续三个交易日内，跌幅偏离值累计达到20%的证券
20260615,001317.SZ,机构专用,12719451.0,1.19,22387842.0,2.1,-9668391.0,1,连续三个交易日内，跌幅偏离值累计达到20%的证券
20260615,001317.SZ,机构专用,15426292.0,1.45,22026137.0,2.07,-6599845.0,1,连续三个交易日内，跌幅偏离值累计达到20%的证券
20260615,001317.SZ,机构专用,14825821.87,1.39,16749255.0,1.57,-1923433.13,1,连续三个交易日内，跌幅偏离值累计达到20%的证券
20260615,002181.SZ,深股通专用,135103460.0,3.1,216071893.86,4.96,-80968433.86,0,连续三个交易日内，跌幅偏离值累计达到20%的证券
20260615,002181.SZ,国信证券股份有限公司浙江互联网分公司,61214721.39,1.41,62208027.71,1.43,-993306.32,0,连续三个交易日内，跌幅偏离值累计达到20%的证券
20260615,002181.SZ,东方财富证券股份有限公司拉萨金融城南环路证券营业部,47499493.21,1.09,44540092.02,1.02,2959401.19,0,连续三个交易日内，跌幅偏离值累计达到20%的证券
20260615,002181.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,42719472.0,0.98,40609660.58,0.93,2109811.42,0,连续三个交易日内，跌幅偏离值累计达到20%的证券
20260615,002181.SZ,东方财富证券股份有限公司拉萨团结路第一证券营业部,39236463.56,0.9,35787933.54,0.82,3448530.02,0,连续三个交易日内，跌幅偏离值累计达到20%的证券
20260615,002181.SZ,深股通专用,135103460.0,3.1,216071893.86,4.96,-80968433.86,1,连续三个交易日内，跌幅偏离值累计达到20%的证券
20260615,002181.SZ,国信证券股份有限公司浙江互联网分公司,61214721.39,1.41,62208027.71,1.43,-993306.32,1,连续三个交易日内，跌幅偏离值累计达到20%的证券
20260615,002181.SZ,国新证券股份有限公司北京分公司,0.0,0.0,50480523.85,1.16,-50480523.85,1,连续三个交易日内，跌幅偏离值累计达到20%的证券
20260615,002181.SZ,机构专用,6598623.0,0.15,46891690.98,1.08,-40293067.98,1,连续三个交易日内，跌幅偏离值累计达到20%的证券
20260615,002181.SZ,东方财富证券股份有限公司拉萨金融城南环路证券营业部,47499493.21,1.09,44540092.02,1.02,2959401.19,1,连续三个交易日内，跌幅偏离值累计达到20%的证券
20260615,002354.SZ,深股通专用,183024739.01,5.13,306104115.96,8.57,-123079376.95,0,日换手率达到20%的前5只证券
20260615,002354.SZ,国泰海通证券股份有限公司福州五一北路证券营业部,42884086.28,1.2,34501.0,0.0,42849585.28,0,日换手率达到20%的前5只证券
20260615,002354.SZ,东方财富证券股份有限公司拉萨金融城南环路证券营业部,34779006.7,0.97,31147143.0,0.87,3631863.7,0,日换手率达到20%的前5只证券
20260615,002354.SZ,机构专用,29345121.0,0.82,42166867.13,1.18,-12821746.13,0,日换手率达到20%的前5只证券
20260615,002354.SZ,东方财富证券股份有限公司拉萨团结路第一证券营业部,29342016.0,0.82,25246279.0,0.71,4095737.0,0,日换手率达到20%的前5只证券
20260615,002354.SZ,深股通专用,183024739.01,5.13,306104115.96,8.57,-123079376.95,1,日换手率达到20%的前5只证券
20260615,002354.SZ,机构专用,28310064.53,0.79,57378104.0,1.61,-29068039.47,1,日换手率达到20%的前5只证券
20260615,002354.SZ,机构专用,28018947.8,0.78,42184782.0,1.18,-14165834.2,1,日换手率达到20%的前5只证券
20260615,002354.SZ,机构专用,29345121.0,0.82,42166867.13,1.18,-12821746.13,1,日换手率达到20%的前5只证券
20260615,002354.SZ,国泰海通证券股份有限公司武汉紫阳东路证券营业部,854578.0,0.02,40760333.0,1.14,-39905755.0,1,日换手率达到20%的前5只证券
20260615,002361.SZ,国信证券股份有限公司浙江互联网分公司,190413643.0,1.62,197823756.86,1.68,-7410113.86,0,连续三个交易日内，跌幅偏离值累计达到20%的证券
20260615,002361.SZ,深股通专用,159644325.24,1.36,164459490.0,1.4,-4815164.76,0,连续三个交易日内，跌幅偏离值累计达到20%的证券
