trade_date,ts_code,exalter,buy,buy_rate,sell,sell_rate,net_buy,side,reason
20260521,000039.SZ,深股通专用,125562590.66,7.49,103818122.5,6.19,21744468.16,0,日跌幅偏离值达到7%的前5只证券
20260521,000039.SZ,机构专用,73740433.33,4.4,0.0,0.0,73740433.33,0,日跌幅偏离值达到7%的前5只证券
20260521,000039.SZ,机构专用,65851665.5,3.93,32017684.8,1.91,33833980.7,0,日跌幅偏离值达到7%的前5只证券
20260521,000039.SZ,机构专用,43105001.0,2.57,24739888.2,1.48,18365112.8,0,日跌幅偏离值达到7%的前5只证券
20260521,000039.SZ,机构专用,42715135.5,2.55,0.0,0.0,42715135.5,0,日跌幅偏离值达到7%的前5只证券
20260521,000039.SZ,机构专用,0.0,0.0,123732494.13,7.38,-123732494.13,1,日跌幅偏离值达到7%的前5只证券
20260521,000039.SZ,深股通专用,125562590.66,7.49,103818122.5,6.19,21744468.16,1,日跌幅偏离值达到7%的前5只证券
20260521,000039.SZ,机构专用,0.0,0.0,80786504.3,4.82,-80786504.3,1,日跌幅偏离值达到7%的前5只证券
20260521,000039.SZ,机构专用,0.0,0.0,62333501.0,3.72,-62333501.0,1,日跌幅偏离值达到7%的前5只证券
20260521,000039.SZ,机构专用,0.0,0.0,45666861.36,2.72,-45666861.36,1,日跌幅偏离值达到7%的前5只证券
20260521,000417.SZ,机构专用,45019676.96,1.91,67513179.85,2.86,-22493502.89,0,日换手率达到20%的前5只证券
20260521,000417.SZ,广发证券股份有限公司杭州富春路证券营业部,39434095.15,1.67,565433.0,0.02,38868662.15,0,日换手率达到20%的前5只证券
20260521,000417.SZ,机构专用,37253615.1,1.58,7673657.0,0.33,29579958.1,0,日换手率达到20%的前5只证券
20260521,000417.SZ,机构专用,34596413.9,1.47,4742253.0,0.2,29854160.9,0,日换手率达到20%的前5只证券
20260521,000417.SZ,机构专用,33423308.25,1.42,24674356.0,1.05,8748952.25,0,日换手率达到20%的前5只证券
20260521,000417.SZ,机构专用,45019676.96,1.91,67513179.85,2.86,-22493502.89,1,日换手率达到20%的前5只证券
20260521,000417.SZ,国泰海通证券股份有限公司南京太平南路证券营业部,25974456.58,1.1,52981532.0,2.25,-27007075.42,1,日换手率达到20%的前5只证券
20260521,000417.SZ,方正证券股份有限公司杭州白石巷证券营业部,9560185.0,0.41,48956359.0,2.08,-39396174.0,1,日换手率达到20%的前5只证券
20260521,000417.SZ,国盛证券股份有限公司宁波桑田路证券营业部,4598585.0,0.2,42026689.44,1.78,-37428104.44,1,日换手率达到20%的前5只证券
20260521,000417.SZ,国盛证券股份有限公司杭州建设三路证券营业部,163462.0,0.01,37972964.14,1.61,-37809502.14,1,日换手率达到20%的前5只证券
20260521,000518.SZ,广发证券股份有限公司佛山顺德诚德路证券营业部,11558545.0,1.3,0.0,0.0,11558545.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260521,000518.SZ,中国银河证券股份有限公司成都益州大道证券营业部,11301736.0,1.27,0.0,0.0,11301736.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260521,000518.SZ,华福证券股份有限公司福清清宏路证券营业部,9542780.0,1.07,2268515.0,0.25,7274265.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260521,000518.SZ,平安证券股份有限公司浙江分公司,8162925.0,0.92,184538.0,0.02,7978387.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260521,000518.SZ,长江证券股份有限公司江阴虹桥南路证券营业部,8124304.0,0.91,543500.0,0.06,7580804.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260521,000518.SZ,中信证券股份有限公司太原南中环街证券营业部,3750.0,0.0,40756551.4,4.57,-40752801.4,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260521,000518.SZ,广发证券股份有限公司广州寺右新马路证券营业部,2283847.0,0.26,24382233.0,2.73,-22098386.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260521,000518.SZ,华泰证券股份有限公司江阴福泰路证券营业部,3629107.0,0.41,13322421.0,1.49,-9693314.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260521,000518.SZ,机构专用,5380465.0,0.6,11949465.0,1.34,-6569000.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260521,000518.SZ,大同证券有限责任公司泉州丁荣路证券营业部,9000.0,0.0,10435013.41,1.17,-10426013.41,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260521,000725.SZ,浙商证券股份有限公司杭州五星路证券营业部,241880184.0,4.98,11256.0,0.0,241868928.0,0,日涨幅偏离值达到7%的前5只证券
20260521,000725.SZ,广发证券股份有限公司西安南广济街证券营业部,239465303.0,4.93,664104.0,0.01,238801199.0,0,日涨幅偏离值达到7%的前5只证券
20260521,000725.SZ,东亚前海证券有限责任公司上海分公司,158330648.0,3.26,46900.0,0.0,158283748.0,0,日涨幅偏离值达到7%的前5只证券
