trade_date,ts_code,exalter,buy,buy_rate,sell,sell_rate,net_buy,side,reason
20260526,000021.SZ,深股通专用,215350179.78,1.96,508683074.46,4.64,-293332894.68,0,日振幅值达到15%的前5只证券
20260526,000021.SZ,国泰海通证券股份有限公司西安雁展路证券营业部,120006744.86,1.09,36981.0,0.0,119969763.86,0,日振幅值达到15%的前5只证券
20260526,000021.SZ,国信证券股份有限公司浙江互联网分公司,80395613.22,0.73,56617574.5,0.52,23778038.72,0,日振幅值达到15%的前5只证券
20260526,000021.SZ,机构专用,77874898.44,0.71,64391540.0,0.59,13483358.44,0,日振幅值达到15%的前5只证券
20260526,000021.SZ,机构专用,72832299.54,0.66,106708003.28,0.97,-33875703.74,0,日振幅值达到15%的前5只证券
20260526,000021.SZ,深股通专用,215350179.78,1.96,508683074.46,4.64,-293332894.68,1,日振幅值达到15%的前5只证券
20260526,000021.SZ,国泰海通证券股份有限公司深圳福田中心区华融大厦证券营业部,1482868.0,0.01,213614846.32,1.95,-212131978.32,1,日振幅值达到15%的前5只证券
20260526,000021.SZ,机构专用,72832299.54,0.66,106708003.28,0.97,-33875703.74,1,日振幅值达到15%的前5只证券
20260526,000021.SZ,光大证券股份有限公司深圳海德三道证券营业部,2781303.0,0.03,75201122.64,0.69,-72419819.64,1,日振幅值达到15%的前5只证券
20260526,000021.SZ,机构专用,65457311.88,0.6,71537430.95,0.65,-6080119.07,1,日振幅值达到15%的前5只证券
20260526,000026.SZ,深股通专用,24183577.0,3.39,35490854.0,4.98,-11307277.0,0,日跌幅偏离值达到7%的前5只证券
20260526,000026.SZ,机构专用,17874772.0,2.51,13803318.0,1.94,4071454.0,0,日跌幅偏离值达到7%的前5只证券
20260526,000026.SZ,机构专用,11088465.0,1.56,9621034.0,1.35,1467431.0,0,日跌幅偏离值达到7%的前5只证券
20260526,000026.SZ,财达证券股份有限公司唐山龙泽路证券营业部,10948792.0,1.54,16099952.0,2.26,-5151160.0,0,日跌幅偏离值达到7%的前5只证券
20260526,000026.SZ,机构专用,9488574.0,1.33,7678868.0,1.08,1809706.0,0,日跌幅偏离值达到7%的前5只证券
20260526,000026.SZ,深股通专用,24183577.0,3.39,35490854.0,4.98,-11307277.0,1,日跌幅偏离值达到7%的前5只证券
20260526,000026.SZ,机构专用,8621583.0,1.21,16588391.0,2.33,-7966808.0,1,日跌幅偏离值达到7%的前5只证券
20260526,000026.SZ,财达证券股份有限公司唐山龙泽路证券营业部,10948792.0,1.54,16099952.0,2.26,-5151160.0,1,日跌幅偏离值达到7%的前5只证券
20260526,000026.SZ,平安证券股份有限公司江苏分公司,919572.0,0.13,14176219.0,1.99,-13256647.0,1,日跌幅偏离值达到7%的前5只证券
20260526,000026.SZ,机构专用,17874772.0,2.51,13803318.0,1.94,4071454.0,1,日跌幅偏离值达到7%的前5只证券
20260526,000078.SZ,东方财富证券股份有限公司拉萨金融城南环路证券营业部,7480039.0,1.29,5933632.0,1.03,1546407.0,0,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260526,000078.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,6272063.0,1.09,7074385.0,1.22,-802322.0,0,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260526,000078.SZ,国信证券股份有限公司浙江互联网分公司,6113768.0,1.06,4961544.0,0.86,1152224.0,0,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260526,000078.SZ,东方财富证券股份有限公司拉萨团结路第一证券营业部,5548068.0,0.96,7730036.5,1.34,-2181968.5,0,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260526,000078.SZ,东方财富证券股份有限公司昌都两江大道证券营业部,5419149.0,0.94,4418512.6,0.76,1000636.4,0,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260526,000078.SZ,东方财富证券股份有限公司拉萨团结路第一证券营业部,5548068.0,0.96,7730036.5,1.34,-2181968.5,1,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260526,000078.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,6272063.0,1.09,7074385.0,1.22,-802322.0,1,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260526,000078.SZ,东方财富证券股份有限公司山南香曲东路证券营业部,4649003.0,0.8,6030418.0,1.04,-1381415.0,1,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260526,000078.SZ,东方财富证券股份有限公司拉萨东城区江苏大道证券营业部,5019412.0,0.87,5996569.0,1.04,-977157.0,1,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260526,000078.SZ,东方财富证券股份有限公司拉萨金融城南环路证券营业部,7480039.0,1.29,5933632.0,1.03,1546407.0,1,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260526,000417.SZ,机构专用,52349927.61,4.72,19248757.0,1.74,33101170.61,0,日跌幅偏离值达到7%的前5只证券
20260526,000417.SZ,机构专用,25161072.0,2.27,17391881.0,1.57,7769191.0,0,日跌幅偏离值达到7%的前5只证券
20260526,000417.SZ,机构专用,18966424.49,1.71,19379405.0,1.75,-412980.51,0,日跌幅偏离值达到7%的前5只证券
20260526,000417.SZ,机构专用,17825910.0,1.61,8541440.0,0.77,9284470.0,0,日跌幅偏离值达到7%的前5只证券
20260526,000417.SZ,招商证券股份有限公司深圳益田路免税商务大厦证券营业部,17130575.0,1.54,551300.0,0.05,16579275.0,0,日跌幅偏离值达到7%的前5只证券
20260526,000417.SZ,国盛证券股份有限公司宁波桑田路证券营业部,616505.0,0.06,58078275.32,5.24,-57461770.32,1,日跌幅偏离值达到7%的前5只证券
20260526,000417.SZ,机构专用,18966424.49,1.71,19379405.0,1.75,-412980.51,1,日跌幅偏离值达到7%的前5只证券
20260526,000417.SZ,机构专用,52349927.61,4.72,19248757.0,1.74,33101170.61,1,日跌幅偏离值达到7%的前5只证券
20260526,000417.SZ,机构专用,25161072.0,2.27,17391881.0,1.57,7769191.0,1,日跌幅偏离值达到7%的前5只证券
20260526,000417.SZ,东吴证券股份有限公司宁波前河南路证券营业部,0.0,0.0,16327727.0,1.47,-16327727.0,1,日跌幅偏离值达到7%的前5只证券
20260526,000509.SZ,甬兴证券有限公司四川分公司,32370257.0,3.55,0.0,0.0,32370257.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260526,000509.SZ,机构专用,29004777.0,3.18,10399788.0,1.14,18604989.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260526,000509.SZ,机构专用,26406595.0,2.9,0.0,0.0,26406595.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260526,000509.SZ,广发证券股份有限公司佛山顺德诚德路证券营业部,20278795.0,2.23,126558.0,0.01,20152237.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260526,000509.SZ,机构专用,16084377.0,1.77,6418414.0,0.7,9665963.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260526,000509.SZ,信达证券股份有限公司湖北分公司,623283.0,0.07,47807874.0,5.25,-47184591.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260526,000509.SZ,中信建投证券股份有限公司北京鸿翼分公司,1605317.0,0.18,40973770.0,4.5,-39368453.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260526,000509.SZ,机构专用,11634845.26,1.28,14487969.5,1.59,-2853124.24,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260526,000509.SZ,招商证券股份有限公司济南经十路证券营业部,469901.0,0.05,12634981.0,1.39,-12165080.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260526,000509.SZ,国新证券股份有限公司海南分公司,10764656.0,1.18,10711175.0,1.18,53481.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260526,000518.SZ,广发证券股份有限公司广州寺右新马路证券营业部,29274196.0,2.84,2660972.12,0.26,26613223.88,0,日跌幅偏离值达到7%的前5只证券
20260526,000518.SZ,国信证券股份有限公司浙江互联网分公司,13321034.0,1.29,5390193.0,0.52,7930841.0,0,日跌幅偏离值达到7%的前5只证券
20260526,000518.SZ,华福证券股份有限公司福清清宏路证券营业部,11769135.0,1.14,337775.0,0.03,11431360.0,0,日跌幅偏离值达到7%的前5只证券
20260526,000518.SZ,东方财富证券股份有限公司拉萨金融城南环路证券营业部,11697370.0,1.13,9440313.25,0.92,2257056.75,0,日跌幅偏离值达到7%的前5只证券
20260526,000518.SZ,东方财富证券股份有限公司山南香曲东路证券营业部,10250623.0,0.99,6469074.0,0.63,3781549.0,0,日跌幅偏离值达到7%的前5只证券
20260526,000518.SZ,东亚前海证券有限责任公司苏州分公司,5256.0,0.0,54235185.2,5.26,-54229929.2,1,日跌幅偏离值达到7%的前5只证券
20260526,000518.SZ,长江证券股份有限公司江阴虹桥南路证券营业部,21610.0,0.0,23262236.92,2.25,-23240626.92,1,日跌幅偏离值达到7%的前5只证券
20260526,000518.SZ,华泰证券股份有限公司北京月坛南街证券营业部,1001560.0,0.1,13447098.0,1.3,-12445538.0,1,日跌幅偏离值达到7%的前5只证券
20260526,000518.SZ,国泰海通证券股份有限公司广州琶洲证券营业部,56367.0,0.01,11804790.0,1.14,-11748423.0,1,日跌幅偏离值达到7%的前5只证券
20260526,000518.SZ,国盛证券股份有限公司宁波桑田路证券营业部,1953202.0,0.19,11735119.25,1.14,-9781917.25,1,日跌幅偏离值达到7%的前5只证券
20260526,000670.SZ,深股通专用,61264214.22,1.34,58284408.56,1.27,2979805.66,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260526,000670.SZ,深股通专用,54407760.0,1.19,6571988.0,0.14,47835772.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260526,000670.SZ,机构专用,40788108.2,0.89,39267229.0,0.86,1520879.2,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260526,000670.SZ,东方财富证券股份有限公司拉萨团结路第一证券营业部,37189054.0,0.81,41309205.0,0.9,-4120151.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260526,000670.SZ,天风证券股份有限公司深圳分公司,34318994.0,0.75,4331609.0,0.09,29987385.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260526,000670.SZ,深股通专用,61264214.22,1.34,58284408.56,1.27,2979805.66,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260526,000670.SZ,东方财富证券股份有限公司拉萨团结路第一证券营业部,37189054.0,0.81,41309205.0,0.9,-4120151.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260526,000670.SZ,机构专用,40788108.2,0.89,39267229.0,0.86,1520879.2,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260526,000670.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,29971353.0,0.65,37340097.0,0.82,-7368744.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260526,000670.SZ,东方财富证券股份有限公司拉萨东环路第一证券营业部,29747651.0,0.65,35815031.8,0.78,-6067380.8,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260526,000711.SZ,东方财富证券股份有限公司拉萨东城区江苏大道证券营业部,25191094.4,1.43,25312518.0,1.44,-121423.6,0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260526,000711.SZ,东方财富证券股份有限公司拉萨团结路第一证券营业部,21277595.0,1.21,18153713.0,1.03,3123882.0,0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260526,000711.SZ,东方财富证券股份有限公司昌都两江大道证券营业部,20585396.0,1.17,17367138.0,0.98,3218258.0,0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260526,000711.SZ,东方财富证券股份有限公司拉萨东环路第一证券营业部,20273045.0,1.15,20932128.0,1.19,-659083.0,0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260526,000711.SZ,东方财富证券股份有限公司山南香曲东路证券营业部,18333325.73,1.04,18841703.2,1.07,-508377.47,0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260526,000711.SZ,东方财富证券股份有限公司拉萨东城区江苏大道证券营业部,25191094.4,1.43,25312518.0,1.44,-121423.6,1,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260526,000711.SZ,东方财富证券股份有限公司拉萨金融城南环路证券营业部,17125885.0,0.97,23019560.2,1.31,-5893675.2,1,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260526,000711.SZ,东方财富证券股份有限公司拉萨东环路第一证券营业部,20273045.0,1.15,20932128.0,1.19,-659083.0,1,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260526,000711.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,18266256.0,1.04,19613537.0,1.11,-1347281.0,1,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260526,000711.SZ,东方财富证券股份有限公司山南香曲东路证券营业部,18333325.73,1.04,18841703.2,1.07,-508377.47,1,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20260526,001225.SZ,开源证券股份有限公司西安太华路证券营业部,12638047.0,3.19,0.0,0.0,12638047.0,0,日换手率达到20%的前5只证券
20260526,001225.SZ,国信证券股份有限公司浙江分公司,7770426.9,1.96,1904846.0,0.48,5865580.9,0,日换手率达到20%的前5只证券
20260526,001225.SZ,机构专用,7767855.0,1.96,1545048.0,0.39,6222807.0,0,日换手率达到20%的前5只证券
20260526,001225.SZ,机构专用,6388211.0,1.61,4559317.0,1.15,1828894.0,0,日换手率达到20%的前5只证券
20260526,001225.SZ,麦高证券有限责任公司北京分公司,4644248.0,1.17,1858307.0,0.47,2785941.0,0,日换手率达到20%的前5只证券
20260526,001225.SZ,机构专用,6388211.0,1.61,4559317.0,1.15,1828894.0,1,日换手率达到20%的前5只证券
20260526,001225.SZ,国泰海通证券股份有限公司临沂北京路第一证券营业部,79177.0,0.02,4079257.0,1.03,-4000080.0,1,日换手率达到20%的前5只证券
20260526,001225.SZ,粤开证券股份有限公司惠州分公司,190035.0,0.05,3847221.0,0.97,-3657186.0,1,日换手率达到20%的前5只证券
