date,close,pct_change,main_net_inflow,main_net_pct,big_net_inflow,super_big_net_inflow,medium_net_inflow,small_net_inflow,ticker
20200102,,0.0,-77992200.0,0.0,32378500.000000004,16601500.0,-61459799.99999999,12480000.0,300037
20200103,,0.0,-24357000.0,0.0,-41083599.999999985,-9686700.0,13206800.000000004,37563400.0,300037
20200106,,0.0,35835400.0,0.0,-31119599.999999993,50164100.0,-86183200.0,67138799.99999999,300037
20200107,,0.0,-84908400.0,0.0,-17266399.999999993,-5537800.0000000065,-25092600.00000002,47896700.0,300037
20200108,,0.0,331599.99999999994,0.0,1785000.0,-28388200.0,29331400.00000001,-2728199.999999997,300037
20200109,,0.0,-10265400.0,0.0,-31527199.999999993,-8875700.000000002,24928199.999999996,15474600.00000001,300037
20200110,,0.0,-127305500.0,0.0,-55664700.000000015,23817000.0,-18393200.000000015,50240900.0,300037
20200113,,0.0,-6379200.0,0.0,-11863200.000000015,26619999.999999996,-12917800.000000024,-1839100.0000000168,300037
20200114,,0.0,26213800.0,0.0,28835299.99999999,23067800.000000007,-18889199.99999998,-33013899.999999993,300037
20200115,,0.0,-131992300.0,0.0,-29167399.999999996,-34579500.0,8818100.000000013,54928700.00000001,300037
20200116,,0.0,-31358500.0,0.0,-12112600.000000002,-7619700.0,28199.99999999709,19704100.0,300037
20200117,,0.0,-157732000.0,0.0,-30215200.000000004,-27212199.999999993,1160900.0000000014,56266500.0,300037
20200120,,0.0,28124200.0,0.0,3342799.9999999884,26269600.0,-27979400.000000004,-1633000.000000011,300037
20200121,,0.0,17178600.0,0.0,-21369000.000000004,11471800.000000004,-5781299.999999992,15678500.000000004,300037
20200122,,0.0,90759599.99999999,0.0,2984899.9999999977,42670600.00000001,-9878299.999999981,-35777299.99999999,300037
20200123,,0.0,51784900.0,0.0,385100.0000000204,32075599.999999996,-40488500.00000002,8027900.000000008,300037
20200203,,0.0,57843200.0,0.0,-21446700.0,-16953400.0,12029200.0,26370800.000000007,300037
20200204,,0.0,78813900.0,0.0,-7091399.999999994,5588900.000000004,-7268800.00000001,8771299.999999993,300037
20200205,,0.0,-65848800.0,0.0,-148899.99999999418,-126874100.00000001,51436499.99999998,75586400.0,300037
20200206,,0.0,20619200.0,0.0,3321300.0000000102,16153100.000000004,-20987199.999999974,1512700.0000000044,300037
20200207,,0.0,-88852700.0,0.0,-43981900.00000001,-64662500.0,55367899.99999999,53276500.0,300037
20200210,,0.0,86801299.99999999,0.0,27160499.999999993,12911900.000000006,-12104500.000000007,-27968099.999999996,300037
20200211,,0.0,45165000.0,0.0,-12258099.999999994,25095900.0,8701399.999999994,-21539200.0,300037
20200212,,0.0,81975600.0,0.0,-11596699.999999983,84024900.00000001,-36230499.99999999,-36197800.00000001,300037
20200213,,0.0,9213200.0,0.0,-13154500.000000007,-31187300.000000004,6466499.999999979,37875300.00000001,300037
20200214,,0.0,-47449399.99999999,0.0,-13195499.999999993,-17562800.000000004,-15746499.999999996,46504799.99999999,300037
20200217,,0.0,17241400.0,0.0,17232300.000000015,41212800.00000001,-18922599.999999985,-39522500.0,300037
20200218,,0.0,-37178200.0,0.0,41243600.00000001,9949200.0,-38721899.999999985,-12470800.000000017,300037
20200219,,0.0,-112857099.99999999,0.0,-70229800.0,-57928200.0,25388199.999999996,102769800.00000001,300037
20200220,,0.0,15056700.0,0.0,3880099.999999984,16484400.0,-15206399.999999994,-5158099.999999995,300037
20200221,,0.0,69476800.0,0.0,34976999.99999999,-14676600.000000007,1402600.0000000205,-21703000.00000001,300037
20200224,,0.0,-188481500.0,0.0,-1042500.0,82408799.99999997,-65817500.0,-15548899.999999994,300037
20200225,,0.0,171682500.0,0.0,1854399.9999999506,-157229100.0,82361599.99999996,73013200.0,300037
20200226,,0.0,-60349600.0,0.0,-13774799.999999996,9864699.999999993,-9019599.99999999,12929699.999999993,300037
20200227,,0.0,-30246500.0,0.0,-22278899.999999978,32462900.000000007,-324699.99999997526,-9859300.000000004,300037
20200228,,0.0,3070100.0,0.0,-27175099.999999985,8285200.000000005,-5465600.000000013,24355599.999999996,300037
20200302,,0.0,-18878300.0,0.0,2448099.999999995,-6069999.999999995,9528699.99999999,-5906800.000000003,300037
20200303,,0.0,-78860700.0,0.0,11592400.000000017,-104737500.0,51333200.000000015,41811900.00000001,300037
20200304,,0.0,-37934200.0,0.0,-18650400.000000007,-8038099.999999997,3974499.9999999893,22713999.999999996,300037
20200305,,0.0,-99011100.0,0.0,5399400.000000005,-62162800.0,22860699.999999996,33902600.0,300037
20200306,,0.0,-6953099.999999999,0.0,-669700.0000000026,-11500099.999999998,-10919500.000000007,23089399.999999996,300037
20200309,,0.0,-81803700.0,0.0,-26198899.999999993,-10169499.999999998,-3771900.000000005,40140300.0,300037
20200310,,0.0,1289900.0,0.0,-10525699.999999996,1335999.999999999,6745000.0,2444699.9999999935,300037
20200311,,0.0,-48584399.99999999,0.0,-5116700.00000001,-6479200.0,13895300.000000007,-2299499.999999998,300037
20200312,,0.0,-24301200.0,0.0,-10205400.0,-1233899.9999999998,14140500.000000002,-2701199.999999999,300037
20200313,,0.0,7325300.0,0.0,-25600600.000000004,10164100.0,9327500.0,6109000.000000006,300037
20200316,,0.0,-39385400.0,0.0,-19683000.0,6932900.0,-15927799.999999998,28677999.999999993,300037
20200317,,0.0,15110900.0,0.0,-5509700.000000003,3821700.000000001,-13521100.000000006,15208999.999999996,300037
20200318,,0.0,-8373000.0,0.0,-13565000.0,3175600.000000002,-10189899.999999998,20579200.0,300037
20200319,,0.0,-9844100.0,0.0,-13446500.000000006,672000.0000000027,-21035600.000000004,33809900.0,300037
20200320,,0.0,1457900.0,0.0,-7280500.000000002,-4627600.0,4629600.0,7278500.000000004,300037
20200323,,0.0,-24554699.999999996,0.0,-8507900.0,-14500500.0,770900.0000000014,22237700.000000004,300037
20200324,,0.0,-9390800.0,0.0,-12257199.999999998,-3792800.000000001,17746400.000000004,-1696299.999999992,300037
20200325,,0.0,5607000.0,0.0,32695299.999999996,583700.0000000012,-8883800.000000002,-24395200.000000004,300037
20200326,,0.0,-20478600.0,0.0,-392399.9999999978,-5017600.0,7435400.000000004,-2025399.9999999995,300037
20200327,,0.0,49304399.99999999,0.0,61676700.0,-19864400.0,-10294700.000000011,-31517700.000000004,300037
20200330,,0.0,-9092900.0,0.0,6110599.999999995,327300.0000000002,-2208900.0000000033,-4229100.000000007,300037
20200331,,0.0,-3813900.0,0.0,8148699.999999994,-7822700.0,6457100.0,-6783099.999999995,300037
20200401,,0.0,-17272800.0,0.0,2516899.999999996,856000.0000000036,-5217100.000000009,1844200.0000000007,300037
20200402,,0.0,55422200.0,0.0,33436499.999999996,1198300.0000000084,-4658299.999999999,-29976499.999999996,300037
20200403,,0.0,-12979200.0,0.0,-17623700.000000004,-4039500.0,-7542399.999999998,29205599.999999996,300037
20200407,,0.0,-22509100.0,0.0,6551499.999999996,14690000.000000002,3242399.9999999977,-24483900.00000001,300037
20200408,,0.0,13799900.0,0.0,-1380700.0000000063,21723100.000000004,-21374200.0,1031899.999999996,300037
20200409,,0.0,-34556500.0,0.0,-6040799.999999999,-3040699.9999999995,6426200.000000008,2655399.9999999995,300037
20200410,,0.0,-10047700.0,0.0,7995699.999999997,-8806000.0,-6416000.000000004,7226300.00000001,300037
20200413,,0.0,-38523500.0,0.0,10331600.000000007,-30011300.0,24503600.000000007,-4823999.999999996,300037
20200414,,0.0,75545700.0,0.0,29711499.999999996,-6993600.000000001,-16934300.000000004,-5783500.000000004,300037
20200415,,0.0,28484600.0,0.0,6992199.9999999935,-9071900.0,-18776400.00000001,20856199.99999999,300037
20200416,,0.0,10907300.0,0.0,5905199.999999995,15343599.999999998,-3577399.9999999977,-17671399.999999993,300037
20200417,,0.0,13486900.0,0.0,12721200.000000007,24915200.0,-8793500.000000004,-28842800.000000007,300037
20200420,,0.0,-3789600.0,0.0,-12486799.999999994,740899.9999999992,6449799.999999995,5295999.999999994,300037
20200421,,0.0,-26877399.999999996,0.0,-15083000.000000002,-10040300.0,-24700.00000001164,25147999.999999993,300037
20200422,,0.0,-6817100.0,0.0,4539999.999999995,9797600.000000002,2072399.999999998,-16410000.0,300037
20200423,,0.0,-22503500.0,0.0,10144200.0,-7617700.0,11160800.0,-13687299.999999996,300037
20200424,,0.0,12159700.0,0.0,-3160500.0000000107,3069600.0000000005,5451500.000000015,-5360599.999999995,300037
20200427,,0.0,23571700.0,0.0,5021800.000000003,12903899.999999998,815699.9999999971,-18741200.000000007,300037
20200428,,0.0,2985200.0,0.0,-6144299.999999985,6147100.0,-9753099.999999994,9750400.00000001,300037
20200429,,0.0,-5667300.0,0.0,3061400.0000000033,-1680900.0000000002,-6328299.999999999,4947900.0,300037
20200430,,0.0,70432800.0,0.0,8226000.000000004,-4346399.999999999,-1247099.9999999912,-2632500.0,300037
20200506,,0.0,-20406900.0,0.0,16532600.000000002,-13700.000000001182,-2533499.9999999856,-13985399.99999999,300037
20200507,,0.0,-17682000.0,0.0,-9407800.000000007,-2355000.0,23419599.999999993,-11656700.0,300037
20200508,,0.0,-35190800.0,0.0,-6430000.0,13200400.0,-9661199.99999999,2890700.000000006,300037
