date,close,pct_change,main_net_inflow,main_net_pct,big_net_inflow,super_big_net_inflow,medium_net_inflow,small_net_inflow,ticker
20200102,,0.0,120319800.0,0.0,15457899.999999937,36683400.0,-11683700.000000026,-40457500.0,002049
20200103,,0.0,-132753200.0,0.0,-37000200.00000001,-93777900.00000001,43817500.0,86960700.00000001,002049
20200106,,0.0,27314100.0,0.0,11342800.000000024,-48145000.0,20610800.00000002,16191500.000000015,002049
20200107,,0.0,-32254400.0,0.0,-23781100.000000007,-32790800.0,32224100.0,24347800.000000007,002049
20200108,,0.0,-284866100.0,0.0,-98079199.99999999,-155854000.0,81344599.99999999,172588799.99999997,002049
20200109,,0.0,108462400.0,0.0,-8237500.0,-39801000.0,28457900.000000007,19580499.999999993,002049
20200110,,0.0,196567599.99999997,0.0,28750800.00000002,73051699.99999999,-32263300.00000002,-69539199.99999999,002049
20200113,,0.0,349194700.0,0.0,22852299.99999996,143233900.0,-70873499.99999999,-95212699.99999997,002049
20200114,,0.0,-366876000.0,0.0,-70240400.00000001,-197179699.99999997,93948300.00000001,173471900.0,002049
20200115,,0.0,296080300.0,0.0,45085800.000000015,104025999.99999999,-55629700.000000015,-93482200.00000001,002049
20200116,,0.0,-77477700.0,0.0,9761399.999999994,-89624700.00000001,44250499.999999955,35612700.00000001,002049
20200117,,0.0,-108377900.00000001,0.0,-35151800.0,-27261299.999999993,8302399.9999999795,54110800.0,002049
20200120,,0.0,311099800.0,0.0,35485899.99999996,176809900.00000003,-108610000.0,-103685900.0,002049
20200121,,0.0,236556100.0,0.0,-12077000.000000043,92768000.0,-38969500.000000045,-41721500.000000015,002049
20200122,,0.0,200896000.0,0.0,25411399.999999993,67685500.0,-56129499.99999997,-36967400.000000015,002049
20200123,,0.0,-108708100.0,0.0,-17761199.999999955,-191545100.00000003,73653699.99999996,135652599.99999997,002049
20200203,,0.0,153976300.0,0.0,-25441599.999999993,-4744299.999999998,6195599.999999995,23990400.0,002049
20200204,,0.0,51468300.0,0.0,-56451500.000000015,-68216600.0,46568699.999999955,78099400.00000003,002049
20200205,,0.0,-187680400.0,0.0,-32595299.99999999,-166341500.0,72981400.0,125955399.99999997,002049
20200206,,0.0,60798700.0,0.0,-11988199.999999996,60350299.999999985,-18187600.00000002,-30174500.000000007,002049
20200207,,0.0,202099900.00000003,0.0,31101000.00000006,92644700.00000001,-60273100.00000005,-63472699.99999997,002049
20200210,,0.0,51391700.0,0.0,42134700.000000015,-224224199.99999997,88552999.99999996,93536600.0,002049
20200211,,0.0,-164684900.00000003,0.0,-23916299.999999974,-27117800.000000007,27886600.000000034,23147599.999999985,002049
20200212,,0.0,216826800.0,0.0,-6262999.999999884,157363600.0,-52372699.99999997,-98727900.00000001,002049
20200213,,0.0,59108500.0,0.0,-34002899.99999993,5435299.999999989,508800.00000004657,28058800.000000045,002049
20200214,,0.0,960699.9999999999,0.0,15476300.000000047,-140647000.0,55492999.999999955,69677799.99999999,002049
20200217,,0.0,196782599.99999997,0.0,-2420100.000000093,35269300.0,-18002700.00000004,-14846500.000000015,002049
20200218,,0.0,494544800.00000006,0.0,114933400.0000001,31793100.00000005,-57331399.99999999,-89395000.0,002049
20200219,,0.0,296657200.0,0.0,10988999.999999942,116221900.00000003,-100993300.00000001,-26217600.00000002,002049
20200220,,0.0,-40452400.0,0.0,70416800.00000007,-186842900.0,41302900.00000008,75123200.0,002049
20200221,,0.0,5171400.0,0.0,-91798800.00000004,-63074199.999999985,93630800.00000001,61242200.000000015,002049
20200224,,0.0,273521200.0,0.0,14318499.999999912,-28804100.000000034,32402200.00000001,-17916599.999999963,002049
20200225,,0.0,-142431200.0,0.0,-98116900.00000003,-274205000.00000006,171904399.99999988,200417600.00000003,002049
20200226,,0.0,-281503600.0,0.0,-36736099.99999993,-162201600.00000003,62276399.99999999,136661299.99999997,002049
20200227,,0.0,-17087300.0,0.0,23669100.000000034,-58725200.00000001,13974299.99999993,21081899.999999985,002049
20200228,,0.0,39455300.0,0.0,-49380500.00000003,-197328899.99999997,119338800.00000004,127370600.00000001,002049
20200302,,0.0,80723800.0,0.0,-10247500.0,-87092799.99999999,76545599.99999997,20794599.999999993,002049
20200303,,0.0,-151395900.0,0.0,-16854700.00000001,-123349100.0,60628799.99999997,79574999.99999997,002049
20200304,,0.0,-38116000.0,0.0,-43657200.000000015,-135504699.99999997,73852699.99999997,105309200.00000001,002049
20200305,,0.0,-48887100.0,0.0,-36796900.00000002,-105592900.00000001,60783200.0,81606600.00000003,002049
20200306,,0.0,-58592299.99999999,0.0,-38129200.00000002,-88623400.0,4579700.000000011,122173000.00000001,002049
20200309,,0.0,-181671600.0,0.0,-98283100.00000004,-195730000.0,113928999.99999994,180083999.99999997,002049
20200310,,0.0,143659000.0,0.0,16773199.999999996,25919599.999999993,-21620100.00000002,-21072599.999999985,002049
20200311,,0.0,-140206500.0,0.0,-46423799.99999997,-37446900.00000001,28597600.00000002,55273000.00000003,002049
20200312,,0.0,-33685700.0,0.0,-40894799.99999999,-24947000.0,42923400.0,22918499.999999985,002049
20200313,,0.0,100989700.0,0.0,4189599.999999991,5692800.000000025,4219300.000000003,-14101599.999999998,002049
20200316,,0.0,-97953000.0,0.0,-72080699.99999996,-135591100.0,101873599.99999994,105798099.99999997,002049
20200317,,0.0,100904300.0,0.0,24082900.000000007,16960199.999999985,-20821399.999999993,-20221699.99999998,002049
20200318,,0.0,324880500.0,0.0,-4843600.000000006,55560499.999999955,-23477400.000000052,-27239599.999999993,002049
20200319,,0.0,141913700.0,0.0,-4750199.999999968,-61542600.00000002,73218600.0,-6925900.000000038,002049
20200320,,0.0,-223186000.0,0.0,-35363499.999999985,-154992900.0,72808099.99999997,117548299.99999999,002049
20200323,,0.0,-116720900.0,0.0,-137068099.99999997,-45923499.999999985,88374800.00000003,94616800.0,002049
20200324,,0.0,28748600.0,0.0,-41426299.99999997,-53728300.0,53748700.00000003,41405800.000000015,002049
20200325,,0.0,-128120500.0,0.0,-37816300.00000001,-21641700.0,44389199.999999985,15068699.99999999,002049
20200326,,0.0,-58033100.00000001,0.0,-29281500.000000015,8956199.999999998,6400099.999999984,13925200.000000004,002049
20200327,,0.0,-89245000.0,0.0,-31800399.99999999,-10104600.0,8450599.999999978,33454300.000000004,002049
20200330,,0.0,-25467100.0,0.0,-38260900.0,-13063500.000000004,551300.0000000102,50773099.99999999,002049
20200331,,0.0,-44317900.0,0.0,-16828099.999999996,14016599.999999998,-9738099.999999994,12549700.000000011,002049
20200401,,0.0,-11732300.0,0.0,27642800.000000007,-32312499.999999993,-10496999.99999997,15166800.000000004,002049
