date,close,pct_change,main_net_inflow,main_net_pct,big_net_inflow,super_big_net_inflow,medium_net_inflow,small_net_inflow,ticker
20200102,,0.0,-6635800.0,0.0,-6405799.999999999,8840800.0,-1687500.0,-747399.9999999978,002842
20200103,,0.0,-20644100.0,0.0,-9966299.999999998,203199.99999999994,-2932500.0,12695500.000000002,002842
20200106,,0.0,-8701100.0,0.0,364000.00000000093,-4200900.0,-3563800.000000001,7400700.000000002,002842
20200107,,0.0,-18581200.0,0.0,-3918099.9999999995,-4904400.000000001,-2582799.9999999977,11405400.0,002842
20200108,,0.0,-22927900.0,0.0,-13073400.0,-4593400.0,-3183199.999999997,20850099.999999996,002842
20200109,,0.0,-2318600.0,0.0,-310699.99999999936,1802300.0,-2278000.000000002,786399.9999999987,002842
20200110,,0.0,-6955700.000000001,0.0,-9596200.0,-499500.0,-1881899.9999999984,11977600.000000002,002842
20200113,,0.0,-1072600.0,0.0,-2057100.0000000005,917800.0,104599.9999999981,1034700.0000000002,002842
20200114,,0.0,20239600.0,0.0,6382300.0,1520500.0,-574899.9999999978,-7327900.0,002842
20200115,,0.0,-31168300.0,0.0,-8258700.000000001,-533200.0,-558899.9999999987,9350900.000000002,002842
20200116,,0.0,-16049100.0,0.0,-6898700.0,-3634400.0,-4706700.000000001,15239800.0,002842
20200117,,0.0,-12593100.0,0.0,-4780599.999999999,-887000.0,-2799299.999999998,8466900.0,002842
20200120,,0.0,-912099.9999999999,0.0,144699.99999999913,0.0,-357300.0000000002,212799.99999999974,002842
20200121,,0.0,-9607800.0,0.0,-3484900.0,-353100.0,-5551400.000000001,9389299.999999998,002842
20200122,,0.0,970000.0,0.0,-352500.0,5800.0,-451300.0000000011,797999.9999999995,002842
20200123,,0.0,-10147700.0,0.0,-3404200.000000001,3066200.0,-2495399.9999999995,2833400.0000000014,002842
20200203,,0.0,5868400.0,0.0,-2795400.0,0.0,757299.9999999999,2038100.0,002842
20200204,,0.0,-4381800.0,0.0,-3906700.000000001,-1013300.0,2269300.000000003,2650799.999999999,002842
20200205,,0.0,1852300.0,0.0,-3682899.9999999995,889200.0000000001,-235299.99999999974,3029099.9999999986,002842
20200206,,0.0,-8168800.0,0.0,-4268699.999999999,-491700.0000000002,-574099.9999999986,5334500.0,002842
20200207,,0.0,-3077300.0,0.0,-3453399.9999999995,780000.0,-271899.99999999825,2945299.9999999995,002842
20200210,,0.0,-1969000.0,0.0,-766799.9999999984,17751100.0,-3120599.9999999995,-13863700.000000004,002842
20200211,,0.0,-15227900.0,0.0,-2954300.0000000005,-2734300.0,-4298400.000000002,9986999.999999998,002842
20200212,,0.0,3727600.0,0.0,895299.9999999986,1438800.0,-61100.00000000127,-2273100.000000004,002842
20200213,,0.0,-5182800.0,0.0,784300.0000000006,-2184800.0,1225999.999999999,174500.00000000274,002842
20200214,,0.0,1070700.0,0.0,3545299.9999999995,-188100.0,-2048599.999999999,-1308600.0000000012,002842
20200217,,0.0,6769500.0,0.0,-3419199.9999999986,4935400.0,-1490999.999999999,-25199.999999999818,002842
20200218,,0.0,-5689400.000000001,0.0,-4183299.999999999,-5776400.0,2846100.0000000014,7113699.999999999,002842
20200219,,0.0,-12080900.0,0.0,-9775600.0,-7499900.0,-341400.00000000326,17617000.0,002842
20200220,,0.0,2869300.0,0.0,1352300.0000000002,791400.0,-991100.0000000013,-1152500.0,002842
20200221,,0.0,-374600.0,0.0,-662099.9999999981,821100.0000000001,-3324099.9999999986,3165100.0000000023,002842
20200224,,0.0,-8594500.0,0.0,-6353100.000000001,0.0,-4567999.999999997,10921199.999999998,002842
20200225,,0.0,-13226300.000000002,0.0,-8124900.0,-10454299.999999998,675499.9999999973,17903800.0,002842
20200226,,0.0,-1912400.0,0.0,-2601300.000000001,-99399.99999999997,1765499.9999999995,935199.9999999998,002842
20200227,,0.0,-15099200.0,0.0,-2239400.0000000005,-67900.0,-1610300.000000002,3917600.0,002842
20200228,,0.0,-22063200.0,0.0,-5234900.0,-2275100.0,336900.0000000005,7173099.999999999,002842
20200302,,0.0,-4872200.0,0.0,-5217099.999999999,-1746500.0,1107899.9999999995,5855699.999999999,002842
20200303,,0.0,4464400.0,0.0,2969299.9999999995,3720999.9999999995,-5650899.999999999,-1039299.9999999984,002842
20200304,,0.0,-1986600.0,0.0,-2283500.0,214599.99999999994,-373500.00000000134,2442400.0,002842
20200305,,0.0,17198600.0,0.0,2178800.000000001,-1678600.0000000002,3822800.000000002,-4322900.0,002842
20200306,,0.0,3998100.0,0.0,-1400700.0000000016,-15400.0,-1706900.0000000005,3122999.999999997,002842
20200309,,0.0,-15653400.0,0.0,-7659800.0,-1050700.0,-31199.99999999891,8741700.0,002842
20200310,,0.0,-1785300.0,0.0,1789499.9999999993,737400.0000000001,-4429300.000000001,1902399.999999998,002842
20200311,,0.0,6006500.0,0.0,-3379099.9999999995,-311300.0,-2531000.0000000014,6221400.000000004,002842
20200312,,0.0,-8520700.0,0.0,-2087900.0000000007,-2860700.0,-1388700.0000000012,6337400.0,002842
20200313,,0.0,-6852000.0,0.0,-2476400.0,0.0,-1455199.9999999998,3931600.0000000033,002842
20200316,,0.0,-4043600.0,0.0,184799.99999999904,1021100.0,-1542200.0000000002,336199.9999999989,002842
20200317,,0.0,-2725400.0,0.0,-4597200.0,-4084400.0000000005,3629400.0000000005,5052300.0,002842
20200318,,0.0,-13542900.0,0.0,-2593400.0000000005,-413200.0,463700.00000000116,2542999.9999999995,002842
20200319,,0.0,-3162500.0,0.0,-653200.0000000005,0.0,-1245799.9999999993,1899000.000000001,002842
20200320,,0.0,1485600.0,0.0,-960500.0000000001,0.0,-1387799.9999999998,2348299.999999999,002842
20200323,,0.0,-4576900.0,0.0,-2052900.0000000002,69500.0,-1772800.000000001,3756100.0000000014,002842
20200324,,0.0,784100.0,0.0,2894099.9999999995,0.0,-1532400.0000000012,-1361700.0000000007,002842
20200325,,0.0,6650599.999999999,0.0,8380800.0,609800.0,-1462300.0000000002,-7528399.999999999,002842
20200326,,0.0,751000.0,0.0,-410700.0000000005,624700.0,-2916500.000000001,2702500.0,002842
20200327,,0.0,-3186300.0,0.0,-2009900.0,0.0,-1540699.9999999993,3550600.0000000005,002842
20200330,,0.0,-4702200.0,0.0,-2074500.0,0.0,-1155399.9999999995,3229900.0,002842
20200331,,0.0,2689200.0,0.0,1519599.9999999998,0.0,1244900.0,-2764499.999999998,002842
20200401,,0.0,-1949600.0,0.0,-571600.0000000001,0.0,625099.9999999999,-53499.99999999909,002842
20200402,,0.0,2969500.0,0.0,-79399.99999999997,0.0,45199.99999999982,34199.99999999959,002842
20200403,,0.0,-440800.0,0.0,-2406300.0000000005,-29300.0,881100.0000000001,1554500.0000000005,002842
20200407,,0.0,3933700.0,0.0,-7601700.000000001,0.0,3331600.000000001,4270200.0,002842
20200408,,0.0,5519600.0,0.0,-905699.9999999999,-188499.99999999997,843099.9999999994,251199.9999999989,002842
20200409,,0.0,6595100.0,0.0,-267599.9999999999,122500.0,4037800.000000002,-3892700.0,002842
20200410,,0.0,-4873500.0,0.0,-1139300.0,-2180600.0,-680299.9999999998,4000200.0,002842
20200413,,0.0,-2113100.0,0.0,614700.0,0.0,360099.9999999999,-974800.0000000002,002842
20200414,,0.0,2061399.9999999998,0.0,128599.99999999985,459600.0,-17099.99999999923,-571000.0000000002,002842
20200415,,0.0,-6742900.0,0.0,-1191300.0000000002,-86700.0,5094100.000000001,-3816000.0000000014,002842
20200416,,0.0,-3102500.0,0.0,1266400.0,94000.0,-666399.9999999999,-694000.0000000009,002842
20200417,,0.0,-1461100.0000000002,0.0,1179199.9999999995,0.0,-1117200.0000000002,-62000.00000000045,002842
20200420,,0.0,-2333500.0,0.0,80900.00000000003,0.0,458200.0000000005,-539100.0000000008,002842
20200421,,0.0,-7301300.0,0.0,-2974700.0000000005,0.0,2183100.0000000005,791500.0000000009,002842
20200422,,0.0,2090000.0,0.0,773800.0,0.0,-496699.9999999996,-277199.9999999991,002842
20200423,,0.0,195200.0,0.0,1189600.0,0.0,-1333199.9999999993,143700.00000000006,002842
20200424,,0.0,-8868300.0,0.0,-1069300.0,0.0,96799.9999999995,972500.0,002842
20200427,,0.0,-6604600.0,0.0,-783600.0000000001,0.0,-196600.00000000081,980300.0000000008,002842
20200428,,0.0,-8687500.0,0.0,291399.9999999999,1017900.0000000001,-23600.00000000014,-1285700.0000000016,002842
20200429,,0.0,-1844700.0,0.0,-574300.0000000001,0.0,-348799.99999999994,923099.9999999994,002842
20200430,,0.0,4192000.0,0.0,161899.99999999997,121600.0,-603600.0000000001,320099.9999999999,002842
20200506,,0.0,6527600.0,0.0,2003299.9999999998,0.0,-1171600.000000001,-831800.0000000006,002842
20200507,,0.0,-325700.0,0.0,-3843500.0,-52500.0,488799.99999999994,3407199.999999999,002842
20200508,,0.0,3294600.0,0.0,1536600.0000000002,0.0,30900.00000000032,-1567500.0,002842
20200511,,0.0,-4280500.0,0.0,-2492799.9999999995,-492299.99999999994,-2275100.0,5260400.000000001,002842
20200512,,0.0,-2022100.0,0.0,-1166700.0000000002,0.0,-1895399.9999999995,3062099.999999999,002842
20200513,,0.0,-1499800.0,0.0,393799.99999999994,0.0,251800.00000000006,-645699.9999999994,002842
20200514,,0.0,-2441000.0,0.0,-1619800.0,0.0,463600.0000000001,1156200.0,002842
20200515,,0.0,-3453500.0,0.0,-2141700.0,0.0,-173000.00000000067,2314800.0,002842
20200518,,0.0,2256300.0,0.0,2902000.0000000005,0.0,678799.9999999988,-3580800.0000000014,002842
20200519,,0.0,-5299600.0,0.0,-2128799.9999999995,0.0,2417999.9999999995,-289100.0000000008,002842
20200520,,0.0,2011200.0,0.0,104500.00000000017,0.0,591400.000000001,-695799.9999999993,002842
20200521,,0.0,1353700.0,0.0,3889299.9999999995,0.0,2713399.9999999967,-6602599.999999997,002842
