date,close,open,high,low,pct_change,volume
2020-01-02,148.65,144.1,149.3,141.3,4.6094,56045.9
2020-01-03,146.07,150.0,150.12,145.65,-1.7356,38433.99
2020-01-06,147.04,145.5,148.2,144.0,0.6641,35418.43
2020-01-07,148.71,146.3,149.01,146.3,1.1357,28237.28
2020-01-08,145.6,147.99,147.99,144.91,-2.0913,27980.03
2020-01-09,150.89,146.71,151.2,146.31,3.6332,44108.92
2020-01-10,154.62,151.37,155.74,151.0,2.472,48577.12
2020-01-13,170.08,157.3,170.08,155.56,9.9987,79039.29
2020-01-14,171.95,176.7,176.7,166.51,1.0995,76324.49
2020-01-15,170.24,170.62,172.44,167.35,-0.9945,42123.89
2020-01-16,171.38,170.51,171.56,169.0,0.6696,37748.23
2020-01-17,168.5,171.8,172.98,168.0,-1.6805,31601.59
2020-01-20,172.41,168.51,175.37,168.11,2.3205,46299.12
2020-01-21,171.49,170.21,176.0,170.21,-0.5336,35932.33
2020-01-22,186.28,170.01,188.64,168.5,8.6244,77029.46
2020-01-23,177.49,183.0,186.69,173.24,-4.7187,62921.24
2020-02-03,159.74,159.74,159.74,159.74,-10.0006,9103.0
2020-02-04,165.77,152.0,169.8,152.0,3.7749,67850.98
2020-02-05,164.66,165.0,172.17,162.82,-0.6696,53702.75
2020-02-06,167.01,163.08,168.9,162.67,1.4272,41231.02
2020-02-07,177.5,166.24,179.58,165.08,6.2811,56043.13
2020-02-10,176.79,174.12,183.14,174.12,-0.4,45848.15
2020-02-11,180.0,177.93,181.81,175.0,1.8157,44291.19
2020-02-12,181.16,179.59,182.1,176.43,0.6444,43000.88
2020-02-13,188.86,181.23,191.54,181.22,4.2504,61331.45
2020-02-14,195.3,189.95,198.59,186.01,3.4099,59609.22
2020-02-17,214.83,198.16,214.83,193.85,10.0,67956.97
2020-02-18,216.31,219.13,220.0,208.14,0.6889,74225.44
2020-02-19,216.9,213.0,226.98,212.19,0.2728,62446.73
2020-02-20,220.01,216.8,221.99,214.01,1.4338,48390.65
2020-02-21,234.91,218.28,238.6,217.5,6.7724,58605.0
2020-02-24,258.4,234.91,258.4,230.1,9.9996,61621.22
2020-02-25,253.6,250.12,272.73,234.11,-1.8576,109355.9
2020-02-26,228.24,244.0,249.8,228.24,-10.0,86201.32
2020-02-27,221.1,227.8,228.16,213.41,-3.1283,80399.68
2020-02-28,207.58,206.03,215.88,202.38,-6.1149,78654.14
2020-03-02,228.34,217.0,228.34,215.0,10.001,63778.0
2020-03-03,223.26,239.98,244.98,221.48,-2.2248,91360.64
2020-03-04,227.7,221.03,231.02,215.88,1.9887,56205.47
2020-03-05,226.0,237.12,243.0,219.11,-0.7466,72178.51
2020-03-06,227.98,216.0,230.51,216.0,0.8761,45581.88
2020-03-09,223.89,225.0,235.0,218.05,-1.794,58805.47
2020-03-10,246.28,220.5,246.28,220.5,10.0004,87865.41
2020-03-11,247.02,249.12,263.0,246.2,0.3005,84966.95
2020-03-12,250.39,239.14,250.5,237.0,1.3643,68133.75
2020-03-13,258.58,236.0,263.2,236.0,3.2709,78516.48
2020-03-16,239.3,261.0,266.5,232.72,-7.4561,87786.41
2020-03-17,229.58,244.0,247.0,216.26,-4.0618,81929.98
2020-03-18,223.2,232.99,235.48,221.44,-2.779,62685.96
2020-03-19,227.4,221.0,233.59,204.0,1.8817,80514.12
2020-03-20,209.9,230.0,231.0,205.81,-7.6957,100315.02
2020-03-23,191.82,199.0,208.0,189.0,-8.6136,78369.69
2020-03-24,193.5,197.08,198.98,180.88,0.8758,70927.37
2020-03-25,208.25,202.5,209.65,200.1,7.6227,73203.01
2020-03-26,205.43,205.0,210.18,203.15,-1.3541,35503.23
2020-03-27,205.25,212.0,213.0,204.9,-0.0876,37694.75
2020-03-30,199.52,199.91,203.29,192.0,-2.7917,42721.54
2020-03-31,197.42,203.31,205.6,196.2,-1.0525,36308.04
2020-04-01,199.0,198.0,203.61,194.0,0.8003,40777.06
2020-04-02,210.46,197.76,211.96,197.01,5.7588,59794.99
2020-04-03,207.5,207.41,210.88,205.6,-1.4064,34267.61
2020-04-07,213.18,215.0,217.89,211.69,2.7373,49906.34
2020-04-08,216.5,211.0,219.2,210.1,1.5574,40760.05
2020-04-09,225.06,220.9,229.8,219.0,3.9538,46592.86
2020-04-10,225.9,226.99,234.67,220.7,0.3732,54896.77
2020-04-13,213.95,222.38,224.88,212.0,-5.29,40943.63
2020-04-14,226.0,216.0,227.77,214.0,5.6322,43895.46
2020-04-15,223.43,228.37,232.57,223.0,-1.1372,39331.1
2020-04-16,226.31,222.0,228.55,218.31,1.289,35034.2
2020-04-17,230.19,229.31,234.65,227.88,1.7145,50467.41
2020-04-20,236.45,230.01,237.84,229.2,2.7195,39039.03
2020-04-21,238.09,234.0,238.81,229.9,0.6936,36832.83
2020-04-22,232.82,234.5,236.52,229.0,-2.2134,34655.45
2020-04-23,229.9,232.82,233.99,228.38,-1.2542,24147.96
2020-04-24,225.75,229.9,233.89,222.8,-1.8051,27507.9
2020-04-27,224.59,225.85,229.38,218.88,-0.5138,27192.65
2020-04-28,229.34,226.7,234.56,222.5,2.115,37291.41
2020-04-29,223.92,228.01,228.97,223.5,-2.3633,26536.31
2020-04-30,233.4,226.45,238.6,226.45,4.2337,46772.49
2020-05-06,244.9,230.21,246.78,229.9,4.9272,52962.6
2020-05-07,248.68,252.0,253.74,243.5,1.5435,52024.24
2020-05-08,256.3,248.68,257.68,248.68,3.0642,44413.22
2020-05-11,251.6,258.38,258.97,248.22,-1.8338,38470.77
2020-05-12,255.3,251.55,256.53,245.97,1.4706,36203.45
2020-05-13,178.35,181.7,182.89,174.27,-1.7572,64781.91
2020-05-14,179.29,178.3,183.3,177.0,0.5271,48140.61
2020-05-15,183.07,181.06,189.56,178.29,2.1083,64565.07
2020-05-18,169.62,183.0,183.0,167.0,-7.3469,121328.93
2020-05-19,171.31,169.71,172.55,167.18,0.9963,63173.85
2020-05-20,169.9,171.44,173.38,167.53,-0.8231,43354.61
2020-05-21,166.0,169.91,170.99,165.5,-2.2955,45411.42
2020-05-22,161.8,166.1,168.0,160.5,-2.5301,42718.87
2020-05-25,157.3,159.8,162.3,155.0,-2.7812,63562.28
2020-05-26,158.0,159.44,161.5,156.5,0.445,58279.95
2020-05-27,151.1,158.33,158.37,150.9,-4.3671,68275.48
2020-05-28,152.28,151.21,153.6,148.55,0.7809,48562.43
2020-05-29,151.0,150.0,152.95,148.5,-0.8406,30842.51
2020-06-01,157.11,152.1,158.62,152.1,4.0464,68872.4
2020-06-02,157.3,158.5,158.66,155.51,0.1209,40548.59
2020-06-03,156.5,157.57,159.49,154.81,-0.5086,49449.56
2020-06-04,155.53,156.9,157.7,154.88,-0.6198,29021.02
2020-06-05,158.33,156.4,158.83,155.63,1.8003,41588.57
2020-06-08,158.49,160.01,163.9,158.3,0.1011,50572.58
2020-06-09,158.2,159.0,160.43,156.23,-0.183,39981.93
2020-06-10,153.99,158.0,158.0,153.33,-2.6612,53301.45
2020-06-11,153.41,153.96,156.08,153.0,-0.3766,52690.41
2020-06-12,152.72,149.95,153.18,148.02,-0.4498,59257.0
2020-06-15,150.64,150.5,152.6,149.0,-1.362,43522.91
2020-06-16,159.8,153.15,161.9,153.15,6.0807,101771.63
2020-06-17,159.45,161.0,161.5,156.7,-0.219,60788.29
2020-06-18,163.63,160.01,165.49,159.1,2.6215,74969.81
2020-06-19,163.46,163.67,164.61,161.3,-0.1039,54460.72
2020-06-22,162.98,164.48,166.37,162.4,-0.2936,62969.76
2020-06-23,159.34,161.9,162.58,157.57,-2.2334,65865.62
2020-06-24,167.09,159.21,168.65,159.08,4.8638,104973.78
2020-06-29,165.41,165.95,165.99,163.0,-1.0054,60598.54
2020-06-30,167.52,167.0,169.95,166.02,1.2756,64603.96
2020-07-01,168.99,167.83,171.49,165.0,0.8775,77259.38
2020-07-02,166.61,168.48,169.6,165.6,-1.4084,77385.21
2020-07-03,169.02,167.82,169.98,165.81,1.4465,74507.82
2020-07-06,175.98,169.95,178.0,169.9,4.1179,97507.54
2020-07-07,180.67,179.79,187.5,176.0,2.6651,113174.89
2020-07-08,183.59,180.55,185.0,179.0,1.6162,83062.67
2020-07-09,194.1,183.49,198.0,181.97,5.7247,108089.64
2020-07-10,188.05,190.53,194.0,186.01,-3.117,99112.74
2020-07-13,193.53,194.19,195.5,189.88,2.9141,101254.02
2020-07-14,184.05,192.1,192.1,180.6,-4.8985,125284.35
2020-07-15,173.31,184.0,185.0,173.0,-5.8354,123669.15
2020-07-16,162.66,173.34,177.5,159.6,-6.1451,107274.08
2020-07-17,162.67,162.66,165.0,159.0,0.0061,74778.48
2020-07-20,165.19,163.33,165.92,158.9,1.5491,71211.29
2020-07-21,164.65,165.98,167.41,162.99,-0.3269,57829.18
2020-07-22,164.7,164.75,167.0,162.5,0.0304,69875.92
2020-07-23,160.49,164.0,164.0,156.49,-2.5562,86635.13
2020-07-24,151.5,159.0,160.8,151.01,-5.6016,83124.06
2020-07-27,147.87,152.55,153.0,145.05,-2.396,79970.57
2020-07-28,147.21,150.01,150.79,145.54,-0.4463,58322.15
2020-07-29,153.73,147.59,153.99,147.57,4.429,78871.19
2020-07-30,152.61,155.02,155.3,151.04,-0.7286,59273.07
2020-07-31,154.14,152.54,157.5,152.0,1.0026,65703.86
2020-08-03,158.65,155.3,158.73,154.2,2.9259,69341.74
2020-08-04,157.0,159.2,159.77,154.91,-1.04,64359.03
2020-08-05,159.05,163.01,165.55,158.5,1.3057,76449.0
2020-08-06,156.04,159.03,159.03,154.7,-1.8925,49858.05
2020-08-07,150.91,155.0,155.65,148.0,-3.2876,59244.62
2020-08-10,151.67,149.81,152.88,148.8,0.5036,42850.97
2020-08-11,148.64,151.86,152.43,148.5,-1.9978,47873.3
2020-08-12,145.16,148.5,148.9,141.9,-2.3412,65607.45
2020-08-13,144.0,146.73,146.73,143.48,-0.7991,33029.89
2020-08-14,145.56,144.7,146.2,143.58,1.0833,38884.77
2020-08-17,148.02,145.57,148.43,145.18,1.69,52904.5
2020-08-18,146.44,147.68,148.66,146.0,-1.0674,46039.33
2020-08-19,141.9,146.3,146.35,141.6,-3.1002,64344.73
2020-08-20,142.84,142.02,145.51,142.0,0.6624,54978.26
2020-08-21,139.5,144.48,144.99,138.33,-2.3383,79027.96
2020-08-24,140.95,139.5,142.68,133.33,1.0394,80121.26
2020-08-25,144.1,140.97,144.68,140.96,2.2348,67889.08
2020-08-26,137.3,144.2,144.25,136.85,-4.7189,67793.22
2020-08-27,137.27,137.0,139.39,135.42,-0.0218,49387.45
2020-08-28,139.14,137.33,139.48,135.82,1.3623,50205.41
2020-08-31,138.65,139.45,142.94,138.56,-0.3522,54678.22
2020-09-01,141.74,139.0,141.8,137.1,2.2286,43843.59
2020-09-02,140.7,142.88,142.9,139.5,-0.7337,38895.8
2020-09-03,138.0,141.0,141.0,137.5,-1.919,44078.03
2020-09-04,138.1,135.5,140.35,135.0,0.0725,41030.55
2020-09-07,133.07,138.06,138.72,133.07,-3.6423,55004.81
2020-09-08,123.98,133.06,133.97,123.23,-6.831,108643.5
2020-09-09,116.03,121.3,121.98,116.01,-6.4123,104565.44
2020-09-10,114.52,118.1,119.19,114.44,-1.3014,67244.52
2020-09-11,116.18,114.43,116.3,114.05,1.4495,52186.16
2020-09-14,115.71,117.13,118.47,114.77,-0.4045,51224.59
2020-09-15,116.6,116.0,117.88,114.13,0.7692,52204.2
2020-09-16,115.1,117.09,117.1,114.6,-1.2864,35249.66
2020-09-17,122.55,115.09,124.45,112.5,6.4726,108819.41
2020-09-18,121.16,120.5,121.71,118.52,-1.1342,75623.98
2020-09-21,124.49,121.13,126.21,120.61,2.7484,76726.92
2020-09-22,122.48,122.8,124.48,121.9,-1.6146,39441.15
2020-09-23,121.15,122.8,123.0,120.12,-1.0859,35437.85
2020-09-24,117.58,119.09,120.3,117.3,-2.9468,40817.22
2020-09-25,117.6,118.5,119.18,116.5,0.017,26231.43
2020-09-28,117.47,117.07,119.5,115.5,-0.1105,31875.07
2020-09-29,117.13,118.55,119.79,117.08,-0.2894,34746.1
2020-09-30,116.5,117.68,118.33,115.8,-0.5379,25949.5
2020-10-09,120.98,118.45,121.44,118.33,3.8455,49708.46
2020-10-12,126.5,122.6,126.5,122.5,4.5627,69593.8
2020-10-13,126.68,127.01,127.4,125.61,0.1423,45012.31
2020-10-14,122.9,126.0,126.0,122.06,-2.9839,54848.49
2020-10-15,123.0,123.4,123.98,121.87,0.0814,31202.58
2020-10-16,122.3,121.99,123.23,121.6,-0.5691,25908.54
2020-10-19,120.35,123.35,124.5,120.25,-1.5944,31391.63
2020-10-20,121.48,120.0,121.5,119.55,0.9389,24779.59
2020-10-21,117.15,121.51,121.8,116.55,-3.5644,42563.47
2020-10-22,118.95,117.15,119.49,115.97,1.5365,31437.49
2020-10-23,115.97,119.79,120.48,115.5,-2.5053,30674.79
2020-10-26,114.85,115.0,115.59,113.7,-0.9658,22414.11
2020-10-27,116.64,114.49,116.92,113.66,1.5586,22983.66
2020-10-28,107.0,110.09,112.5,105.53,-8.2647,105114.29
2020-10-29,104.98,105.01,106.65,103.09,-1.8879,60347.32
2020-10-30,107.8,106.1,111.87,105.9,2.6862,76104.51
2020-11-02,102.85,108.4,108.79,99.99,-4.5918,95076.49
2020-11-03,105.57,102.86,106.93,102.23,2.6446,66201.45
2020-11-04,106.3,106.8,108.57,105.6,0.6915,51253.84
2020-11-05,115.66,108.3,116.0,106.58,8.8053,120354.81
2020-11-06,117.21,115.03,118.78,115.03,1.3401,101103.04
2020-11-09,124.9,122.0,125.62,120.01,6.5609,125983.39
2020-11-10,120.41,125.0,125.0,120.0,-3.5949,74850.96
2020-11-11,115.9,120.0,120.35,115.88,-3.7455,58174.36
2020-11-12,117.54,117.66,119.77,116.3,1.415,43440.72
2020-11-13,117.98,117.3,118.77,115.0,0.3743,38812.23
2020-11-16,114.9,118.0,118.55,114.83,-2.6106,46107.72
2020-11-17,114.43,114.72,115.66,111.0,-0.4091,48294.98
2020-11-18,108.51,114.5,115.57,108.5,-5.1735,73867.38
2020-11-19,110.69,107.69,111.22,106.66,2.009,51935.51
2020-11-20,109.8,110.6,111.8,108.91,-0.804,35014.1
2020-11-23,108.97,109.67,110.33,107.75,-0.7559,41679.79
2020-11-24,108.48,109.65,110.5,108.11,-0.4497,38889.78
2020-11-25,108.77,108.49,110.1,106.89,0.2673,43980.24
2020-11-26,106.96,108.94,109.28,106.7,-1.6641,35180.87
2020-11-27,105.62,106.83,107.76,105.03,-1.2528,39728.53
2020-11-30,106.74,105.63,107.57,104.51,1.0604,45387.5
2020-12-01,109.6,106.47,109.88,106.0,2.6794,55444.53
2020-12-02,110.25,110.0,110.63,108.1,0.5931,52281.19
2020-12-03,109.95,110.51,112.25,109.39,-0.2721,37733.8
2020-12-04,112.29,109.8,112.79,109.4,2.1282,50708.14
2020-12-07,111.24,112.6,115.0,109.41,-0.9351,52765.15
2020-12-08,108.0,110.0,110.5,107.37,-2.9126,44857.11
2020-12-09,105.77,108.01,108.5,105.77,-2.0648,32946.27
2020-12-10,106.89,105.51,108.0,105.22,1.0589,29406.99
2020-12-11,109.0,106.68,110.97,105.6,1.974,68041.75
2020-12-14,113.8,109.06,113.8,108.5,4.4037,72123.59
2020-12-15,113.2,113.01,114.89,111.89,-0.5272,49311.82
2020-12-16,116.64,113.11,117.88,112.8,3.0389,72059.59
2020-12-17,116.8,117.0,117.78,115.0,0.1372,52421.72
2020-12-18,111.07,117.75,118.78,110.2,-4.9058,75148.09
2020-12-21,110.98,110.0,113.17,108.01,-0.081,46419.25
2020-12-22,106.28,110.0,110.6,106.11,-4.235,58930.93
2020-12-23,108.4,106.39,108.66,105.03,1.9947,48210.42
2020-12-24,106.7,108.0,109.4,106.58,-1.5683,28348.71
2020-12-25,105.46,106.7,107.0,104.7,-1.1621,36438.84
2020-12-28,102.48,104.97,104.97,102.0,-2.8257,41351.4
2020-12-29,106.98,102.46,108.3,102.33,4.3911,58031.27
2020-12-30,107.02,106.3,107.83,104.5,0.0374,43223.58
2020-12-31,108.06,108.0,109.61,107.01,0.9718,39397.43
2021-01-04,111.86,108.06,112.18,107.44,3.5166,60158.56
2021-01-05,123.05,110.95,123.05,110.1,10.0036,144501.83
2021-01-06,120.95,123.2,125.36,119.07,-1.7066,105629.53
2021-01-07,128.16,120.17,131.34,120.17,5.9611,147181.74
2021-01-08,131.56,128.56,134.15,126.17,2.6529,123372.49
2021-01-11,133.06,131.61,139.88,131.54,1.1402,138263.27
2021-01-12,133.58,132.0,136.0,128.72,0.3908,90926.61
2021-01-13,135.01,133.86,138.33,132.3,1.0705,93286.53
2021-01-14,131.43,135.06,138.38,130.77,-2.6517,95697.47
2021-01-15,132.22,130.86,133.88,127.98,0.6011,87646.14
2021-01-18,135.29,132.37,138.0,131.14,2.3219,80988.02
2021-01-19,131.4,135.4,135.46,131.29,-2.8753,61035.3
2021-01-20,128.69,131.5,131.5,127.2,-2.0624,67926.8
2021-01-21,127.38,129.34,130.65,126.61,-1.018,54157.69
2021-01-22,124.94,127.5,128.0,123.45,-1.9155,75102.83
2021-01-25,121.26,124.5,124.74,120.0,-2.9454,66963.36
2021-01-26,122.51,121.61,127.99,121.58,1.0308,75112.66
2021-01-27,118.32,122.97,123.66,118.0,-3.4201,69751.8
2021-01-28,111.05,116.02,117.77,110.99,-6.1444,76250.35
2021-01-29,107.34,112.18,112.69,106.0,-3.3408,68996.69
2021-02-01,108.07,107.52,111.02,106.3,0.6801,54787.73
2021-02-02,107.8,108.88,109.6,105.89,-0.2498,50977.49
2021-02-03,107.0,107.19,110.77,105.5,-0.7421,66390.73
2021-02-04,110.18,106.49,110.28,102.65,2.972,76472.44
2021-02-05,106.13,109.2,109.86,106.01,-3.6758,50329.12
2021-02-08,107.16,105.61,107.88,105.6,0.9705,37915.42
2021-02-09,112.75,107.81,113.6,106.11,5.2165,64913.11
2021-02-10,112.92,111.8,113.86,110.61,0.1508,50385.68
2021-02-18,113.63,114.64,117.0,113.3,0.6288,54920.66
2021-02-19,115.31,113.0,115.6,110.82,1.4785,47819.72
2021-02-22,114.86,115.34,118.63,114.05,-0.3903,54941.4
2021-02-23,112.41,114.2,115.3,111.87,-2.133,40882.67
2021-02-24,115.88,112.6,117.58,112.41,3.0869,65122.31
2021-02-25,114.24,116.5,116.99,113.5,-1.4153,37340.03
2021-02-26,110.01,111.8,114.24,109.47,-3.7027,48265.72
2021-03-01,115.92,110.0,116.59,110.0,5.3722,50284.9
2021-03-02,115.16,115.6,116.5,113.88,-0.6556,35257.07
